id,aro,municipio,zona,sistema,localidad,estado_operativo,estado_actual,poblacion_atendida,poblacion_afectada,prioridad,afectacion,accion_requerida,inversion_cop,fotos,fuentes
DEP-ACU-RIOFRIO-510,Centro Tuluá,Riofrío,Rural,ACUEDUCTO RURAL FENICIA ACUAFENICIA,FENICIA,PARCIAL,MAL ESTADO,668,16250,ALTA,"VALLECAUCANA [VAL-0036]: DEBIDO AL DERRUMBES, SE VIERON AFECTADOS 4KM DE TUBERIA DE 2.5"".",VALLECAUCANA [VAL-0036]: REMPLAZO DE TUBERIA,236600000,1,UESVALLE | VALLECAUCANA
DEP-ACU-RIOFRIO-505,Centro Tuluá,Riofrío,Rural,ACUEDUCTO RURAL LOS ESTRECHOS,LOS ESTRECHOS,PARCIAL,MAL ESTADO,37,120,MEDIA,VALLECAUCANA [VAL-0037]: SE PRESENTAN GRIETAS DEL TANQUE DE ALMACENAMIENTO Y SE PRESENTAN COLAPSO DE LA CASETA DE OPERACIONES DEL ACUEDUCTO,"VALLECAUCANA [VAL-0037]: EVALUAR REPARACION DE TANQUE DE ALMACENAMIENTO REVESTICIMIENTO, IMPERMEABILIZADA Y CONSTRUCCION DE CASETA  DE OPERACIÓN",364000000,1,UESVALLE | VALLECAUCANA
DEP-ACU-RIOFRIO-513,Centro Tuluá,Riofrío,Rural,ACUEDUCTO RURAL MADRIGAL ACUAMADRIGAL,MADRIGAL,POR VALIDAR,POR VALIDAR,60,288,POR VALIDAR,"UESVALLE [ACU-RIOFRIO-513]: REPORTE_UES_1: AGRIETAMIENTO DEL TANQUE DE ALMACENAMIENTO Y COLAPSO DE LA EDIFICACIÓN DONDE SE REALIZABAN LABORES ADMINISTRATIVAS, CON PÉRDIDA DE EQUIPO DE IMPRESIÓN Y DEL ESPACIO DE ATENCIÓN A USUARIOS.",UESVALLE [ACU-RIOFRIO-513]: EVALUAR Y REHABILITAR O RECONSTRUIR EL TANQUE DE ALMACENAMIENTO; RECONSTRUIR EL ESPACIO ADMINISTRATIVO Y REPONER LOS EQUIPOS BÁSICOS NECESARIOS PARA LA OPERACIÓN Y ATENCIÓN A USUARIOS.,364000000,0,UESVALLE
DEP-ACU-ROLDANILLO-895,Norte Cartago,Roldanillo,Rural,"ACUACAMPO: ISUGU EL SILENCIO PUERTO QUINTERO, CANDELARIA, PUEBLO NUEVO, EL RINCON, SIMON BOLIVAR Y REMOLINO",VEREDA SIMON BOLIVAR,POR VALIDAR,POR VALIDAR,2348,2348,POR VALIDAR,UESVALLE [ACU-ROLDANILLO-895]: REPORTE_UES_1: AFECTACIONES EN LOS JARILLONES DEL RÍO CAUCA REPORTADAS PARA EL SISTEMA ACUACAMPO.,"UESVALLE [ACU-ROLDANILLO-895]: REALIZAR EVALUACIÓN GEOTÉCNICA E HIDRÁULICA DE LOS JARILLONES Y DEL RIESGO SOBRE LA INFRAESTRUCTURA DEL SISTEMA; EJECUTAR OBRAS DE ESTABILIZACIÓN, RECONFORMACIÓN Y PROTECCIÓN EN LOS SECTORES COMPROMETIDOS.",115500000,0,UESVALLE
DEP-ACU-ROLDANILLO-53,Norte Cartago,Roldanillo,Urbano,ACUAVALLE S.A. E.S.P. SUCURSAL ROLDANILLO.,EL CENTRO,NORMAL,POR VALIDAR,45332,17744,BAJA,"REPORTE_URBANO [ACU-0027]: El Edificio de Operaciones y Cuarto de Planta Eléctrica de Emergencia presenta afectaciones en la cubierta de barro y en sus aleros, además de algunas fisuras en muros de ladrillo común.Daños y afectaciones en las redes matrices y tuberías del sistema de acueducto, incluyendo posibles fisuras y roturas.","REPORTE_URBANO [ACU-0027]: •Contratar reparación de la cubierta en teja de barro para protejer ante lluvias los equipos eléctricos y electrónicos al interior de estas 2 edificaciones.
•Realizar estudio técnico de paredes, columnas, vigas y demás elementos para determinar estabilidad, alcance de intervención y necesidad de reconstrucción.Reposición de tuberías afectadas acueducto de la:
• Cra 7 Calle 11 a 15
• Calle 10 Cras 4 a 9",651000000,4,REPORTE_URBANO | UESVALLE
DEP-ACU-SAN-PEDRO-212,Centro Tuluá,San Pedro,Urbano,ACUAVALLE S.A (ESP),,NORMAL,POR VALIDAR,14800,,BAJA,REPORTE_URBANO [ACU-0028]: daño estructural del floculador a causa del movimiento telúrico desalinea el motorreductor y por ende una de las palas toca la pared del tanque generando su desprendimiento,REPORTE_URBANO [ACU-0028]: se alinea motor reductor y se acomodan las palas ajustando con tornillería en acero inoxidable para evitar futuros daños,0,2,REPORTE_URBANO | UESVALLE
DEP-ACU-SEVILLA-224,Centro Tuluá,Sevilla,Urbano,ACUAVALLE S.A ESP,URBANO,NORMAL,POR VALIDAR,37296,10006,BAJA,"REPORTE_URBANO [ACU-0029]: Daños y afectaciones en las redes matrices y tuberías del sistema de acueducto, incluyendo posibles fisuras y roturas. | Daños en EB y Bodega Planta No.1
REPORTE_URBANO [ACU-0030]: Daños en aducción principal de San Marcos | Daños en estructura del Tanque elevado y caseta de cloración.
REPORTE_URBANO [ACU-ALC-003]: Fisuras en camaras de alcantarillado y en colectores de alcantarillado de HS.","REPORTE_URBANO [ACU-0029]: Ejecutar la reposición de las redes de acueducto afectadas por el sismo en las siguientes direcciones: Calle 61 Cra 46 y 47 L = 100 metros diametro 3"" AC. Cra 49a Calle 62A L= 130 metros.diametro 3"" . Calle 61a con Calle 47 L= 12 metros diametro 10"" AC. Salida Ptap hasta la Calle 46 con Cra 49 L= 640 metros diametro 18"" American PIPE.Cra 53 Calle 56 Diametro 3"" AC L= 90 Metros. Carrera 40 entre Calles 51 y 54 sector los Lauros L= 500 metros diametro 14"" AC. | Realizar estudios de vulnerabilidad sismorresistente en edificios de operación.Implementar los refuerzos estructurales requeridos de acuerdo con los resultados de los estudios.
REPORTE_URBANO [ACU-0030]: Ejecutar la reposición de la tuberia de aducción L= 400 metros diametro 18"" | Realizar estudios de vulnerabilidad sismorresistente en los tanques de almacenamiento, casetas y edificios de operación.Implementar los refuerzos estructurales requeridos de acuerdo con los resultados de los estudios.Reponer las tuberías afectadas en AC. Reparar y asegurar estructuralmente las casetas afectadas.
REPORTE_URBANO [ACU-ALC-003]: Realizar la revisión interna con camaras de video de las redes de alcantarillado en los barrios Brasil, Granada,  San Vicente, cafetero, Monserrate, afectados por el sismo L= 3000 metros lineales tuberia",3600000000,0,REPORTE_URBANO | UESVALLE
DEP-ACU-SEVILLA-3284,Centro Tuluá,Sevilla,Rural,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LA CRISTALINA Y PURNIO - AGUA PORVENIR PURNIO,PURNIO,PARCIAL,MAL ESTADO,112,150,MEDIA,"VALLECAUCANA [VAL-0038]: AGRIETAMIENTO Y FILTRACIÓN DE AGUA EN EL DESARENADOR NUEVO, AFECTANDO SU ESTANQUEIDAD Y FUNCIONAMIENTO.","VALLECAUCANA [VAL-0038]: REPARACIÓN DE GRIETAS, SELLADO E IMPERMEABILIZACIÓN DEL DESARENADOR PARA GARANTIZAR SU ESTANQUEIDAD Y ADECUADO FUNCIONAMIENTO.",104000000,1,UESVALLE | VALLECAUCANA
DEP-ACU-TORO-59,Norte Cartago,Toro,Urbano,ACUAVALLE S.A. E.S.P. SUCURSAL TORO.,SAN ANTONIO-EL BOHIO-LA CAYETANA(AGUA EN BLOQUE),NORMAL,POR VALIDAR,12936,10000,BAJA,REPORTE_URBANO [ACU-0031]: Deslizamiento y pérdida de estabilidad del talud de la montaña colindante con las estructuras de tratamiento.Afectación en los aleros de la cubierta de las estructuras.Posibles daños en la red matriz de acueducto.,REPORTE_URBANO [ACU-0031]: Construcción de muro de contención para estabilizar el talud colindante con las estructuras de tratamiento.Reposición de los aleros afectados de la cubierta.Reposición de los tramos de tubería en AC afectados. Realizar estudios de vulnerabilidad sismorresistente en los tanques de almacenamiento y edificios de operación.,900000000,0,REPORTE_URBANO | UESVALLE
DEP-ACU-TORO-44,Norte Cartago,Toro,Rural,ASOCIACION CIVICA JUNTA ADMINISTRADORA DEL ACUEDUCTO CGTO SAN FRANCISCO,SAN FRANCISCO,PARCIAL,MAL ESTADO,2016,2016,ALTA,"VALLECAUCANA [VAL-0039]: EN LA BOCATOMA SE PRESENTAN FISURAS EN EL MURO, LAS CUALES HAN GENERADO FILTRACIONES. ASÍ MISMO, EL DESARENADOR 1 PRESENTA AGRIETAMIENTO Y FILTRACIONES, MIENTRAS QUE EN EL TANQUE DE ALMACENAMIENTO SE PRESENTA AGRIETAMIENTO DE LA ESTRUCTURA. ADICIONALMENTE LA LINEA DE CONDUCCIÓN PRESENTA RUPTURA DE EXTENSO TRAMO DE TUBERÍA DE ASBESTO DE 8 PULGADAS AFECTANDO ASÍ LA CONTINUIDAD DEL SISTEMA DE CONDUCCIÓN.","VALLECAUCANA [VAL-0039]:  INSTALACIÓN DE UNA PLANTA COMPACTA, REHABILITACIÓN DE LA BOCATOMA Y DESARENADOR, REPARACIÓN DEL TANQUE DE ALMACENAMIENTO Y LA SUSTITUCIÓN DEL TRAMO AFECTADO DE LA LÍNEA DE CONDUCCIÓN",3575000000,3,UESVALLE | VALLECAUCANA
DEP-ACU-TORO-2194,Norte Cartago,Toro,Rural,ASOCIACION DE LA JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL COLECTIVO DE PATIO BONITO- LA ROBLEDA-SABANAZO,VEREDA PATIO BONITO,PARCIAL,POR VALIDAR,620,,MEDIA,UESVALLE [ACU-TORO-2194]: VERIFICACIÓN: se dañaron las conexiones del filtro rápido al tanque de Almacenamiento,,0,5,UESVALLE
DEP-ACU-TRUJILLO-228,Centro Tuluá,Trujillo,Rural,ASOCIACION DE USUARIOS ACUEDUCTO RURAL COLECTIVO AL OTRO MUNDO VEREDA LA CRISTALINA,LA CRISTALINA,POR VALIDAR,POR VALIDAR,76,,POR VALIDAR,UESVALLE [ACU-TRUJILLO-228]: REPORTE_UES_1: AFECTACIONES EN TUBERÍA Y VIADUCTOS DEL SISTEMA DE ACUEDUCTO.,"UESVALLE [ACU-TRUJILLO-228]: REALIZAR LEVANTAMIENTO DE LOS TRAMOS DE TUBERÍA Y VIADUCTOS AFECTADOS; REPONER TUBERÍAS, ACCESORIOS Y ANCLAJES, Y REHABILITAR BASES, APOYOS Y ELEMENTOS ESTRUCTURALES DE LOS VIADUCTOS.",360000000,5,UESVALLE
DEP-ACU-TRUJILLO-231,Centro Tuluá,Trujillo,Rural,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAS BUENAVISTA LA BOHEMIA,BUENAVISTA,PARCIAL,MAL ESTADO,75,200,MEDIA,"VALLECAUCANA [VAL-0063]: Caseta de Operaciones, Tanque de almacenamiento agrietado",VALLECAUCANA [VAL-0063]: Tanque de almacenamiento agrietado y Construir caseta de operaciones,480000000,0,UESVALLE | VALLECAUCANA
DEP-VAL-0042,Por validar,Tuluá,RURAL,BOCAS DE TULUA,BOCAS DE TULUA,PARCIAL,MAL ESTADO,,224,MEDIA,"VALLECAUCANA [VAL-0042]: 
FISURAS IDENTIFICADAS EN LOS NODOS DE SOPORTE DEL TANQUE ELEVADO, EVIDENCIANDO AFECTACIÓN ESTRUCTURAL","VALLECAUCANA [VAL-0042]:  CONSTRUCCIÓN DE UN NUEVO TANQUE DE ALMACENAMIENTO ELEVADO, INCLUYENDO EL DISEÑO, CIMENTACIÓN, ESTRUCTURA DE SOPORTE, SISTEMA DE ENTRADA Y SALIDA, ACCESORIOS HIDRÁULICOS, IMPERMEABILIZACIÓN Y DEMÁS COMPONENTES NECESARIOS.",748000000,2,VALLECAUCANA
DEP-VAL-0041,Por validar,Tuluá,RURAL,EL RETIRO,EL RETIRO,PARCIAL,MAL ESTADO,,316,MEDIA,VALLECAUCANA [VAL-0041]: DESLIZAMIENTO DE TIERRA EN EL SECTOR DONDE SE ENCUENTRAN UBICADOS LOS APOYOS O PATAS DEL VIADUCTO DEL SISTEMA DE ACUEDUCTO,VALLECAUCANA [VAL-0041]:  ESTABILIZACIÓN DEL TERRENO Y REPOSICIÓN DE LA TUBERÍA AFECTADA.,115500000,1,VALLECAUCANA
DEP-VAL-0040,Por validar,Tuluá,RURAL,MONTELORO,MONTELORO,PARCIAL,MAL ESTADO,,1009,ALTA,"VALLECAUCANA [VAL-0040]: SE EVIDENCIÓ EL COLAPSO DE LA ESTRUCTURA DEL DESARENADOR, CON DESPLAZAMIENTO Y CAÍDA HACIA EL CAUCE. LA AFECTACIÓN COMPROMETE LA ESTABILIDAD E INTEGRIDAD DE LA INFRAESTRUCTURA Y LIMITA SU FUNCIONAMIENTO.
AFECTACIÓN CRÍTICA EN EL ÁREA DE EMPLAZAMIENTO DEL TANQUE DE ALMACENAMIENTO, ASOCIADA A LA PÉRDIDA DE ESTABILIDAD DEL TERRENO Y A UN PROCESO DE EROSIÓN Y DESPRENDIMIENTO DEL TALUD. LA ESTRUCTURA PRESENTA UNA CONDICIÓN DE INESTABILIDAD POTENCIAL Y RIESGO DE COLAPSO","VALLECAUCANA [VAL-0040]:  CONSTRUCCIÓN DE UN NUEVO DESARENADOR, DE ACUERDO CON LAS CONDICIONES HIDRÁULICAS Y ESTRUCTURALES REQUERIDAS PARA EL SISTEMA DE ACUEDUCTO.
CONSTRUCCIÓN DE UN NUEVO TANQUE DE ALMACENAMIENTO",495000000,1,VALLECAUCANA
DEP-VAL-0066,Por validar,Tuluá,RURAL,QUEBRTADA GRANDE,QUEBRTADA GRANDE,PARCIAL,MAL ESTADO,,525,MEDIA,"VALLECAUCANA [VAL-0066]: Fisuras, desprendimiento y separación del concreto en las paredes de 2 tanques de almacenamiento con filtración de agua","VALLECAUCANA [VAL-0066]: Demolición de tanques y reconstrucción, materiales, transporte de materiales, prueba de estanqueidad, limpieza, desinfección y funcionamiento",360000000,0,VALLECAUCANA
DEP-ACU-ULLOA-68,Norte Cartago,Ulloa,Urbano,ACUAVALLE S.A. E.S.P. SUCURSAL ULLOA.,CENTRO,NORMAL,POR VALIDAR,3656,984,BAJA,REPORTE_URBANO [ACU-0034]: Vulnerabilidad sísmica y geológica a la caseta de proteccion planta de emergencia,"REPORTE_URBANO [ACU-0034]: Realizar reparaciones basicas para evitar fugas de agua dentro del proceso de potabilizacion, y asi mismo evitar que debiliten el suelo de soporte de las estructuras de la Ptap, mientras se define la reubicacion de esta Ptap por encontrarse sobre una falla geologica.",10000000,3,REPORTE_URBANO | UESVALLE
DEP-RU-EXT-007,Por validar,Versalles,URBANO,ACUACAMPO,"PTAP, PTAR, PMIRS, BOCATOMA Y REDES DE ACUEDUCTO Y ALCANTARILLADO DE LA ZONA URBANA DEL MUNICIPIO",NORMAL,POR VALIDAR,,2795,BAJA,"REPORTE_URBANO [EXT-007]: ACUEDUCTO: La bocatoma no presenta daños aparentes y funciona con normalida pero la caseta de la estación de bombeo tuvo un colapso en su techo y parte de los paneles electricos de las bombas quedaron expuestos, aun esperamos la valoracion de ingenieros civiles de la estrucutra hidraulica de la bocatoma y sedimentadores. En cuanto a la PTAP a pesar que esta operando con relativa normalidad, se presenta una filtracion en uno de los filtros de arena y en uno de los tanques de almacenamiento. Tambien se presenta daño estrucutral en una caseta de bombeo que sumiistra agua al barrio neblina alta. Respecto a los tanques de distribucion de la red (3 tanques) no presentan ningun tipo de daño estructural aparente, sin embargo, en la red si hubieron varios daños, los principales ya fueron resueltos para dar sumistro, pero aún se siguen presentando muchos daños domiciliarios, hasta la fecha ya se han resuelto mas de 50 pero se siguen presentando por las obras de demolicion en curso.","REPORTE_URBANO [EXT-007]: Reparacion de fugas en acueducto, hacer la evaluacion y reparacion de fugas en alcantarillado y PTAR, y de manera urgente se necesita la evacuacion de los residuos de la PMIRS, este ultimo invconveniente es el mas urgente porque podria interrumpir el servicio de aseo",250000000,0,REPORTE_URBANO
DEP-ACU-VERSALLES-1953,Norte Cartago,Versalles,Rural,ASOCIACION ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE LA FLORIDA,CORREGIMIENTO LA FLORIDA,PARCIAL,MAL ESTADO,680,310,MEDIA,VALLECAUCANA [VAL-0050]:  AGRIETAMIENTO Y FILTRACIÓN DE AGUA EN EL DESARENADOR Y TANQUE DE DISTRIBUCION.,"VALLECAUCANA [VAL-0050]: REALIZAR REPARACIÓN Y SELLADO DE GRIETAS Y FISURAS, RECUPERACIÓN DE SUPERFICIES E IMPERMEABILIZACIÓN INTERNA DEL DESARENADOR Y TANQUE DE DISTRIBUCIÓN, GARANTIZANDO SU ESTANQUEIDAD Y ADECUADO FUNCIONAMIENTO.",240000000,0,UESVALLE | VALLECAUCANA
DEP-ACU-VERSALLES-1952,Norte Cartago,Versalles,Rural,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO ACUASALUD EL BALSAL,CORREGIMIENTO EL BALSAL,PARCIAL,MAL ESTADO,1216,470,MEDIA,"VALLECAUCANA [VAL-0049]: TANQUE DE ALMACENAMIENTO AFECTADO, PRESENTANDO GRIETAS Y FISURAS SIGNIFICATIVAS EN ELEMENTOS ESTRUCTURALES, DESPRENDIMIENTO DEL RECUBRIMIENTO DE CONCRETO Y EXPOSICIÓN DEL ACERO DE REFUERZO.","VALLECAUCANA [VAL-0049]: REALIZAR EVALUACIÓN ESTRUCTURAL DEL TANQUE, REPARACIÓN DE GRIETAS Y FISURAS, RECUPERACIÓN DEL RECUBRIMIENTO Y PROTECCIÓN DEL ACERO DE REFUERZO, PREVIA VERIFICACIÓN DE SU ESTABILIDAD Y ESTANQUEIDAD",1020000000,0,UESVALLE | VALLECAUCANA
DEP-ACU-VIJES-141,Sur Cali,Vijes,Rural,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE CARBONERO MUNICIPIO DE VIJES,LA PEDRERA,NORMAL,POR VALIDAR,520,600,BAJA,"UESVALLE [ACU-VIJES-141]: VERIFICACIÓN: DAÑOS EN LA RED REPARADOS Y ACUEDUCTO FUNCIONANDO CON NORMALIDAD
FORMULARIO: Reporte del Presidente daños en la red de distribución reparados a martes 11 ...",,0,0,UESVALLE
DEP-ACU-VIJES-2894,Sur Cali,Vijes,Rural,JUNTA ADMINISTRADORA ACUEDUCTO COMUNITARIO TRESQUEBRADAS - LA FRESNEDA,LA FRESNEDA,PARCIAL,POR VALIDAR,55,95,MEDIA,"UESVALLE [ACU-VIJES-2894]: VERIFICACIÓN: ACENTAMIENTO EN EL TANQUE DE BOMBEO
FORMULARIO: Ruptura de la tuberia de conduccion - ruptura en la tuberia y desplazamiento ...",,0,0,UESVALLE
DEP-ACU-VIJES-6480,Sur Cali,Vijes,Rural,JUNTA ADMINISTRADORA COMUNITARIA DE ACUEDUCTO J.A.C.A. NUEVO HORIZONTE EN LIQUIDACION - JACANHOT,OCACHE,PARCIAL,POR VALIDAR,172,,MEDIA,UESVALLE [ACU-VIJES-6480]: VERIFICACIÓN: DAÑO EN LA  BOMBA DE IMPULSO,,0,0,UESVALLE
DEP-ACU-VIJES-354,Sur Cali,Vijes,Rural,JUNTA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO DE OCACHE PARTE BAJA,OCACHE,PARCIAL,POR VALIDAR,186,,MEDIA,UESVALLE [ACU-VIJES-354]: VERIFICACIÓN: PRESENTÓ DAÑOS EN LA RED DE DISTRIBUCION YA REPARADOS,,0,0,UESVALLE
DEP-ACU-YOTOCO-499,Centro Tuluá,Yotoco,Rural,ASOCIACION DE USUARIOS DE LOS ACUEDUCTOS EL JARDIN - CALIMITA - CALIMITA,CALIMITA,PARCIAL,MAL ESTADO,100,520,MEDIA,"VALLECAUCANA [VAL-0071]: LA INFRAESTRUCTURA DE SERVICIOS PÚBLICOS EN EL MUNICIPIO DE YOTOCO SUFRIÓ AFECTACIONES ESTRUCTURALES. EN EL SECTOR CORRESPONDIENTE AL ACUEDUCTO EL JARDÍN – CALIMITA, ZONA RURAL DEL MUNICIPIO. LAS CARGAS DINÁMICAS Y EL DESPLAZAMIENTO DE ESTRATOS DE SUELO GENERARON LA RUPTURA DE LA RED DE DISTRIBUCIÓN Y DAÑOS EN MÚLTIPLES ACOMETIDAS DOMICILIARIAS.","VALLECAUCANA [VAL-0071]: UNIONES DE REPARACIÓN DESLIZANTES (2"" Y 3""): PERMITEN REPARAR TUBERÍAS DE GRAN DIÁMETRO BAJO TIERRA EN ESPACIOS REDUCIDOS, DESLIZÁNDOSE SOBRE EL TUBO DAÑADO PARA SELLAR LA FALLA SIN REQUERIR GRANDES EXCAVACIONES.

TUBERÍA Y UNIONES DE 1"" Y 3/4"": REPOSICIÓN DE LOS TRAMOS SECUNDARIOS COLAPSADOS PARA RESTABLECER EL FLUJO HACIA LOS RAMALES DOMICILIARIOS.

KITS DE 1/2"" (TUBOS, CODOS, UNIONES LISAS, MACHO Y HEMBRA): RECONSTRUCCIÓN INTEGRAL DE ACOMETIDAS Y EMPALMES A ROSCA O PRESIÓN EN LOS PREDIOS AFECTADOS.

PEGANTE, LIMPIADOR (3/8) Y HOJAS DE SEGUETA: INSUMOS PARA EL ACONDICIONAMIENTO, CORTE PRECISO Y SOLDADURA QUÍMICA DE LA TUBERÍA PVC, ASEGURANDO ESTANQUEIDAD EN TODAS LAS UNIONES.",65000000,0,UESVALLE | VALLECAUCANA
DEP-ACU-YOTOCO-2787,Centro Tuluá,Yotoco,Rural,ASOCIACION DE USUARIOS DEL SISTEMA DE SUMINISTRO DE AGUA RURAL COMUNITARIA - PROAGUAS DE MUÑECOS,MUÑECOS,PARCIAL,MAL ESTADO,348,312,ALTA,"Validación telefónica 04/09/2026: presentó daños severos en la conducción de 4 pulgadas, redes de 2 y 1 pulgada y acometidas. El servicio se encuentra operando parcialmente y continúa suministrando agua a la comunidad.","VALLECAUCANA [VAL-0072]: · TUBERÍA Y ACCESORIOS DE 4"": RESTABLECIMIENTO DE LA CONDUCCIÓN PRINCIPAL O LÍNEA DE DESAGÜE GOLPEADA POR EL SISMO.

· TUBERÍA, UNIONES, ADAPTADORES Y ACOPLES RÁPIDOS DE 2"": RECONSTRUCCIÓN DEL TRAMO MATRIZ COLAPSADO. LOS ACOPLES RÁPIDOS PERMITEN HACER REPARACIONES DE EMERGENCIA SIN NECESIDAD DE SOLDAR EN ZONAS CON PRESENCIA DE HUMEDAD O FLUJO RESIDUAL.

· LLAVES DE PASO (1"" Y 2""): REPOSICIÓN DE LOS ELEMENTOS DE MANIOBRA PARA RECUPERAR EL CONTROL HIDRÁULICO Y LA CAPACIDAD DE SECCIONAMIENTO EN EL ACUEDUCTO.

· KITS DE 1"" Y 1/2"" (TUBOS Y ACCESORIOS VARIADOS): REPARACIÓN DE RAMALES DE DISTRIBUCIÓN DOMICILIARIA Y RECONSTRUCCIÓN DE ACOMETIDAS EN LAS VIVIENDAS AFECTADAS.

· LIMPIADOR Y PEGANTE PVC (3/8): ACONDICIONAMIENTO QUÍMICO Y SOLDADURA DE ALTA RESISTENCIA PARA GARANTIZAR LA ESTANQUEIDAD DE LAS UNIONES EN TODO EL SISTEMA.",89000000,0,UESVALLE | VALLECAUCANA
DEP-VAL-0045,Por validar,Yumbo,RURAL,BRISAS DE MULALO,BRISAS DE MULALO,PARCIAL,MAL ESTADO,,380,MEDIA,VALLECAUCANA [VAL-0045]: ALGIBE COLAPZO DE 30 METROS Y AFECTACION DE BOMBA,VALLECAUCANA [VAL-0045]: CONSTRUIR ALGIBE Y REMPLAZAR BOMBA,561000000,1,VALLECAUCANA
DEP-VAL-0046,Por validar,Yumbo,RURAL,CORREGIMIENTO MANGA VIEJA,CORREGIMIENTO MANGA VIEJA,PARCIAL,MAL ESTADO,,695,MEDIA,"VALLECAUCANA [VAL-0046]:  ROTURA DE LA VÁLVULA DE ACCESO A LOS FILTROS, PERMITIENDO EL INGRESO DE AGUA CON ALTA TURBIEDAD, LO QUE OCASIONÓ LA COLMATACIÓN DE LOS FILTROS DE LA PLANTA DE TRATAMIENTO QUE AFECTO SU ADECUADO FUNCIONAMIENTO, AFECTO ESTRUCTURA","VALLECAUCANA [VAL-0046]:  SE REQUIERE CAMBIO DE VÁLVULA Y  MEDIOS FILTRANTES, RETIRO DE MEDIO FILTRANTE, (MATERIAL PÉTREO) A MÁQUINA, SUMINISTRO DE MEDIOS FILTRANTES, MATERIAL PETREO SELECCIONADO Y ANTRACITA, ARREGLO DE LATERALES Y BASE",275000000,2,VALLECAUCANA
DEP-VAL-0044,Por validar,Yumbo,RURAL,SAN MARCOS,SAN MARCOS,NORMAL,MAL ESTADO,,2150,MEDIA,Validación telefónica 04/09/2026: el sistema se encuentra operando. Se presentaron daños en la bomba del pozo por desprendimiento del filtro; la bomba fue reparada.,Bomba reparada. Se recomienda el cambio del pozo como intervención definitiva para reducir la vulnerabilidad del sistema.,935000000,1,VALLECAUCANA
DEP-ACU-ZARZAL-167,Centro Tuluá,Zarzal,Urbano,ACUAVALLE S.A (ESP),URBANO,NORMAL,POR VALIDAR,40412,,BAJA,"REPORTE_URBANO [ACU-0038]: Daño en red matriz tuberia de Ø14""",REPORTE_URBANO [ACU-0038]: Se requiere la reparación de la tuberia para regular presiones en el sistema calle 11 con cra 6,5000000,2,REPORTE_URBANO | UESVALLE
DEP-ACU-ZARZAL-159,Centro Tuluá,Zarzal,Rural,ACUEDUCTO ACUASALUD VALLEJUELO,VALLEJUELO,PARCIAL,MAL ESTADO,2084,2450,ALTA,"VALLECAUCANA [VAL-0047]: EL TANQUE DE ALMACENAMIENTO PRINCIPAL DE LA CARMELITA SE NOS CAYO UNA CASETA Y FRACTURO EL TANQUE . EN LA PLANTA DE TRATAMIENTO EN COROZAL SE PRESENTARON FISURAS EN LOS TANQUES , EN LA REDES DE DISTRIBUCIÓN ALGUNOS DAÑOS POR EL MOVIMIENTO DE TIERRA.","VALLECAUCANA [VAL-0047]: EVALUACION DE LOS TANQUES DE ALMACENAMIENTO, REVESTIMIENTO, REPARACION DE LOZAS, CONSTRUCION DE CASETA DE CLORACION, REVISAR LINEAS DE CONDUCION DE REDES DE DISTRIBUCION  DE 500 METROS",275000000,2,UESVALLE | VALLECAUCANA
