No.;CODIGO_ANTERIOR;CODIGO_SISTEMA;Latitud_X;Longitud_Y;MUNICIPIO;TIPO;CODIGO IVC2;CODIGO MUESTREO;CODIGO_AT;ID_SSPD;TIPO_SISTEMA_TRATAMIENTO;ALGUN_TIPO_TRATAMIENTO;LOCALIDADES ABASTECIDAS;NUMERO_LOCALIDADES;ARO;Persona Prestadora;Forma_organizativa;Registrados_SSPD;SIVICAP_Registrados_SSPD;SUSCRIPTORES;POBLACION;IRCA_2020;Nivel de Riesgo_2020;Fecha ultimo IRCA_2020;IRCA_2021;Nivel de Riesgo_2021;Fecha ultimo IRCA_2021;IRCA_2022;Nivel de Riesgo_2022;Fecha ultimo IRCA_2022;IRCA_2023;Nivel de Riesgo_2023;FECHA_IRCA_2023;IRCA_2024;Nivel_de_Riesgo_2024;Fecha_IRCA_2024;IRCA_2025;Nivel_Riesgo_2025;Fecha_Ultimo_IRCA_2025;Punto_Toma_2025;IRCA_Promedio;Img_bocatoma
334;112843;2875;3.72276944;-76.19238611;GINEBRA;DISPERSA;112843;106646;122924;S/D;Soluciones_Individuales;Si;FLAUTAS;1;Sur Cali;FLAUTAS AGUAS E.S.P. S.A;Autogestion;No;No;54;216;;;;82.47;INVIABLE SANITARIAMENTE;30/08/2021;74.77;ALTO;13/09/2022;56.74;ALTO;20/09/2023;86.52;INVIABLE SANITARIAMENTE;24/07/2024;0;SIN RIESGO;28/10/2025;Grifo;50.08;
335;66918;352;3.77383889;-76.16472222;GINEBRA;DISPERSA;66918;66884;114136;S/D;Filtracion Compacta;Si;JUNTAS;1;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO DE JUNTAS;Autogestion;No;No;32;128;6.94;BAJO;29/07/2020;85.27;INVIABLE SANITARIAMENTE;19/04/2021;70.8;ALTO;23/05/2022;58.39;ALTO;4/10/2023;57.55;ALTO;21/08/2024;39.4;ALTO;21/07/2025;Grifo;45.47;
336;66984;6523;3.72241389;-76.23866944;GINEBRA;DISPERSA;66984;66899;114135;S/D;Filtracion Compacta;Si;LOMA GORDA;2;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO LOMA GORDA;Autogestion;No;No;66;264;65.09;ALTO;24/11/2020;85.27;INVIABLE SANITARIAMENTE;19/04/2021;86.52;INVIABLE SANITARIAMENTE;19/04/2022;57.55;ALTO;26/01/2023;58.39;ALTO;19/11/2024;56.7;ALTO;23/09/2025;Grifo;58.51;
337;143790;353;3.75873056;-76.17096111;GINEBRA;DISPERSA;143790;132177;126434;S/D;Ninguno;No;BETANIA;1;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO RURAL BETANIA;Autogestion;No;No;22;88;;;;80.81;INVIABLE SANITARIAMENTE;28/07/2021;64.34;ALTO;29/06/2022;80.29;INVIABLE SANITARIAMENTE;4/10/2023;78.01;ALTO;24/07/2024;81.5;INVIABLE SANITARIAMENTE;25/11/2025;Grifo;64.16;
338;66916;348;3.71394722;-76.19915556;GINEBRA;DISPERSA;66916;106648;112813;S/D;Filtracion Compacta;Si;BARRANCO ALTO (50), NOVILLERA (33), VALLEDUPAR (43);3;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO VALLENOBA;Autogestion;No;No;140;560;65.09;ALTO;28/10/2020;90.91;INVIABLE SANITARIAMENTE;15/02/2021;58.39;ALTO;9/02/2022;78.01;ALTO;29/03/2023;57.55;ALTO;23/09/2024;57.6;ALTO;26/05/2025;Grifo;58.21;
339;67419;6829;3.68777222;-76.24110833;GINEBRA;DISPERSA;67419;66886;112812;S/D;FIME;Si;SABALETAS (5), LACUESTA (52), NOVILLERA (28);3;Sur Cali;JUNTA ADMINISTRADORA DE ACUEDUCTO LA CUESTA LA NOVILLERA;Autogestion;No;No;110;440;0;SIN RIESGO;24/11/2020;85.61;INVIABLE SANITARIAMENTE;19/04/2021;78.01;ALTO;12/10/2022;79.14;ALTO;26/01/2023;57.55;ALTO;23/09/2024;56.7;ALTO;23/09/2025;Grifo;51.01;
340;67724;347;3.6895;-76.18791667;GINEBRA;DISPERSA;67724;122026;122675;S/D;Ninguno;No;LOS MEDIOS;1;Sur Cali;JUNTA ADMINISTRADORA DEL ACUEDUCTO LOS MEDIOS ASOMEDIOS;Autogestion;No;No;35;145;65.09;ALTO;28/10/2020;90.91;INVIABLE SANITARIAMENTE;15/02/2021;72.07;ALTO;26/09/2022;58.5;ALTO;29/05/2023;57.55;ALTO;23/09/2024;62;ALTO;17/02/2025;Grifo;58.02;
341;110951;351;3.77609722;-76.13538333;GINEBRA;DISPERSA;110951;106632;122433;S/D;Ninguno;No;LAS HERMOSAS;1;Sur Cali;JUNTA DE ACCION COMUNAL VEREDA LAS HERMOSAS.;Autogestion;No;No;18;72;63.58;ALTO;29/07/2020;80.81;INVIABLE SANITARIAMENTE;28/07/2021;72.07;ALTO;26/09/2022;58.39;ALTO;25/09/2023;57.55;ALTO;21/08/2024;37.6;ALTO;28/10/2025;Grifo;52.86;
342;66917;6525;3.70628056;-76.23633333;GINEBRA;DISPERSA;66917;66900;110063;24846;Filtracion Compacta;Si;BARRANCO BAJO;1;Sur Cali;LA ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA BARRANCO BAJO - MUNICIPIO DE GINEBRA - VALLE. ASUABA.;Empresa de Servicios Publicos;Si;Si;115;460;65.09;ALTO;24/11/2020;0;SIN RIESGO;19/04/2021;25.73;MEDIO;19/04/2022;0;SIN RIESGO;26/01/2023;0;SIN RIESGO;19/11/2024;0;SIN RIESGO;23/09/2025;Grifo;12.97;
343;70675;38;3.724;-76.30033333;GINEBRA;URBANO;70675;66633;;443;Convencional;Si;URBANO,  LA FLORESTA, VILLAVANEGAS, LA CRUZ, LOS SAUCES, EL GUABITO, COSTARICA, MOSOCO;6;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - GINEBRA;Empresa de Servicios Publicos;Si;Si;5290;21160;0;SIN RIESGO;15/12/2020;0;SIN RIESGO;25/01/2021;0;SIN RIESGO;20/12/2022;0;SIN RIESGO;18/01/2023;0;SIN RIESGO;5/12/2024;0;SIN RIESGO;25/11/2025;Grifo;0;
344;59615;;3.79745833;-76.21326944;GUACARI;DISPERSA;59615;112830;122331;S/D;Solo desinfeccion;No;LA MAGDALENA;1;Sur Cali;ASOCIACION ACUEDUCTO LA CASCADA;Autogestion;No;No;28;112;0;SIN RIESGO;25/08/2020;82.47;INVIABLE SANITARIAMENTE;12/10/2021;;;;;;;;;;;;;;27.49;
345;59620;1391;3.78611111;-76.22816667;GUACARI;CENTRO POBLADO;59620;112841;110055;25394;Solo desinfeccion;No;PUENTE ROJO;2;Sur Cali;ASOCIACION ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO ACUASALUD PUENTE ROJO - ACUAPUERO;Empresa de Servicios Publicos;Si;Si;350;1400;89.94;INVIABLE SANITARIAMENTE;24/11/2020;86.61;INVIABLE SANITARIAMENTE;10/03/2021;26.55;MEDIO;31/10/2022;78.01;ALTO;27/03/2023;21.9;MEDIO;25/11/2024;21;MEDIO;2/12/2025;Grifo;46.28;
346;115056;1393;3.76693056;-76.28213889;GUACARI;CENTRO POBLADO;115056;106618;115058;S/D;Filtracion Compacta;Si;EL PLACER;1;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL PLACER, GUACARI - ACOPLA;Autogestion;No;No;81;324;0;SIN RIESGO;11/05/2020;47.24;ALTO;10/03/2021;4.2;SIN RIESGO;31/10/2022;0;SIN RIESGO;27/03/2023;0;SIN RIESGO;25/11/2024;0;SIN RIESGO;22/10/2025;Grifo;7.35;
347;58688;14565;3.78854167;-76.23115556;GUACARI;DISPERSA;58688;115099;110061;S/D;Solo desinfeccion;No;ALTO LA JULIA , LA MAGDALENA , CHAFALOTE;3;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE LOS CORREGIMIENTOS DE ALTO DE LA JULIA, LA MAGDALENA Y LA VEREDA DE CHAFA;Autogestion;No;No;166;664;17.75;MEDIO;24/11/2020;0;SIN RIESGO;10/03/2021;;;;0;SIN RIESGO;27/03/2023;58.39;ALTO;25/11/2024;0;SIN RIESGO;22/10/2025;Grifo;12.69;
348;101955;3039;3.84169444;-76.25702778;GUACARI;CENTRO POBLADO;101955;106607;114137;S/D;Filtracion Compacta+Soluciones Individuales;No;SANTA ROSA, LA TESALIA, ALTO DE TAPIAS, POMARES, ALTO DE GUACAS Y BAJO GUACAS, SAN ANTONIO;7;Sur Cali;ASOCIACION SUSCRIPTORES ACUEDUCTO REGIONAL RURAL COMUNITARIO STA ROSA DE TAPIAS, GUACARI. ACUATAPIAS;Autogestion;No;No;591;2364;0;SIN RIESGO;24/11/2020;86.61;INVIABLE SANITARIAMENTE;10/03/2021;74.77;ALTO;31/10/2022;74.83;ALTO;27/03/2023;58.39;ALTO;25/11/2024;60.2;ALTO;22/10/2025;Grifo;50.68;
349;132973;359;3.78854167;-76.23115556;GUACARI;DISPERSA;132973;;;S/D;Ninguno;No;CHAFALOTE, ALTO DE LA JULIA, MAGDALENA;4;Sur Cali;ASOJUMACHAGUA;Autogestion;No;No;140;0;;;;;;;;;;;;;;;;;;;;0;
350;121063;1392;3.77430278;-76.27734722;GUACARI;CENTRO POBLADO;121063;119131;122385;S/D;FIME;Si;PICHICHI , INGENIO PICHICHI.;3;Sur Cali;INGENIO PICHICHI S.A.;Autogestion;No;No;1;1200;0;SIN RIESGO;11/05/2020;0;SIN RIESGO;30/06/2021;0;SIN RIESGO;31/10/2022;0;SIN RIESGO;9/10/2023;0;SIN RIESGO;25/11/2024;0;SIN RIESGO;2/12/2025;Grifo;0;
351;58655;39;3.768;-76.32672222;GUACARI;URBANO;58655;106151;;443;Convencional;Si;URBANO, SONSO, GUABAS, GUABITAS, CANANGUA, VILLA NUEVA, GUACAS, ALTO CANANGUA, EL GUABITO;7;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - GUACARI;Empresa de Servicios Publicos;Si;Si;11152;44608;0;SIN RIESGO;15/12/2020;0;SIN RIESGO;20/01/2021;0;SIN RIESGO;20/12/2022;0;SIN RIESGO;18/01/2023;0;SIN RIESGO;5/12/2024;0;SIN RIESGO;20/11/2025;Grifo;0;
352;135213;16562;3.61500556;-76.59676389;LA CUMBRE;DISPERSA;135213;133503;133072;S/D;Ninguno;No;CENTENARIO;1;Sur Cali;ACUEDUCTO COMUNIARIO CENTENARIO;Autogestion;No;No;51;204;;;;30.93;MEDIO;13/09/2021;73.39;ALTO;18/07/2022;56.74;ALTO;14/03/2023;21.58;MEDIO;16/10/2024;38.8;ALTO;18/06/2025;Grifo;36.9;
353;129449;3670;3.59945;-76.58257778;LA CUMBRE;DISPERSA;129449;123158;129041;S/D;Solo desinfeccion;No;EL RETIRO PARTE BAJA;1;Sur Cali;ACUEDUCTO COMUNITARIO EL RETIRO PARTE BAJA;Autogestion;No;No;68;272;87.86;INVIABLE SANITARIAMENTE;3/06/2020;80.81;INVIABLE SANITARIAMENTE;29/07/2021;57.55;ALTO;29/08/2022;78.01;ALTO;17/04/2023;0;SIN RIESGO;16/10/2024;60.2;ALTO;20/10/2025;Grifo;52.05;
354;30200;110;3.58741667;-76.57238889;LA CUMBRE;DISPERSA;30200;32458;109710;3345;Solo desinfeccion;No;LA CUMBRE: ZARAGOZA, PUENTE PALO, CHICORAL, LOMITAS, GUADALUPE, RINCON SANTO, BELLAVISTA / DAGUA: PA;13;Sur Cali;ADMINISTRACION COOPERATIVA LA CUMBRE DAGUA E.S.P.;Empresa de Servicios Publicos;Si;Si;1730;6920;0;SIN RIESGO;21/12/2020;0;SIN RIESGO;22/02/2021;0;SIN RIESGO;10/10/2022;0;SIN RIESGO;1/02/2023;35.97;ALTO;25/09/2024;0;SIN RIESGO;20/10/2025;Grifo;5.14;
355;33129;1375;3.61056389;-76.59946944;LA CUMBRE;CENTRO POBLADO;33129;32774;122277;22901;Filtracion Compacta;Si;BITACO;1;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO BITACO-ASCABI;Empresa de Servicios Publicos;Si;Si;297;1188;0;SIN RIESGO;28/09/2020;0;SIN RIESGO;1/03/2021;0;SIN RIESGO;14/09/2022;24.56;MEDIO;27/02/2023;0;SIN RIESGO;23/09/2024;0;SIN RIESGO;25/11/2025;Grifo;3.51;
356;31840;107;3.52027778;-76.58583333;LA CUMBRE;CENTRO POBLADO;31840;32748;109735;23267;Filtracion Compacta;Si;PAVAS;1;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE PAVAS - ACAAPAVAS;Empresa de Servicios Publicos;Si;Si;2116;0;0;SIN RIESGO;16/12/2020;0;SIN RIESGO;22/02/2021;0;SIN RIESGO;10/10/2022;0;SIN RIESGO;1/02/2023;0;SIN RIESGO;11/12/2024;0;SIN RIESGO;20/10/2025;Grifo;0;
357;34759;1380;3.622275;-76.59375278;LA CUMBRE;DISPERSA;34759;32459;109741;3277;Solo desinfeccion;No;ALTO SANO;1;Sur Cali;ASOCIACION COMUNITARIA ALTO SANO EMPRESA DE SERVICIOS PUBLICOS - ASOALTOSANO E.S.P.;Empresa de Servicios Publicos;Si;Si;128;512;24.56;MEDIO;28/09/2020;80.81;INVIABLE SANITARIAMENTE;11/08/2021;66.67;ALTO;10/10/2022;0;SIN RIESGO;27/02/2023;0;SIN RIESGO;18/09/2024;30.2;MEDIO;27/05/2025;Grifo;28.89;
358;120854;104;3.65972222;-76.55694444;LA CUMBRE;CENTRO POBLADO;120854;119772;114635;S/D;Solo desinfeccion;No;PAVITAS;1;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO DE LA VEREDA PAVITAS - ASOACUEDUCTO PAVITAS;Autogestion;No;No;112;448;2.34;SIN RIESGO;28/09/2020;0;SIN RIESGO;22/02/2021;57.55;ALTO;29/08/2022;0;SIN RIESGO;1/02/2023;0;SIN RIESGO;9/09/2024;0;SIN RIESGO;18/06/2025;Bayoneta;8.56;
359;42879;10121;3.5815;-76.60561111;LA CUMBRE;DISPERSA;42879;51047;110070;S/D;Solo desinfeccion;No;ZARAGOZA;1;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO ZARAGOZA, BITACO. AGUAZ;Autogestion;No;No;60;240;0;SIN RIESGO;11/03/2020;0;SIN RIESGO;29/07/2021;0;SIN RIESGO;11/05/2022;44.6;ALTO;25/07/2023;0;SIN RIESGO;24/07/2024;0;SIN RIESGO;15/09/2025;Grifo;6.37;
360;110064;3618;3.5729;-76.58703333;LA CUMBRE;DISPERSA;110064;107302;119562;S/D;Solo desinfeccion;No;CHICORAL;1;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO CHICORAL ALTO - ASOCHICORAL;Autogestion;No;No;75;300;;;;0;SIN RIESGO;17/08/2021;78.01;ALTO;14/09/2022;56.74;ALTO;17/04/2023;57.55;ALTO;16/10/2024;63;ALTO;15/07/2025;Grifo;42.55;
361;32188;1372;3.60916667;-76.59888889;LA CUMBRE;CENTRO POBLADO;32188;34705;109762;S/D;Solo desinfeccion;No;BITACO;1;Sur Cali;ASOCIACION DE USUARIOS ANTIGUO ACUEDUCTO BITACO - SUANABIT;Autogestion;No;No;94;376;0;SIN RIESGO;28/09/2020;0;SIN RIESGO;1/03/2021;86.52;INVIABLE SANITARIAMENTE;14/09/2022;0;SIN RIESGO;27/02/2023;0;SIN RIESGO;18/09/2024;0;SIN RIESGO;25/11/2025;Grifo;12.36;
362;40369;108;3.68895;-76.59753611;LA CUMBRE;DISPERSA;40369;51044;127000;24848;Filtracion Compacta;Si;PARRAGA, MORALES;2;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE PARRAGA;Empresa de Servicios Publicos;Si;Si;223;892;0;SIN RIESGO;9/09/2020;0;SIN RIESGO;26/04/2021;21.58;MEDIO;29/08/2022;0;SIN RIESGO;14/03/2023;0;SIN RIESGO;29/07/2024;0;SIN RIESGO;20/10/2025;Grifo;3.08;
363;40368;1378;3.61366389;-76.58278056;LA CUMBRE;DISPERSA;40368;32460;133339;S/D;Soluciones_Individuales;Si;SANTA FE;1;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SANTA FE DEL MUNICIPIO DE LA CUMBRE;Autogestion;No;No;120;480;0;SIN RIESGO;28/09/2020;0;SIN RIESGO;26/04/2021;0;SIN RIESGO;11/05/2022;42.55;ALTO;27/02/2023;0;SIN RIESGO;18/09/2024;0;SIN RIESGO;25/11/2025;Filtro;6.08;
364;41030;3957;3.65341667;-76.59155556;LA CUMBRE;CENTRO POBLADO;41030;32769;115899;23023;Filtracion Compacta;Si;JIGUALES,EL CARMEN,AGUACATAL,LA CUCHILLA,CORDOBITAS;5;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL UNIDO DEL CRGTO DE JIGUALES - ASOJIGUA;Empresa de Servicios Publicos;Si;Si;520;2080;0;SIN RIESGO;24/08/2020;0;SIN RIESGO;29/06/2021;10.17;BAJO;10/10/2022;0;SIN RIESGO;14/03/2023;0;SIN RIESGO;11/12/2024;0;SIN RIESGO;10/07/2025;Grifo;1.45;
365;37556;1402;3.68838889;-76.6435;LA CUMBRE;CENTRO POBLADO;37556;33140;109816;S/D;Solo desinfeccion;No;LA MARIA 430 (LA CUMBRE), EL PIÑAL 665 (DAGUA).;2;Sur Cali;CORPORACION REGIONAL DE ACUEDUCTO ALCANTARILLADO Y SERVICIOS DE SANEAMIENTO BASICO MARIA PIÑAL - CORABASE-E.S.P.;Autogestion;No;No;520;1288;0;SIN RIESGO;27/04/2020;0;SIN RIESGO;18/02/2021;0;SIN RIESGO;31/08/2022;0;SIN RIESGO;2/05/2023;0;SIN RIESGO;13/08/2024;0;SIN RIESGO;17/09/2025;Grifo;0;
366;37556;1401;3.68838889;-76.6435;DAGUA;CENTRO POBLADO;37556;33140;109816;S/D;Solo desinfeccion;No;LA MARIA 430 (LA CUMBRE), EL PIÑAL 665 (DAGUA).;2;Sur Cali;CORPORACION REGIONAL DE ACUEDUCTO ALCANTARILLADO Y SERVICIOS DE SANEAMIENTO BASICO MARIA PIÑAL - CORABASE-E.S.P.;Autogestion;No;No;400;1600;0;SIN RIESGO;27/04/2020;0;SIN RIESGO;18/02/2021;0;SIN RIESGO;31/08/2022;0;SIN RIESGO;2/05/2023;0;SIN RIESGO;13/08/2024;0;SIN RIESGO;17/09/2025;Grifo;0;
367;120698;3666;3.57174444;-76.59284167;LA CUMBRE;DISPERSA;120698;107293;109794;S/D;Ninguno;No;CHICORAL;1;Sur Cali;FUNDACION ECOLOGICA DE CHICORAL - FUNDECORAL;Autogestion;No;No;72;288;;;;82.47;INVIABLE SANITARIAMENTE;13/09/2021;78.01;ALTO;14/09/2022;56.74;ALTO;17/04/2023;57.55;ALTO;16/10/2024;57.6;ALTO;15/07/2025;Grifo;55.39;
368;124273;3671;3.60055556;-76.59055556;LA CUMBRE;DISPERSA;124273;123157;122276;S/D;Filtracion Compacta;Si;INSTITUCION EDUCATIVA LA LIBERTAD;3;Sur Cali;INSTITUCION EDUCATIVA LA LIBERTAD ACUEDUCTO EL RETIRO;Autogestion;No;No;1;180;87.86;INVIABLE SANITARIAMENTE;3/06/2020;80.81;INVIABLE SANITARIAMENTE;29/07/2021;73.39;ALTO;18/07/2022;86.52;INVIABLE SANITARIAMENTE;14/03/2023;0;SIN RIESGO;16/10/2024;0;SIN RIESGO;15/07/2025;Grifo;46.94;
369;31839;105;3.66030556;-76.57561111;LA CUMBRE;CENTRO POBLADO;31839;32771;109742;24850;Filtracion Compacta;Si;ARBOLEDAS,CORDOBITAS;2;Sur Cali;JUARCO- JUNTA DEL ACUEDUCTO DE LAS VEREDAS ARBOLEDAS Y CORDOBITAS DEL MUNICIPIO DE LA CUMBRE;Empresa de Servicios Publicos;Si;Si;237;948;24.56;MEDIO;28/09/2020;0;SIN RIESGO;26/04/2021;41.62;ALTO;28/06/2022;0;SIN RIESGO;1/02/2023;0;SIN RIESGO;9/09/2024;0;SIN RIESGO;20/10/2025;Grifo;9.45;
370;120696;2862;3.59587778;-76.58896389;LA CUMBRE;DISPERSA;120696;119777;118812;S/D;Ninguno;No;EL DIAMANTE;1;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO VEREDA EL DIAMANTE;Autogestion;No;No;22;88;;;;87.22;INVIABLE SANITARIAMENTE;1/03/2021;87.07;INVIABLE SANITARIAMENTE;10/10/2022;56.74;ALTO;15/05/2023;78.01;ALTO;24/07/2024;82.7;INVIABLE SANITARIAMENTE;20/10/2025;Grifo;65.29;
371;43206;21651;3.6855;-76.52969444;LA CUMBRE;DISPERSA;43206;51867;109746;S/D;Ninguno;No;SAN JOSE Y AGUA CLARA.;4;Sur Cali;ASOCIACION DE USUARIO DEL SERVICIO DEL ACUEDUCTO V.E.R.S.A. DE LAS VEREDAS,SAN JOSE Y AGUA CLARA MUNICIPIO DE YUMBO LA CUMBRE - ACUEDUCTO VERSA;Autogestion;No;No;35;140;;;;;;;;;;;;;;;;86.61;INVIABLE SANITARIAMENTE;15/07/2025;Grifo;43.31;
372;32461;3668;3.60063889;-76.578125;LA CUMBRE;DISPERSA;32461;99593;109761;S/D;Ninguno;No;EL RETIRO;1;Sur Cali;JUNTA ADMINISTRADORA DE ACUEDUCTO EL RETIRO PARTE ALTA - ASORETIRO;Autogestion;No;No;25;100;57.97;ALTO;23/09/2020;80.81;INVIABLE SANITARIAMENTE;29/07/2021;58.39;ALTO;24/03/2022;86.52;INVIABLE SANITARIAMENTE;17/04/2023;57.55;ALTO;16/10/2024;63;ALTO;15/07/2025;Grifo;57.75;
373;135209;2856;3.59868889;-76.60965278;LA CUMBRE;DISPERSA;135209;32462;109706;S/D;Solo desinfeccion;No;CHICORALITO ALTO: TANQUE # 1;1;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 1;Autogestion;No;No;56;224;0;SIN RIESGO;9/03/2020;0;SIN RIESGO;13/09/2021;79.14;ALTO;26/07/2022;48.98;ALTO;8/03/2023;35.93;ALTO;18/09/2024;30.2;MEDIO;9/09/2025;Grifo;27.75;
374;99672;2858;3.60538889;-76.60326389;LA CUMBRE;DISPERSA;99672;151018;122290;S/D;Solo desinfeccion;No;CHICORALITO TANQUE # 2;4;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 2;Autogestion;No;No;40;160;;;;0;SIN RIESGO;13/09/2021;79.14;ALTO;29/08/2022;35.09;MEDIO;8/03/2023;89.05;INVIABLE SANITARIAMENTE;18/09/2024;51.8;ALTO;9/09/2025;Grifo;42.51;
375;124280;2857;3.604725;-76.60993611;LA CUMBRE;DISPERSA;124280;;122440;S/D;Solo desinfeccion;No;CHICORALITO ALTO: TANQUE # 3.;1;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 3.;Autogestion;No;No;26;104;24.28;MEDIO;29/04/2020;0;SIN RIESGO;1/03/2021;89.05;INVIABLE SANITARIAMENTE;24/03/2022;86.52;INVIABLE SANITARIAMENTE;8/03/2023;89.05;INVIABLE SANITARIAMENTE;18/09/2024;51.8;ALTO;9/09/2025;Grifo;48.67;
376;143338;2859;3.60860833;-76.60196389;LA CUMBRE;DISPERSA;143338;;142378;S/D;Ninguno;No;CHICORALITO;1;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 4;Autogestion;No;No;35;140;;;;82.47;INVIABLE SANITARIAMENTE;28/09/2021;57.55;ALTO;26/07/2022;56.74;ALTO;8/03/2023;58.39;ALTO;18/09/2024;57.6;ALTO;9/09/2025;Grifo;52.12;
377;124276;2860;3.604725;-76.60993611;LA CUMBRE;DISPERSA;124276;;122441;S/D;Solo desinfeccion;No;CHICORALITO ALTO: TANQUE # 5.;1;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 5.;Autogestion;No;No;7;28;34.15;MEDIO;29/04/2020;0;SIN RIESGO;28/09/2021;87.77;INVIABLE SANITARIAMENTE;26/07/2022;28.07;MEDIO;8/03/2023;25.15;MEDIO;18/09/2024;87.8;INVIABLE SANITARIAMENTE;9/09/2025;Grifo;37.56;
378;146170;2861;3.59868056;-76.60954722;LA CUMBRE;DISPERSA;146170;;146171;S/D;Ninguno;No;CHICORALITO ALTO: TANQUE # 6.;1;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 6.;Autogestion;No;No;16;40;;;;82.47;INVIABLE SANITARIAMENTE;28/09/2021;87.77;INVIABLE SANITARIAMENTE;29/08/2022;86.52;INVIABLE SANITARIAMENTE;30/08/2023;58.39;ALTO;18/09/2024;21.6;MEDIO;9/09/2025;Grifo;56.12;
379;143339;1369;3.59868889;-76.60954722;LA CUMBRE;DISPERSA;143339;;142377;S/D;Ninguno;No;CHICORALITO;1;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 7A;Autogestion;No;No;13;40;;;;82.47;INVIABLE SANITARIAMENTE;28/09/2021;79.14;ALTO;26/07/2022;78.01;ALTO;27/02/2023;80.29;INVIABLE SANITARIAMENTE;18/09/2024;57.6;ALTO;9/09/2025;Grifo;62.91;
380;33122;109;3.63533333;-76.57847222;LA CUMBRE;CENTRO POBLADO;33122;32773;109724;25354;Filtracion Compacta;Si;LA VENTURA;1;Sur Cali;JUNTA DE AGUAS VEREDA LA VENTURA - JAGUVEN;Empresa de Servicios Publicos;Si;Si;224;896;0;SIN RIESGO;28/09/2020;21.74;MEDIO;1/03/2021;56.74;ALTO;10/10/2022;17.54;MEDIO;27/02/2023;0;SIN RIESGO;9/09/2024;0;SIN RIESGO;20/10/2025;Grifo;13.72;
