anio,anio_visita,mes,codigo_dane,municipio,numero_visita,dentro_10_dias,area_operativa,visitas
2026,2026,4,76122,CAICEDONIA,1,NO,ARO CENTRO TULUA,4
2026,2026,4,76122,CAICEDONIA,1,SI,ARO CENTRO TULUA,18
2026,2026,4,76122,CAICEDONIA,2,NO,ARO CENTRO TULUA,3
2026,2026,4,76122,CAICEDONIA,2,SI,ARO CENTRO TULUA,8
2026,2026,4,76122,CAICEDONIA,3,NO,ARO CENTRO TULUA,1
2026,2026,4,76126,CALIMA,1,NO,ARO CENTRO TULUA,1
2026,2026,4,76126,CALIMA,1,SI,ARO CENTRO TULUA,14
2026,2026,4,76233,DAGUA,1,NO,ARO SUR CALI,27
2026,2026,4,76233,DAGUA,2,NO,ARO SUR CALI,2
2026,2026,4,76243,EL AGUILA,1,SI,ARO NORTE CARTAGO,5
2026,2026,4,76243,EL AGUILA,2,SI,ARO NORTE CARTAGO,2
2026,2026,4,76243,EL AGUILA,3,SI,ARO NORTE CARTAGO,2
2026,2026,4,76246,EL CAIRO,1,SI,ARO NORTE CARTAGO,3
2026,2026,4,76246,EL CAIRO,2,SI,ARO NORTE CARTAGO,2
2026,2026,4,76246,EL CAIRO,3,SI,ARO NORTE CARTAGO,2
2026,2026,4,76248,EL CERRITO,1,NO,ARO SUR CALI,10
2026,2026,4,76248,EL CERRITO,1,SI,ARO SUR CALI,14
2026,2026,4,76248,EL CERRITO,2,NO,ARO SUR CALI,3
2026,2026,4,76248,EL CERRITO,2,SI,ARO SUR CALI,4
2026,2026,4,76248,EL CERRITO,3,NO,ARO SUR CALI,1
2026,2026,4,76250,EL DOVIO,1,NO,ARO NORTE CARTAGO,3
2026,2026,4,76275,FLORIDA,1,NO,ARO SUR CALI,14
2026,2026,4,76275,FLORIDA,1,SI,ARO SUR CALI,18
2026,2026,4,76275,FLORIDA,2,SI,ARO SUR CALI,8
2026,2026,4,76306,GINEBRA,1,NO,ARO SUR CALI,3
2026,2026,4,76306,GINEBRA,1,SI,ARO SUR CALI,5
2026,2026,4,76306,GINEBRA,2,SI,ARO SUR CALI,2
2026,2026,4,76318,GUACARI,1,NO,ARO SUR CALI,7
2026,2026,4,76318,GUACARI,1,SI,ARO SUR CALI,5
2026,2026,4,76318,GUACARI,2,NO,ARO SUR CALI,2
2026,2026,4,76377,LA CUMBRE,1,NO,ARO SUR CALI,5
2026,2026,4,76377,LA CUMBRE,1,SI,ARO SUR CALI,4
2026,2026,4,76400,LA UNION,1,NO,ARO NORTE CARTAGO,1
2026,2026,4,76400,LA UNION,1,SI,ARO NORTE CARTAGO,7
2026,2026,4,76400,LA UNION,2,NO,ARO NORTE CARTAGO,2
2026,2026,4,76400,LA UNION,2,SI,ARO NORTE CARTAGO,3
2026,2026,4,76400,LA UNION,3,SI,ARO NORTE CARTAGO,1
2026,2026,4,76403,LA VICTORIA,1,NO,ARO NORTE CARTAGO,3
2026,2026,4,76403,LA VICTORIA,1,SI,ARO NORTE CARTAGO,9
2026,2026,4,76403,LA VICTORIA,2,NO,ARO NORTE CARTAGO,3
2026,2026,4,76403,LA VICTORIA,2,SI,ARO NORTE CARTAGO,4
2026,2026,4,76403,LA VICTORIA,3,SI,ARO NORTE CARTAGO,1
2026,2026,4,76497,OBANDO,1,NO,ARO NORTE CARTAGO,1
2026,2026,4,76497,OBANDO,1,SI,ARO NORTE CARTAGO,4
2026,2026,4,76497,OBANDO,2,SI,ARO NORTE CARTAGO,2
2026,2026,4,76497,OBANDO,3,SI,ARO NORTE CARTAGO,1
2026,2026,4,76563,PRADERA,1,NO,ARO SUR CALI,20
2026,2026,4,76563,PRADERA,1,SI,ARO SUR CALI,4
2026,2026,4,76606,RESTREPO,1,NO,ARO CENTRO TULUA,5
2026,2026,4,76606,RESTREPO,1,SI,ARO CENTRO TULUA,12
2026,2026,4,76606,RESTREPO,2,SI,ARO CENTRO TULUA,1
2026,2026,4,76616,RIOFRIO,1,NO,ARO CENTRO TULUA,6
2026,2026,4,76616,RIOFRIO,1,SI,ARO CENTRO TULUA,1
2026,2026,4,76616,RIOFRIO,2,NO,ARO CENTRO TULUA,3
2026,2026,4,76616,RIOFRIO,2,SI,ARO CENTRO TULUA,2
2026,2026,4,76616,RIOFRIO,3,NO,ARO CENTRO TULUA,4
2026,2026,4,76616,RIOFRIO,3,SI,ARO CENTRO TULUA,1
2026,2026,4,76622,ROLDANILLO,1,NO,ARO NORTE CARTAGO,10
2026,2026,4,76622,ROLDANILLO,1,SI,ARO NORTE CARTAGO,8
2026,2026,4,76670,SAN PEDRO,1,SI,ARO CENTRO TULUA,3
2026,2026,4,76736,SEVILLA,1,NO,ARO CENTRO TULUA,18
2026,2026,4,76736,SEVILLA,1,SI,ARO CENTRO TULUA,6
2026,2026,4,76736,SEVILLA,2,NO,ARO CENTRO TULUA,6
2026,2026,4,76823,TORO,1,NO,ARO NORTE CARTAGO,2
2026,2026,4,76823,TORO,1,SI,ARO NORTE CARTAGO,4
2026,2026,4,76823,TORO,2,NO,ARO NORTE CARTAGO,1
2026,2026,4,76823,TORO,2,SI,ARO NORTE CARTAGO,2
2026,2026,4,76828,TRUJILLO,1,NO,ARO CENTRO TULUA,7
2026,2026,4,76828,TRUJILLO,1,SI,ARO CENTRO TULUA,4
2026,2026,4,76828,TRUJILLO,2,NO,ARO CENTRO TULUA,6
2026,2026,4,76845,ULLOA,1,NO,ARO NORTE CARTAGO,1
2026,2026,4,76845,ULLOA,1,SI,ARO NORTE CARTAGO,2
2026,2026,4,76863,VERSALLES,1,NO,ARO NORTE CARTAGO,3
2026,2026,4,76869,VIJES,1,NO,ARO SUR CALI,4
2026,2026,4,76869,VIJES,1,SI,ARO SUR CALI,3
2026,2026,4,76869,VIJES,2,NO,ARO SUR CALI,3
2026,2026,4,76869,VIJES,3,NO,ARO SUR CALI,1
2026,2026,4,76890,YOTOCO,1,NO,ARO CENTRO TULUA,5
2026,2026,4,76890,YOTOCO,1,SI,ARO CENTRO TULUA,6
2026,2026,4,76895,ZARZAL,1,NO,ARO CENTRO TULUA,5
2026,2026,4,76895,ZARZAL,1,SI,ARO CENTRO TULUA,18
2026,2026,4,76895,ZARZAL,2,NO,ARO CENTRO TULUA,5
2026,2026,4,76895,ZARZAL,2,SI,ARO CENTRO TULUA,3
2026,2026,4,76895,ZARZAL,3,NO,ARO CENTRO TULUA,3
2026,2026,4,76895,ZARZAL,3,SI,ARO CENTRO TULUA,1
2026,2026,5,76020,ALCALA,1,NO,ARO NORTE CARTAGO,2
2026,2026,5,76020,ALCALA,1,SI,ARO NORTE CARTAGO,12
2026,2026,5,76020,ALCALA,2,NO,ARO NORTE CARTAGO,1
2026,2026,5,76020,ALCALA,2,SI,ARO NORTE CARTAGO,7
2026,2026,5,76020,ALCALA,3,SI,ARO NORTE CARTAGO,2
2026,2026,5,76036,ANDALUCIA,1,NO,ARO CENTRO TULUA,3
2026,2026,5,76036,ANDALUCIA,1,SI,ARO CENTRO TULUA,9
2026,2026,5,76036,ANDALUCIA,2,NO,ARO CENTRO TULUA,4
2026,2026,5,76036,ANDALUCIA,2,SI,ARO CENTRO TULUA,5
2026,2026,5,76036,ANDALUCIA,3,NO,ARO CENTRO TULUA,4
2026,2026,5,76036,ANDALUCIA,3,SI,ARO CENTRO TULUA,5
2026,2026,5,76041,ANSERMANUEVO,1,SI,ARO NORTE CARTAGO,2
2026,2026,5,76041,ANSERMANUEVO,2,NO,ARO NORTE CARTAGO,1
2026,2026,5,76054,ARGELIA,1,SI,ARO NORTE CARTAGO,2
2026,2026,5,76054,ARGELIA,2,SI,ARO NORTE CARTAGO,1
2026,2026,5,76054,ARGELIA,3,NO,ARO NORTE CARTAGO,1
2026,2026,5,76100,BOLIVAR,1,NO,ARO CENTRO TULUA,1
2026,2026,5,76100,BOLIVAR,1,SI,ARO CENTRO TULUA,3
2026,2026,5,76100,BOLIVAR,2,NO,ARO CENTRO TULUA,3
2026,2026,5,76113,BUGALAGRANDE,1,NO,ARO CENTRO TULUA,3
2026,2026,5,76113,BUGALAGRANDE,1,SI,ARO CENTRO TULUA,8
2026,2026,5,76122,CAICEDONIA,1,SI,ARO CENTRO TULUA,21
2026,2026,5,76122,CAICEDONIA,2,NO,ARO CENTRO TULUA,1
2026,2026,5,76122,CAICEDONIA,2,SI,ARO CENTRO TULUA,3
2026,2026,5,76126,CALIMA,1,NO,ARO CENTRO TULUA,7
2026,2026,5,76126,CALIMA,1,SI,ARO CENTRO TULUA,13
2026,2026,5,76233,DAGUA,1,NO,ARO SUR CALI,15
2026,2026,5,76233,DAGUA,1,SI,ARO SUR CALI,7
2026,2026,5,76233,DAGUA,2,NO,ARO SUR CALI,2
2026,2026,5,76246,EL CAIRO,1,SI,ARO NORTE CARTAGO,2
2026,2026,5,76246,EL CAIRO,2,SI,ARO NORTE CARTAGO,1
2026,2026,5,76248,EL CERRITO,1,NO,ARO SUR CALI,18
2026,2026,5,76248,EL CERRITO,1,SI,ARO SUR CALI,8
2026,2026,5,76248,EL CERRITO,2,NO,ARO SUR CALI,4
2026,2026,5,76250,EL DOVIO,1,NO,ARO NORTE CARTAGO,2
2026,2026,5,76275,FLORIDA,1,NO,ARO SUR CALI,5
2026,2026,5,76275,FLORIDA,1,SI,ARO SUR CALI,24
2026,2026,5,76275,FLORIDA,2,NO,ARO SUR CALI,2
2026,2026,5,76275,FLORIDA,2,SI,ARO SUR CALI,5
2026,2026,5,76306,GINEBRA,1,NO,ARO SUR CALI,5
2026,2026,5,76306,GINEBRA,1,SI,ARO SUR CALI,12
2026,2026,5,76306,GINEBRA,2,NO,ARO SUR CALI,3
2026,2026,5,76318,GUACARI,1,NO,ARO SUR CALI,13
2026,2026,5,76318,GUACARI,1,SI,ARO SUR CALI,1
2026,2026,5,76377,LA CUMBRE,1,NO,ARO SUR CALI,3
2026,2026,5,76377,LA CUMBRE,1,SI,ARO SUR CALI,3
2026,2026,5,76400,LA UNION,1,NO,ARO NORTE CARTAGO,1
2026,2026,5,76400,LA UNION,1,SI,ARO NORTE CARTAGO,16
2026,2026,5,76400,LA UNION,2,SI,ARO NORTE CARTAGO,2
2026,2026,5,76400,LA UNION,3,SI,ARO NORTE CARTAGO,2
2026,2026,5,76403,LA VICTORIA,1,NO,ARO NORTE CARTAGO,2
2026,2026,5,76403,LA VICTORIA,1,SI,ARO NORTE CARTAGO,2
2026,2026,5,76403,LA VICTORIA,2,SI,ARO NORTE CARTAGO,1
2026,2026,5,76497,OBANDO,1,SI,ARO NORTE CARTAGO,5
2026,2026,5,76497,OBANDO,2,SI,ARO NORTE CARTAGO,1
2026,2026,5,76497,OBANDO,3,SI,ARO NORTE CARTAGO,1
2026,2026,5,76563,PRADERA,1,NO,ARO SUR CALI,15
2026,2026,5,76606,RESTREPO,1,NO,ARO CENTRO TULUA,2
2026,2026,5,76606,RESTREPO,1,SI,ARO CENTRO TULUA,10
2026,2026,5,76606,RESTREPO,2,NO,ARO CENTRO TULUA,1
2026,2026,5,76606,RESTREPO,3,SI,ARO CENTRO TULUA,1
2026,2026,5,76616,RIOFRIO,1,NO,ARO CENTRO TULUA,2
2026,2026,5,76616,RIOFRIO,1,SI,ARO CENTRO TULUA,3
2026,2026,5,76616,RIOFRIO,2,NO,ARO CENTRO TULUA,3
2026,2026,5,76616,RIOFRIO,2,SI,ARO CENTRO TULUA,2
2026,2026,5,76616,RIOFRIO,3,NO,ARO CENTRO TULUA,4
2026,2026,5,76616,RIOFRIO,3,SI,ARO CENTRO TULUA,1
2026,2026,5,76622,ROLDANILLO,1,NO,ARO NORTE CARTAGO,8
2026,2026,5,76622,ROLDANILLO,2,NO,ARO NORTE CARTAGO,1
2026,2026,5,76670,SAN PEDRO,1,NO,ARO CENTRO TULUA,1
2026,2026,5,76670,SAN PEDRO,1,SI,ARO CENTRO TULUA,12
2026,2026,5,76736,SEVILLA,1,NO,ARO CENTRO TULUA,14
2026,2026,5,76736,SEVILLA,1,SI,ARO CENTRO TULUA,10
2026,2026,5,76736,SEVILLA,2,NO,ARO CENTRO TULUA,3
2026,2026,5,76736,SEVILLA,2,SI,ARO CENTRO TULUA,2
2026,2026,5,76823,TORO,1,NO,ARO NORTE CARTAGO,1
2026,2026,5,76823,TORO,1,SI,ARO NORTE CARTAGO,3
2026,2026,5,76823,TORO,2,SI,ARO NORTE CARTAGO,2
2026,2026,5,76828,TRUJILLO,1,NO,ARO CENTRO TULUA,2
2026,2026,5,76828,TRUJILLO,1,SI,ARO CENTRO TULUA,4
2026,2026,5,76828,TRUJILLO,2,NO,ARO CENTRO TULUA,3
2026,2026,5,76828,TRUJILLO,2,SI,ARO CENTRO TULUA,1
2026,2026,5,76845,ULLOA,1,NO,ARO NORTE CARTAGO,1
2026,2026,5,76863,VERSALLES,1,NO,ARO NORTE CARTAGO,1
2026,2026,5,76869,VIJES,1,NO,ARO SUR CALI,4
2026,2026,5,76869,VIJES,1,SI,ARO SUR CALI,1
2026,2026,5,76869,VIJES,2,NO,ARO SUR CALI,2
2026,2026,5,76890,YOTOCO,1,SI,ARO CENTRO TULUA,4
2026,2026,5,76895,ZARZAL,1,SI,ARO CENTRO TULUA,10
2026,2026,5,76895,ZARZAL,2,SI,ARO CENTRO TULUA,3
2026,2026,6,76020,ALCALA,1,NO,ARO NORTE CARTAGO,2
2026,2026,6,76020,ALCALA,1,SI,ARO NORTE CARTAGO,8
2026,2026,6,76020,ALCALA,2,NO,ARO NORTE CARTAGO,6
2026,2026,6,76020,ALCALA,2,SI,ARO NORTE CARTAGO,1
2026,2026,6,76036,ANDALUCIA,1,NO,ARO CENTRO TULUA,4
2026,2026,6,76036,ANDALUCIA,1,SI,ARO CENTRO TULUA,6
2026,2026,6,76036,ANDALUCIA,2,NO,ARO CENTRO TULUA,1
2026,2026,6,76036,ANDALUCIA,2,SI,ARO CENTRO TULUA,4
2026,2026,6,76036,ANDALUCIA,3,SI,ARO CENTRO TULUA,4
2026,2026,6,76041,ANSERMANUEVO,1,NO,ARO NORTE CARTAGO,1
2026,2026,6,76041,ANSERMANUEVO,1,SI,ARO NORTE CARTAGO,9
2026,2026,6,76041,ANSERMANUEVO,2,NO,ARO NORTE CARTAGO,3
2026,2026,6,76041,ANSERMANUEVO,2,SI,ARO NORTE CARTAGO,2
2026,2026,6,76041,ANSERMANUEVO,3,NO,ARO NORTE CARTAGO,2
2026,2026,6,76054,ARGELIA,1,NO,ARO NORTE CARTAGO,1
2026,2026,6,76054,ARGELIA,1,SI,ARO NORTE CARTAGO,7
2026,2026,6,76054,ARGELIA,2,SI,ARO NORTE CARTAGO,3
2026,2026,6,76054,ARGELIA,3,SI,ARO NORTE CARTAGO,2
2026,2026,6,76100,BOLIVAR,1,NO,ARO CENTRO TULUA,1
2026,2026,6,76100,BOLIVAR,1,SI,ARO CENTRO TULUA,3
2026,2026,6,76100,BOLIVAR,2,NO,ARO CENTRO TULUA,1
2026,2026,6,76100,BOLIVAR,2,SI,ARO CENTRO TULUA,1
2026,2026,6,76113,BUGALAGRANDE,1,NO,ARO CENTRO TULUA,6
2026,2026,6,76113,BUGALAGRANDE,1,SI,ARO CENTRO TULUA,1
2026,2026,6,76122,CAICEDONIA,1,NO,ARO CENTRO TULUA,4
2026,2026,6,76122,CAICEDONIA,1,SI,ARO CENTRO TULUA,14
2026,2026,6,76122,CAICEDONIA,2,NO,ARO CENTRO TULUA,1
2026,2026,6,76122,CAICEDONIA,2,SI,ARO CENTRO TULUA,1
2026,2026,6,76126,CALIMA,1,NO,ARO CENTRO TULUA,2
2026,2026,6,76126,CALIMA,1,SI,ARO CENTRO TULUA,12
2026,2026,6,76233,DAGUA,1,NO,ARO SUR CALI,15
2026,2026,6,76233,DAGUA,1,SI,ARO SUR CALI,18
2026,2026,6,76233,DAGUA,2,NO,ARO SUR CALI,7
2026,2026,6,76233,DAGUA,2,SI,ARO SUR CALI,4
2026,2026,6,76243,EL AGUILA,1,SI,ARO NORTE CARTAGO,3
2026,2026,6,76246,EL CAIRO,1,SI,ARO NORTE CARTAGO,3
2026,2026,6,76246,EL CAIRO,2,SI,ARO NORTE CARTAGO,3
2026,2026,6,76246,EL CAIRO,3,NO,ARO NORTE CARTAGO,1
2026,2026,6,76246,EL CAIRO,3,SI,ARO NORTE CARTAGO,3
2026,2026,6,76248,EL CERRITO,1,NO,ARO SUR CALI,4
2026,2026,6,76248,EL CERRITO,1,SI,ARO SUR CALI,15
2026,2026,6,76248,EL CERRITO,2,NO,ARO SUR CALI,3
2026,2026,6,76248,EL CERRITO,2,SI,ARO SUR CALI,7
2026,2026,6,76248,EL CERRITO,3,NO,ARO SUR CALI,2
2026,2026,6,76248,EL CERRITO,3,SI,ARO SUR CALI,2
2026,2026,6,76250,EL DOVIO,1,NO,ARO NORTE CARTAGO,2
2026,2026,6,76250,EL DOVIO,1,SI,ARO NORTE CARTAGO,4
2026,2026,6,76275,FLORIDA,1,SI,ARO SUR CALI,21
2026,2026,6,76275,FLORIDA,2,SI,ARO SUR CALI,6
2026,2026,6,76275,FLORIDA,3,SI,ARO SUR CALI,3
2026,2026,6,76306,GINEBRA,1,NO,ARO SUR CALI,6
2026,2026,6,76306,GINEBRA,1,SI,ARO SUR CALI,6
2026,2026,6,76318,GUACARI,1,NO,ARO SUR CALI,13
2026,2026,6,76318,GUACARI,2,NO,ARO SUR CALI,1
2026,2026,6,76377,LA CUMBRE,1,NO,ARO SUR CALI,5
2026,2026,6,76377,LA CUMBRE,1,SI,ARO SUR CALI,4
2026,2026,6,76377,LA CUMBRE,2,NO,ARO SUR CALI,3
2026,2026,6,76400,LA UNION,1,NO,ARO NORTE CARTAGO,2
2026,2026,6,76400,LA UNION,1,SI,ARO NORTE CARTAGO,10
2026,2026,6,76400,LA UNION,2,SI,ARO NORTE CARTAGO,1
2026,2026,6,76403,LA VICTORIA,1,NO,ARO NORTE CARTAGO,1
2026,2026,6,76403,LA VICTORIA,1,SI,ARO NORTE CARTAGO,5
2026,2026,6,76403,LA VICTORIA,2,SI,ARO NORTE CARTAGO,3
2026,2026,6,76403,LA VICTORIA,3,SI,ARO NORTE CARTAGO,1
2026,2026,6,76497,OBANDO,1,SI,ARO NORTE CARTAGO,1
2026,2026,6,76563,PRADERA,1,NO,ARO SUR CALI,22
2026,2026,6,76563,PRADERA,1,SI,ARO SUR CALI,6
2026,2026,6,76606,RESTREPO,1,NO,ARO CENTRO TULUA,1
2026,2026,6,76606,RESTREPO,1,SI,ARO CENTRO TULUA,9
2026,2026,6,76606,RESTREPO,2,SI,ARO CENTRO TULUA,1
2026,2026,6,76616,RIOFRIO,1,NO,ARO CENTRO TULUA,7
2026,2026,6,76616,RIOFRIO,1,SI,ARO CENTRO TULUA,2
2026,2026,6,76616,RIOFRIO,2,SI,ARO CENTRO TULUA,1
2026,2026,6,76616,RIOFRIO,3,NO,ARO CENTRO TULUA,1
2026,2026,6,76622,ROLDANILLO,1,NO,ARO NORTE CARTAGO,21
2026,2026,6,76622,ROLDANILLO,1,SI,ARO NORTE CARTAGO,4
2026,2026,6,76622,ROLDANILLO,2,NO,ARO NORTE CARTAGO,6
2026,2026,6,76670,SAN PEDRO,1,SI,ARO CENTRO TULUA,4
2026,2026,6,76736,SEVILLA,1,NO,ARO CENTRO TULUA,9
2026,2026,6,76736,SEVILLA,1,SI,ARO CENTRO TULUA,17
2026,2026,6,76736,SEVILLA,2,NO,ARO CENTRO TULUA,3
2026,2026,6,76736,SEVILLA,2,SI,ARO CENTRO TULUA,3
2026,2026,6,76823,TORO,1,NO,ARO NORTE CARTAGO,4
2026,2026,6,76823,TORO,1,SI,ARO NORTE CARTAGO,7
2026,2026,6,76823,TORO,2,NO,ARO NORTE CARTAGO,1
2026,2026,6,76823,TORO,2,SI,ARO NORTE CARTAGO,1
2026,2026,6,76828,TRUJILLO,1,SI,ARO CENTRO TULUA,4
2026,2026,6,76845,ULLOA,1,SI,ARO NORTE CARTAGO,3
2026,2026,6,76845,ULLOA,2,NO,ARO NORTE CARTAGO,1
2026,2026,6,76845,ULLOA,2,SI,ARO NORTE CARTAGO,2
2026,2026,6,76863,VERSALLES,1,NO,ARO NORTE CARTAGO,3
2026,2026,6,76863,VERSALLES,2,NO,ARO NORTE CARTAGO,1
2026,2026,6,76869,VIJES,1,SI,ARO SUR CALI,1
2026,2026,6,76890,YOTOCO,1,SI,ARO CENTRO TULUA,11
2026,2026,6,76895,ZARZAL,1,NO,ARO CENTRO TULUA,1
2026,2026,6,76895,ZARZAL,1,SI,ARO CENTRO TULUA,16
2026,2026,6,76895,ZARZAL,2,NO,ARO CENTRO TULUA,1
2026,2026,6,76895,ZARZAL,2,SI,ARO CENTRO TULUA,2
2026,2026,7,76001,CALI,1,NO,ARO SUR CALI,1
2026,2026,7,76020,ALCALA,1,NO,ARO NORTE CARTAGO,5
2026,2026,7,76020,ALCALA,1,SI,ARO NORTE CARTAGO,3
2026,2026,7,76020,ALCALA,2,NO,ARO NORTE CARTAGO,4
2026,2026,7,76020,ALCALA,2,SI,ARO NORTE CARTAGO,1
2026,2026,7,76036,ANDALUCIA,1,NO,ARO CENTRO TULUA,3
2026,2026,7,76036,ANDALUCIA,1,SI,ARO CENTRO TULUA,7
2026,2026,7,76036,ANDALUCIA,2,NO,ARO CENTRO TULUA,1
2026,2026,7,76036,ANDALUCIA,2,SI,ARO CENTRO TULUA,1
2026,2026,7,76036,ANDALUCIA,3,NO,ARO CENTRO TULUA,1
2026,2026,7,76041,ANSERMANUEVO,1,SI,ARO NORTE CARTAGO,3
2026,2026,7,76041,ANSERMANUEVO,2,NO,ARO NORTE CARTAGO,2
2026,2026,7,76041,ANSERMANUEVO,2,SI,ARO NORTE CARTAGO,4
2026,2026,7,76041,ANSERMANUEVO,3,NO,ARO NORTE CARTAGO,5
2026,2026,7,76041,ANSERMANUEVO,3,SI,ARO NORTE CARTAGO,3
2026,2026,7,76054,ARGELIA,1,SI,ARO NORTE CARTAGO,4
2026,2026,7,76054,ARGELIA,2,NO,ARO NORTE CARTAGO,1
2026,2026,7,76054,ARGELIA,2,SI,ARO NORTE CARTAGO,3
2026,2026,7,76054,ARGELIA,3,NO,ARO NORTE CARTAGO,1
2026,2026,7,76054,ARGELIA,3,SI,ARO NORTE CARTAGO,2
2026,2026,7,76113,BUGALAGRANDE,1,NO,ARO CENTRO TULUA,4
2026,2026,7,76113,BUGALAGRANDE,1,SI,ARO CENTRO TULUA,2
2026,2026,7,76122,CAICEDONIA,1,SI,ARO CENTRO TULUA,14
2026,2026,7,76122,CAICEDONIA,2,SI,ARO CENTRO TULUA,4
2026,2026,7,76126,CALIMA,1,NO,ARO CENTRO TULUA,3
2026,2026,7,76126,CALIMA,1,SI,ARO CENTRO TULUA,9
2026,2026,7,76233,DAGUA,1,NO,ARO SUR CALI,8
2026,2026,7,76233,DAGUA,1,SI,ARO SUR CALI,2
2026,2026,7,76246,EL CAIRO,1,NO,ARO NORTE CARTAGO,2
2026,2026,7,76246,EL CAIRO,1,SI,ARO NORTE CARTAGO,4
2026,2026,7,76246,EL CAIRO,2,NO,ARO NORTE CARTAGO,2
2026,2026,7,76246,EL CAIRO,2,SI,ARO NORTE CARTAGO,3
2026,2026,7,76246,EL CAIRO,3,NO,ARO NORTE CARTAGO,1
2026,2026,7,76246,EL CAIRO,3,SI,ARO NORTE CARTAGO,2
2026,2026,7,76248,EL CERRITO,1,NO,ARO SUR CALI,4
2026,2026,7,76248,EL CERRITO,1,SI,ARO SUR CALI,16
2026,2026,7,76248,EL CERRITO,2,SI,ARO SUR CALI,3
2026,2026,7,76275,FLORIDA,1,NO,ARO SUR CALI,5
2026,2026,7,76275,FLORIDA,1,SI,ARO SUR CALI,28
2026,2026,7,76306,GINEBRA,1,SI,ARO SUR CALI,10
2026,2026,7,76306,GINEBRA,2,NO,ARO SUR CALI,1
2026,2026,7,76306,GINEBRA,2,SI,ARO SUR CALI,2
2026,2026,7,76318,GUACARI,1,NO,ARO SUR CALI,12
2026,2026,7,76318,GUACARI,1,SI,ARO SUR CALI,7
2026,2026,7,76318,GUACARI,2,NO,ARO SUR CALI,2
2026,2026,7,76318,GUACARI,2,SI,ARO SUR CALI,1
2026,2026,7,76377,LA CUMBRE,1,NO,ARO SUR CALI,6
2026,2026,7,76377,LA CUMBRE,1,SI,ARO SUR CALI,4
2026,2026,7,76377,LA CUMBRE,2,NO,ARO SUR CALI,1
2026,2026,7,76400,LA UNION,1,NO,ARO NORTE CARTAGO,11
2026,2026,7,76400,LA UNION,1,SI,ARO NORTE CARTAGO,10
2026,2026,7,76400,LA UNION,2,SI,ARO NORTE CARTAGO,3
2026,2026,7,76400,LA UNION,3,SI,ARO NORTE CARTAGO,2
2026,2026,7,76403,LA VICTORIA,1,NO,ARO NORTE CARTAGO,4
2026,2026,7,76497,OBANDO,1,NO,ARO NORTE CARTAGO,3
2026,2026,7,76497,OBANDO,1,SI,ARO NORTE CARTAGO,1
2026,2026,7,76563,PRADERA,1,NO,ARO SUR CALI,2
2026,2026,7,76563,PRADERA,1,SI,ARO SUR CALI,8
2026,2026,7,76563,PRADERA,2,SI,ARO SUR CALI,1
2026,2026,7,76563,PRADERA,3,SI,ARO SUR CALI,1
2026,2026,7,76606,RESTREPO,1,NO,ARO CENTRO TULUA,4
2026,2026,7,76606,RESTREPO,1,SI,ARO CENTRO TULUA,12
2026,2026,7,76616,RIOFRIO,1,NO,ARO CENTRO TULUA,4
2026,2026,7,76616,RIOFRIO,1,SI,ARO CENTRO TULUA,7
2026,2026,7,76616,RIOFRIO,2,NO,ARO CENTRO TULUA,2
2026,2026,7,76616,RIOFRIO,2,SI,ARO CENTRO TULUA,2
2026,2026,7,76616,RIOFRIO,3,NO,ARO CENTRO TULUA,1
2026,2026,7,76616,RIOFRIO,3,SI,ARO CENTRO TULUA,2
2026,2026,7,76622,ROLDANILLO,1,NO,ARO NORTE CARTAGO,11
2026,2026,7,76622,ROLDANILLO,1,SI,ARO NORTE CARTAGO,6
2026,2026,7,76622,ROLDANILLO,2,NO,ARO NORTE CARTAGO,1
2026,2026,7,76670,SAN PEDRO,1,SI,ARO CENTRO TULUA,2
2026,2026,7,76736,SEVILLA,1,NO,ARO CENTRO TULUA,1
2026,2026,7,76736,SEVILLA,1,SI,ARO CENTRO TULUA,9
2026,2026,7,76736,SEVILLA,2,NO,ARO CENTRO TULUA,1
2026,2026,7,76736,SEVILLA,2,SI,ARO CENTRO TULUA,3
2026,2026,7,76823,TORO,1,NO,ARO NORTE CARTAGO,1
2026,2026,7,76823,TORO,1,SI,ARO NORTE CARTAGO,1
2026,2026,7,76823,TORO,2,NO,ARO NORTE CARTAGO,1
2026,2026,7,76823,TORO,2,SI,ARO NORTE CARTAGO,2
2026,2026,7,76828,TRUJILLO,1,NO,ARO CENTRO TULUA,6
2026,2026,7,76828,TRUJILLO,1,SI,ARO CENTRO TULUA,4
2026,2026,7,76828,TRUJILLO,2,NO,ARO CENTRO TULUA,3
2026,2026,7,76845,ULLOA,1,SI,ARO NORTE CARTAGO,1
2026,2026,7,76863,VERSALLES,1,NO,ARO NORTE CARTAGO,4
2026,2026,7,76863,VERSALLES,1,SI,ARO NORTE CARTAGO,2
2026,2026,7,76890,YOTOCO,1,SI,ARO CENTRO TULUA,15
2026,2026,7,76890,YOTOCO,2,SI,ARO CENTRO TULUA,2
2026,2026,7,76895,ZARZAL,1,NO,ARO CENTRO TULUA,4
2026,2026,7,76895,ZARZAL,1,SI,ARO CENTRO TULUA,24
2026,2026,7,76895,ZARZAL,2,NO,ARO CENTRO TULUA,6
2026,2026,7,76895,ZARZAL,2,SI,ARO CENTRO TULUA,4
2026,2027,7,76736,SEVILLA,2,NO,ARO CENTRO TULUA,1
