anio,fecha,mes,codigo_dane,municipio,area_operativa,especie,sexo,condicion,grupo_edad,esterilizado,vacuna,lote,vacunaciones
2026,2026-06-25,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC261,2
2026,2026-06-25,6,76233,DAGUA,ARO SUR CALI,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC261,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC263,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,1 A 2 AÑOS,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,1 A 2 AÑOS,SI,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC261,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,SI,RABICAN,RAC263,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,7 A 10 AÑOS,SI,RABICAN,RAC263,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC261,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,1 A 2 AÑOS,NO,RABICAN,RAC261,6
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,1 A 2 AÑOS,NO,RABICAN,RAC263,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC263,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,11 AÑOS O MÁS,NO,RABICAN,RAC263,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,11 AÑOS O MÁS,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,11 AÑOS O MÁS,SI,RABICAN,RAC263,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC261,11
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC263,15
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC264,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC261,15
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC263,8
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,7 A 10 AÑOS,NO,RABICAN,RAC261,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC261,6
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC261,9
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,1 A 2 AÑOS,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,3 A 6 AÑOS,SI,RABICAN,RAC263,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,7 A 10 AÑOS,NO,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,7 A 10 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC261,6
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,SI,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,1 A 2 AÑOS,NO,RABICAN,RAC261,14
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,1 A 2 AÑOS,NO,RABICAN,RAC263,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC261,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC264,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,11 AÑOS O MÁS,NO,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,11 AÑOS O MÁS,NO,RABICAN,RAC263,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC261,43
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC263,7
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC264,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC273,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC261,12
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC263,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC264,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,7 A 10 AÑOS,NO,RABICAN,RAC261,15
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,7 A 10 AÑOS,NO,RABICAN,RAC263,6
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC261,6
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC263,6
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC261,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,1 A 2 AÑOS,SI,RABICAN,RAC261,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,1 A 2 AÑOS,SI,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC261,9
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC561,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,7 A 10 AÑOS,NO,RABICAN,RAC261,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,7 A 10 AÑOS,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC261,8
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC263,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,1 A 2 AÑOS,NO,RABICAN,RAC261,8
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,1 A 2 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC261,5
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,11 AÑOS O MÁS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC261,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC264,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC261,11
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC263,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC264,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,7 A 10 AÑOS,NO,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,7 A 10 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC261,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC263,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,MENOR DE 1 AÑO,NO,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,REVACUNADO,MENOR DE 1 AÑO,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC261,12
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,1 A 2 AÑOS,SI,RABICAN,RAC261,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC261,7
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC261,15
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC263,4
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,1 A 2 AÑOS,NO,RABICAN,RAC261,10
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC261,5
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,1 A 2 AÑOS,SI,RABICAN,RAC263,3
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,11 AÑOS O MÁS,NO,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC261,9
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,3 A 6 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC261,11
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,3 A 6 AÑOS,SI,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,7 A 10 AÑOS,NO,RABICAN,RAC261,2
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,7 A 10 AÑOS,NO,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC261,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,REVACUNADO,7 A 10 AÑOS,SI,RABICAN,RAC263,1
2026,2026-06-26,6,76233,DAGUA,ARO SUR CALI,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC262,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,CANINO,HEMBRA,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,1 A 2 AÑOS,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,11 AÑOS O MÁS,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,PRIMERA VEZ,7 A 10 AÑOS,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,CANINO,MACHO,REVACUNADO,11 AÑOS O MÁS,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,11 AÑOS O MÁS,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC262,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,3 A 6 AÑOS,SI,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,FELINO,HEMBRA,PRIMERA VEZ,7 A 10 AÑOS,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,3 A 6 AÑOS,NO,RABICAN,RAC261,4
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,NO,RABICAN,RAC261,1
2026,2026-06-30,6,76233,DAGUA,ARO SUR CALI,FELINO,MACHO,PRIMERA VEZ,MENOR DE 1 AÑO,SI,RABICAN,RAC261,1
