anio,anio_evento,mes,codigo_dane,municipio,area_operativa,especie,sector,provocado,condicion_vacunacion,seguimiento_3_visitas,estado_animal,eventos
2026,2026,1,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76563,PRADERA,ARO SUR CALI,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76563,PRADERA,ARO SUR CALI,FELINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,RURAL,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,6
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,SI,NO VACUNADO,1 VISITA,MUERTO,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,SI,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,FELINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76606,RESTREPO,ARO CENTRO TULUA,FELINO,URBANO,NO,NO VACUNADO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,3
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,FELINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,2
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,FELINO,RURAL,NO,DESCONOCIDO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76616,RIOFRIO,ARO CENTRO TULUA,OTRO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,2
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,RURAL,NO,NO VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,RURAL,NO,VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,9
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,4
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,OBSERVADO SANO,2
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,OBSERVADO SANO,2
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,NO,VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,SI,NO VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,URBANO,SI,NO VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,URBANO,SI,NO VACUNADO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76670,SAN PEDRO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,4
2026,2026,1,76670,SAN PEDRO,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76670,SAN PEDRO,ARO CENTRO TULUA,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,7
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,2
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVABLE,2
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,SI,VACUNADO,1 VISITA,OBSERVADO SANO,2
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,2
2026,2026,1,76736,SEVILLA,ARO CENTRO TULUA,OTRO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76823,TORO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026,1,76823,TORO,ARO NORTE CARTAGO,CANINO,URBANO,NO,NO VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026,1,76823,TORO,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVADO,3
2026,2026,1,76823,TORO,ARO NORTE CARTAGO,CANINO,URBANO,SI,NO VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76823,TORO,ARO NORTE CARTAGO,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76823,TORO,ARO NORTE CARTAGO,OTRO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,2
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,RURAL,SI,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,2 VISITAS,NO OBSERVABLE,1
2026,2026,1,76828,TRUJILLO,ARO CENTRO TULUA,FELINO,URBANO,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76845,ULLOA,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,1,76845,ULLOA,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,OBSERVADO SANO,1
2026,2026,1,76845,ULLOA,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVADO,2
2026,2026,1,76863,VERSALLES,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,1,76863,VERSALLES,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76863,VERSALLES,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,1,76863,VERSALLES,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,1,76863,VERSALLES,ARO NORTE CARTAGO,FELINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,1,76863,VERSALLES,ARO NORTE CARTAGO,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76869,VIJES,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026,1,76869,VIJES,ARO SUR CALI,FELINO,RURAL,NO,NO VACUNADO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026,1,76869,VIJES,ARO SUR CALI,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76869,VIJES,ARO SUR CALI,FELINO,URBANO,SI,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026,1,76890,YOTOCO,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,2
2026,2026,1,76890,YOTOCO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,3
2026,2026,1,76890,YOTOCO,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,4
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,2
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,4
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,5
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,NO OBSERVADO,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,CON SIGNOS REPORTADOS,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,CON SIGNOS REPORTADOS,2
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,4
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,CANINO,URBANO,SI,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,1,76895,ZARZAL,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,12,76036,ANDALUCIA,ARO CENTRO TULUA,OTRO,RURAL,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76001,CALI,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,2
2026,2026,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVABLE,4
2026,2026,2,76020,ALCALA,ARO NORTE CARTAGO,FELINO,RURAL,SI,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026,2,76020,ALCALA,ARO NORTE CARTAGO,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,2,76020,ALCALA,ARO NORTE CARTAGO,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,3
2026,2026,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,CON SIGNOS REPORTADOS,1
2026,2026,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76036,ANDALUCIA,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,CUMPLE,SIN CLASIFICAR,1
2026,2026,2,76036,ANDALUCIA,ARO CENTRO TULUA,FELINO,URBANO,NO,VACUNADO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,2
2026,2026,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,CUMPLE,OBSERVADO SANO,1
2026,2026,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,NO,NO VACUNADO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,OBSERVADO SANO,1
2026,2026,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,NO,NO VACUNADO,CUMPLE,OBSERVADO SANO,1
2026,2026,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,2,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,RURAL,SI,VACUNADO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,OBSERVADO SANO,1
2026,2026,2,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,2,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,URBANO,SI,VACUNADO,CUMPLE,CON SIGNOS REPORTADOS,1
2026,2026,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,RURAL,SI,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,URBANO,SI,NO VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,URBANO,SI,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,4
2026,2026,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,2
2026,2026,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,URBANO,SI,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,FELINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,NO OBSERVABLE,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,RURAL,NO,NO VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,2
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,7
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,2 VISITAS,OBSERVADO SANO,3
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,RURAL,NO,NO VACUNADO,1 VISITA,NO OBSERVABLE,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,URBANO,NO,NO VACUNADO,1 VISITA,CON SIGNOS REPORTADOS,1
2026,2026,2,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,URBANO,NO,VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,7
2026,2026,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,2
2026,2026,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,RURAL,SI,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,5
2026,2026,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76126,CALIMA,ARO CENTRO TULUA,FELINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76126,CALIMA,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,12
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,2
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,3
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,3
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76233,DAGUA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,2
2026,2026,2,76233,DAGUA,ARO SUR CALI,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76243,EL AGUILA,ARO NORTE CARTAGO,CANINO,RURAL,SI,VACUNADO,CUMPLE,OBSERVADO SANO,1
2026,2026,2,76243,EL AGUILA,ARO NORTE CARTAGO,CANINO,URBANO,SI,NO VACUNADO,CUMPLE,OBSERVADO SANO,1
2026,2026,2,76246,EL CAIRO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,CALLEJERO,1
2026,2026,2,76246,EL CAIRO,ARO NORTE CARTAGO,CANINO,URBANO,NO,VACUNADO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,NO OBSERVADO,1
2026,2026,2,76246,EL CAIRO,ARO NORTE CARTAGO,CANINO,URBANO,NO,VACUNADO,CUMPLE,OBSERVADO SANO,1
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,3
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,3
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,NO VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,2
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,FELINO,RURAL,SI,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76248,EL CERRITO,ARO SUR CALI,FELINO,URBANO,NO,NO VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026,2,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026,2,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,RURAL,NO,VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026,2,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,URBANO,SI,VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026,2,76250,EL DOVIO,ARO NORTE CARTAGO,FELINO,URBANO,SI,DESCONOCIDO,CUMPLE,OBSERVADO SANO,1
2026,2026,2,76275,FLORIDA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026,2,76275,FLORIDA,ARO SUR CALI,CANINO,RURAL,SI,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
