anio,fecha_apertura,fecha_agresion,mes,codigo_dane,municipio,area_operativa,especie,categoria_visitas,seguimiento_3_visitas,estado_animal,eventos
2026,2026-02-06,2026-01-26,2,76318,GUACARI,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-06,2026-01-26,2,76616,RIOFRIO,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-06,2026-01-28,2,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,2
2026,2026-02-06,2026-01-29,2,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-06,2026-01-29,2,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-06,2026-01-30,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1
2026,2026-02-06,2026-01-30,2,76246,EL CAIRO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,OBSERVADO SANO,1
2026,2026-02-06,2026-01-30,2,76823,TORO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1
2026,2026-02-06,2026-01-31,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-06,2026-01-31,2,76606,RESTREPO,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-06,2026-02-02,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-06,2026-02-03,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-06,2026-02-04,2,76248,EL CERRITO,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-06,2026-02-04,2,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-06,2026-02-04,2,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-06,2026-02-04,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-06,2026-02-04,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1
2026,2026-02-06,2026-02-04,2,76895,ZARZAL,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-06,2026-02-05,2,76563,PRADERA,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,MUERTO,1
2026,2026-02-06,2026-02-05,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-06,2026-02-05,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-06,2026-02-05,2,76823,TORO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1
2026,2026-02-06,2026-02-18,2,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-09,2026-02-01,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026-02-09,2026-02-03,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-09,2026-02-05,2,76616,RIOFRIO,ARO CENTRO TULUA,FELINO,3 O MÁS VISITAS,CUMPLE,SIN CLASIFICAR,1
2026,2026-02-09,2026-02-07,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-09,2026-02-07,2,76400,LA UNION,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,NO OBSERVABLE,1
2026,2026-02-09,2026-02-07,2,76400,LA UNION,ARO NORTE CARTAGO,FELINO,3 O MÁS VISITAS,CUMPLE,NO OBSERVABLE,1
2026,2026-02-10,2026-01-27,2,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-10,2026-02-04,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1
2026,2026-02-10,2026-02-04,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-10,2026-02-05,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-10,2026-02-05,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-10,2026-02-05,2,76895,ZARZAL,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,CALLEJERO,1
2026,2026-02-10,2026-02-06,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-10,2026-02-06,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-10,2026-02-07,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-10,2026-02-08,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-10,2026-02-08,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,NO OBSERVABLE,1
2026,2026-02-10,2026-02-08,2,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-10,2026-02-08,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1
2026,2026-02-11,2026-01-11,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-11,2026-01-12,2,76020,ALCALA,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,OBSERVADO SANO,1
2026,2026-02-11,2026-01-13,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-11,2026-01-20,2,76845,ULLOA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1
2026,2026-02-11,2026-01-26,2,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-11,2026-01-29,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-11,2026-01-31,2,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-11,2026-02-01,2,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,OBSERVADO SANO,1
2026,2026-02-11,2026-02-02,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-11,2026-02-02,2,76736,SEVILLA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-11,2026-02-02,2,76736,SEVILLA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,NO OBSERVABLE,1
2026,2026-02-11,2026-02-04,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-11,2026-02-05,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,2
2026,2026-02-11,2026-02-05,2,76622,ROLDANILLO,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-11,2026-02-06,2,76497,OBANDO,ARO NORTE CARTAGO,SIN DATO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-11,2026-02-06,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-11,2026-02-07,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-11,2026-02-07,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-11,2026-02-07,2,76845,ULLOA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1
2026,2026-02-11,2026-02-08,2,76126,CALIMA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-11,2026-02-09,2,76863,VERSALLES,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-12,2026-01-17,2,76243,EL AGUILA,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,MUERTO,1
2026,2026-02-12,2026-02-08,2,76243,EL AGUILA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1
2026,2026-02-12,2026-02-09,2,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-12,2026-02-09,2,76250,EL DOVIO,ARO NORTE CARTAGO,FELINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1
2026,2026-02-12,2026-02-11,2,76823,TORO,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-13,2025-12-23,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-13,2026-02-04,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CON SIGNOS REPORTADOS,1
2026,2026-02-13,2026-02-04,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-13,2026-02-04,2,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-13,2026-02-04,2,76736,SEVILLA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-13,2026-02-04,2,76736,SEVILLA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-13,2026-02-05,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-13,2026-02-05,2,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-13,2026-02-06,2,76036,ANDALUCIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-13,2026-02-09,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1
2026,2026-02-13,2026-02-10,2,76400,LA UNION,ARO NORTE CARTAGO,FELINO,3 O MÁS VISITAS,CUMPLE,NO OBSERVABLE,1
2026,2026-02-13,2026-02-10,2,76400,LA UNION,ARO NORTE CARTAGO,OTRO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-13,2026-02-11,2,76400,LA UNION,ARO NORTE CARTAGO,OTRO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-13,2026-02-12,2,76400,LA UNION,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-13,2026-02-12,2,76497,OBANDO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1
2026,2026-02-13,2026-02-13,2,76036,ANDALUCIA,ARO CENTRO TULUA,FELINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026-02-16,2026-02-02,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-16,2026-02-04,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1
2026,2026-02-16,2026-02-05,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-16,2026-02-05,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,CALLEJERO,1
2026,2026-02-16,2026-02-06,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-16,2026-02-06,2,76890,YOTOCO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,2
2026,2026-02-16,2026-02-07,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-16,2026-02-09,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-16,2026-02-10,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-16,2026-02-11,2,76890,YOTOCO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-16,2026-02-11,2,76895,ZARZAL,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,3
2026,2026-02-16,2026-02-12,2,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,2
2026,2026-02-16,2026-02-13,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2
2026,2026-02-16,2026-02-15,2,76400,LA UNION,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1
2026,2026-02-17,2026-02-03,2,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-17,2026-02-04,2,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-17,2026-02-04,2,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-17,2026-02-05,2,76275,FLORIDA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-17,2026-02-06,2,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-17,2026-02-08,2,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-17,2026-02-09,2,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-09,2,76828,TRUJILLO,ARO CENTRO TULUA,FELINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-10,2,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-17,2026-02-10,2,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-10,2,76275,FLORIDA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-17,2026-02-10,2,76306,GINEBRA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,CALLEJERO,1
2026,2026-02-17,2026-02-11,2,76233,DAGUA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-11,2,76869,VIJES,ARO SUR CALI,CANINO,3 O MÁS VISITAS,CUMPLE,CON SIGNOS REPORTADOS,1
2026,2026-02-17,2026-02-12,2,76275,FLORIDA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,CALLEJERO,1
2026,2026-02-17,2026-02-12,2,76306,GINEBRA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-13,2,76306,GINEBRA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-14,2,76306,GINEBRA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-14,2,76306,GINEBRA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-17,2026-02-15,2,76275,FLORIDA,ARO SUR CALI,CANINO,3 O MÁS VISITAS,CUMPLE,SIN CLASIFICAR,1
2026,2026-02-17,2026-02-15,2,76275,FLORIDA,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-18,2026-01-31,2,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-18,2026-02-06,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-18,2026-02-06,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-08,2,76606,RESTREPO,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-09,2,76001,CALI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-09,2,76563,PRADERA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-18,2026-02-10,2,76563,PRADERA,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-18,2026-02-11,2,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-18,2026-02-11,2,76318,GUACARI,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-11,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-18,2026-02-12,2,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-18,2026-02-12,2,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-18,2026-02-13,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-18,2026-02-14,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-18,2026-02-14,2,76233,DAGUA,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-18,2026-02-14,2,76233,DAGUA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-15,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-18,2026-02-15,2,76233,DAGUA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-16,2,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-18,2026-02-16,2,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,1 VISITA,1 VISITA,CON SIGNOS REPORTADOS,1
2026,2026-02-18,2026-02-17,2,76318,GUACARI,ARO SUR CALI,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-17,2,76606,RESTREPO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-18,2026-02-23,2,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-19,2026-01-26,2,76863,VERSALLES,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-19,2026-02-04,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-19,2026-02-04,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-05,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-19,2026-02-06,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-19,2026-02-06,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-19,2026-02-06,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-07,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-19,2026-02-08,2,76020,ALCALA,ARO NORTE CARTAGO,FELINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-19,2026-02-08,2,76318,GUACARI,ARO SUR CALI,FELINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-08,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-09,2,76670,SAN PEDRO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-11,2,76020,ALCALA,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,2
2026,2026-02-19,2026-02-11,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-11,2,76736,SEVILLA,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-12,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-19,2026-02-12,2,76377,LA CUMBRE,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-12,2,76823,TORO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-12,2,76845,ULLOA,ARO NORTE CARTAGO,CANINO,2 VISITAS,2 VISITAS,OBSERVADO SANO,1
2026,2026-02-19,2026-02-13,2,76318,GUACARI,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-19,2026-02-15,2,76246,EL CAIRO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,NO OBSERVADO,1
2026,2026-02-19,2026-02-15,2,76670,SAN PEDRO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-16,2,76670,SAN PEDRO,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-19,2026-02-17,2,76243,EL AGUILA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,OBSERVADO SANO,1
2026,2026-02-19,2026-02-17,2,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-19,2026-02-18,2,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,CUMPLE,CON SIGNOS REPORTADOS,1
2026,2026-02-19,2026-02-19,2,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-19,2026-02-19,2,76823,TORO,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVABLE,1
2026,2026-02-20,2026-02-03,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-20,2026-02-07,2,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,1 VISITA,1 VISITA,SIN CLASIFICAR,1
2026,2026-02-20,2026-02-08,2,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,2
2026,2026-02-20,2026-02-11,2,76248,EL CERRITO,ARO SUR CALI,FELINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-20,2026-02-12,2,76248,EL CERRITO,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-02-20,2026-02-13,2,76248,EL CERRITO,ARO SUR CALI,CANINO,1 VISITA,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-02-20,2026-02-13,2,76400,LA UNION,ARO NORTE CARTAGO,CANINO,1 VISITA,1 VISITA,NO OBSERVADO,1
2026,2026-02-20,2026-02-14,2,76248,EL CERRITO,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,SIN CLASIFICAR,1
2026,2026-02-20,2026-02-17,2,76563,PRADERA,ARO SUR CALI,CANINO,2 VISITAS,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026-02-20,2026-02-18,2,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,3 O MÁS VISITAS,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,OBSERVADO SANO,1
