PERIODO_NORMALIZADO,PERIODO_ORDEN,ANIO,REGISTROS,RESPONSABLES,MUNICIPIOS_REALES,CODIGOS_DISTINTOS,PROGRAMADO,EJECUTADO_RASEM,PENDIENTE_VISUAL,EXCEDENTE,CUMPLIMIENTO_CALCULADO,ESTADO_CUMPLIMIENTO
Enero - Junio,6,2026,438,13,34,41,3282,2823,577,118,0.8601462522851919,Cumplido
