No.;CODIGO_ANTERIOR;CODIGO_SISTEMA;Latitud_X;Longitud_Y;MUNICIPIO;TIPO;CODIGO IVC2;CODIGO MUESTREO;CODIGO_AT;ID_SSPD;TIPO_SISTEMA_TRATAMIENTO;TIPO_SISTEMA_TRATAMIENTO_AGRUPADO;ALGUN_TIPO_TRATAMIENTO;LOCALIDADES ABASTECIDAS;NUMERO_LOCALIDADES;ARO;Persona Prestadora;Forma_organizativa;Registrados_SSPD;SIVICAP_Registrados_SSPD;SUSCRIPTORES;POBLACION;Ultimo_IRCA_reportado;Nivel_Riesgo_ultimo_IRCA;Fecha_Ultimo_IRCA_reportado;Punto_Toma_Ultimo_IRCA;IRCA_2020;Nivel_de_Riesgo_2020;Fecha_Ultimo_IRCA_2020;Punto_Muestreo_2020;IRCA_2021;Nivel_de_Riesgo_2021;Fecha_Ultimo_IRCA_2021;Punto_Muestreo_2021;IRCA_2022;Nivel_de_Riesgo_2022;Fecha_Ultimo_IRCA_2022;Punto_Muestreo_2022;IRCA_2023;Nivel_de_Riesgo_2023;Fecha_Ultimo_IRCA_2023;Punto_Muestreo_2023;IRCA_2024;Nivel_de_Riesgo_2024;Fecha_Ultimo_IRCA_2024;Punto_Muestreo_2024;IRCA_2025;Nivel_de_Riesgo_2025;Fecha_Ultimo_IRCA_2025;Punto_Muestreo_2025;IRCA_2026;Nivel_de_Riesgo_2026;Fecha_Ultimo_IRCA_2026;Punto_Toma_2026;IRCA_Promedio;Img_bocatoma;Nivel de Riesgo_2020;Fecha ultimo IRCA_2020;Nivel de Riesgo_2021;Fecha ultimo IRCA_2021;Nivel de Riesgo_2022;Fecha ultimo IRCA_2022;Nivel de Riesgo_2023;FECHA_IRCA_2023;Fecha_IRCA_2024;Nivel_Riesgo_2025;Punto_Toma_2025
132;106807;8864;3.967236;-76.477231;CALIMA;DISPERSA;106807;106605;144132;;NINGUNO;Ninguno;No;ALTO BOLEO;1;CENTRO TULUA;JAC ALTO BOLEO;AUTOGESTION;;;28;112;82.71;;11/02/2026;Bayoneta;63.58;ALTO;26/08/2020;Sin Dato;87.60;INVIABLE SANITARIAMENTE;28/06/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;15/11/2022;Sin Dato;78.01;ALTO;13/03/2023;Sin Dato;78.01;ALTO;09/07/2024;Bayoneta;86.61;INVIABLE SANITARIAMENTE;14/07/2025;Bayoneta;82.71;INVIABLE SANITARIAMENTE;11/02/2026;Bayoneta;80.80;;ALTO;26/08/2020;INVIABLE SANITARIAMENTE;28/06/2021;INVIABLE SANITARIAMENTE;15/11/2022;ALTO;13/03/2023;09/07/2024;INVIABLE SANITARIAMENTE;Bayoneta
134;116566;9076;3.968806;-76.473139;CALIMA;DISPERSA;116566;112835;122672;;NINGUNO;Ninguno;No;BAJO BOLEO;1;CENTRO TULUA;JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA BAJO BOLEO;AUTOGESTION;;;53;212;82.71;;11/02/2026;Grifo;89.94;INVIABLE SANITARIAMENTE;24/11/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;28/06/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;15/11/2022;Sin Dato;88.65;INVIABLE SANITARIAMENTE;13/03/2023;Sin Dato;58.39;ALTO;09/07/2024;Grifo;86.61;INVIABLE SANITARIAMENTE;14/07/2025;Grifo;82.71;INVIABLE SANITARIAMENTE;11/02/2026;Grifo;82.95;;INVIABLE SANITARIAMENTE;24/11/2020;INVIABLE SANITARIAMENTE;28/06/2021;INVIABLE SANITARIAMENTE;15/11/2022;INVIABLE SANITARIAMENTE;13/03/2023;09/07/2024;INVIABLE SANITARIAMENTE;Grifo
139;113888;12882;3.985008;-76.432019;CALIMA;DISPERSA;113888;;131288;;NINGUNO;Ninguno;No;BELLAVISTA;1;CENTRO TULUA;ASOCIACION DEL ACUEDUCTO RURAL DE BELLAVISTA ALTO;AUTOGESTION;;;8;32;57.55;;26/05/2025;Grifo;;;;Sin Dato;70.06;ALTO;27/10/2021;Sin Dato;88.89;INVIABLE SANITARIAMENTE;20/04/2022;Sin Dato;;;;Sin Dato;;;;Sin Dato;57.55;ALTO;26/05/2025;Grifo;;;;Sin Toma;72.17;;;;ALTO;27/10/2021;INVIABLE SANITARIAMENTE;20/04/2022;;;;ALTO;Grifo
117;59610;930;4.093542;-76.383522;CALIMA;DISPERSA;59610;113174;143914;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;No;DIAMANTE;1;CENTRO TULUA;ACUADIAMANTE;AUTOGESTION;;;120;480;0.00;SIN RIESGO;24/02/2026;Filtro;87.86;INVIABLE SANITARIAMENTE;28/07/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;13/04/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;18/10/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;31/01/2023;Sin Dato;79.14;ALTO;21/08/2024;Grifo;;;;Sin Dato;0.00;SIN RIESGO;24/02/2026;Filtro;71.52;;INVIABLE SANITARIAMENTE;28/07/2020;INVIABLE SANITARIAMENTE;13/04/2021;INVIABLE SANITARIAMENTE;18/10/2022;INVIABLE SANITARIAMENTE;31/01/2023;21/08/2024;;Sin Dato
133;65515;150;;;CALIMA;DISPERSA;65515;106152;110259;;SOLO DESINFECCION;Solo desinfección;No;EL VERGEL;1;CENTRO TULUA;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO RURAL EL VERGEL;AUTOGESTION;;;110;440;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
118;59611;3297;3.969528;-76.416861;CALIMA;DISPERSA;59611;113178;123619;;SOLO DESINFECCION;Solo desinfección;No;FLORIDA ALTA;1;CENTRO TULUA;ACUAFLORIDA ALTA;AUTOGESTION;;;75;300;48.54;;24/02/2026;Filtro;24.28;MEDIO;20/05/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;26/07/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;18/10/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;31/01/2023;Sin Dato;78.01;ALTO;30/07/2024;Grifo;47.71;ALTO;02/09/2025;Filtro;48.54;ALTO;24/02/2026;Filtro;65.80;;MEDIO;20/05/2020;INVIABLE SANITARIAMENTE;26/07/2021;INVIABLE SANITARIAMENTE;18/10/2022;INVIABLE SANITARIAMENTE;31/01/2023;30/07/2024;ALTO;Filtro
137;106177;3260;3.905844;-76.453894;CALIMA;CENTRO POBLADO;106177;123207;123957;;NINGUNO;Ninguno;No;JIGUALES;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDA EL GUADUAL JIGUALES - ACUAJIGUALES;AUTOGESTION;;;20;80;51.80;;10/03/2026;Grifo;88.07;INVIABLE SANITARIAMENTE;28/07/2020;Sin Dato;92.44;INVIABLE SANITARIAMENTE;02/02/2021;Sin Dato;87.86;INVIABLE SANITARIAMENTE;18/05/2022;Sin Dato;88.03;INVIABLE SANITARIAMENTE;14/02/2023;Sin Dato;78.01;ALTO;22/10/2024;Grifo;87.77;INVIABLE SANITARIAMENTE;17/03/2025;Grifo;51.80;ALTO;10/03/2026;Grifo;82.00;;INVIABLE SANITARIAMENTE;28/07/2020;INVIABLE SANITARIAMENTE;02/02/2021;INVIABLE SANITARIAMENTE;18/05/2022;INVIABLE SANITARIAMENTE;14/02/2023;22/10/2024;INVIABLE SANITARIAMENTE;Grifo
138;61923;;;;CALIMA;CENTRO POBLADO;61923;;;;NINGUNO;Ninguno;No;JIGUALES;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDA JIGUALES;AUTOGESTION;;;20;80;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
122;104614;4491;3.982481;-76.460875;CALIMA;DISPERSA;104614;113172;127558;;NINGUNO;Ninguno;No;LA CRISTALINA;1;CENTRO TULUA;ACUEDUCTO LA CRISTALINA;AUTOGESTION;;;42;168;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
127;122666;1114;3.977233;-76.435561;CALIMA;DISPERSA;122666;113177;122670;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;No;LA GAVIOTA BAJO;1;CENTRO TULUA;ACUEDUCTO RURAL LA GAVIOTA BAJA - ACUAGAVIOTA;AUTOGESTION;;;70;280;0.00;SIN RIESGO;24/02/2026;Filtro;72.19;ALTO;29/10/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;13/04/2021;Sin Dato;80.29;INVIABLE SANITARIAMENTE;18/10/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;31/01/2023;Sin Dato;79.14;ALTO;21/08/2024;Grifo;;;;Sin Dato;0.00;SIN RIESGO;24/02/2026;Filtro;67.44;;ALTO;29/10/2020;INVIABLE SANITARIAMENTE;13/04/2021;INVIABLE SANITARIAMENTE;18/10/2022;INVIABLE SANITARIAMENTE;31/01/2023;21/08/2024;;Sin Dato
130;122665;934;3.976028;-76.439306;CALIMA;DISPERSA;122665;127940;122671;;NINGUNO;Ninguno;No;LA GAVIOTA BAJO;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL LA LOMITA BAJO GAVIOTA;AUTOGESTION;;;16;64;0.00;SIN RIESGO;02/09/2025;Filtro;63.58;ALTO;20/04/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;13/04/2021;Sin Dato;;;;Sin Dato;;;;Sin Dato;56.74;ALTO;30/07/2024;Grifo;0.00;SIN RIESGO;02/09/2025;Filtro;;;;Sin Toma;51.40;;ALTO;20/04/2020;INVIABLE SANITARIAMENTE;13/04/2021;;;;;30/07/2024;SIN RIESGO;Filtro
128;122668;936;3.980775;-76.432736;CALIMA;DISPERSA;122668;119118;131287;;NINGUNO;Ninguno;No;LA GAVIOTA BELLAVISTA , EL MIRADOR;3;CENTRO TULUA;ASOCIACION DE ACUEDUCTO RURAL DE BELLA VISTA;AUTOGESTION;;;32;128;57.55;;26/05/2025;Grifo;89.94;INVIABLE SANITARIAMENTE;24/11/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;13/04/2021;Sin Dato;60.15;ALTO;29/11/2022;Sin Dato;56.74;ALTO;13/04/2023;Sin Dato;78.01;ALTO;09/07/2024;Grifo;57.55;ALTO;26/05/2025;Grifo;;;;Sin Toma;71.28;;INVIABLE SANITARIAMENTE;24/11/2020;INVIABLE SANITARIAMENTE;13/04/2021;ALTO;29/11/2022;ALTO;13/04/2023;09/07/2024;ALTO;Grifo
123;117138;5653;3.874167;-76.474722;CALIMA;DISPERSA;117138;118450;143207;;NINGUNO;Ninguno;No;LA HOLANDA;1;CENTRO TULUA;ACUEDUCTO PARCELACION LA HOLANDA;AUTOGESTION;;;20;80;94.57;;15/04/2026;Grifo;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;86.81;INVIABLE SANITARIAMENTE;20/09/2023;Sin Dato;51.06;ALTO;22/10/2024;Grifo;51.80;ALTO;23/09/2025;Grifo;94.57;INVIABLE SANITARIAMENTE;15/04/2026;Grifo;71.06;;;;;;;;INVIABLE SANITARIAMENTE;20/09/2023;22/10/2024;ALTO;Grifo
136;127596;4065;3.996111;-76.439167;CALIMA;DISPERSA;127596;128096;144607;;NINGUNO;Ninguno;No;LA ITALIA;1;CENTRO TULUA;ACUEDUCTO VEREDA LA ITALIA;AUTOGESTION;;;35;140;93.25;;11/02/2026;Grifo;79.14;ALTO;02/12/2020;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;46.73;ALTO;17/09/2024;Grifo;71.32;ALTO;17/06/2025;Grifo;93.25;INVIABLE SANITARIAMENTE;11/02/2026;Grifo;72.61;;ALTO;02/12/2020;;;;;;;17/09/2024;ALTO;Grifo
120;59613;4384;3.935722;-76.451111;CALIMA;DISPERSA;59613;118923;142374;;NINGUNO;Ninguno;No;LA PRIMAVERA;1;CENTRO TULUA;ACUASALUD LA PRIMAVERA;AUTOGESTION;;;31;124;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
129;109217;3294;3.964167;-76.450561;CALIMA;DISPERSA;109217;106604;144135;;NINGUNO;Ninguno;No;LA UNION;1;CENTRO TULUA;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA UNION;AUTOGESTION;;;70;280;57.55;;10/03/2026;Grifo;63.58;ALTO;26/08/2020;Sin Dato;87.60;INVIABLE SANITARIAMENTE;28/06/2021;Sin Dato;91.73;INVIABLE SANITARIAMENTE;29/11/2022;Sin Dato;55.17;ALTO;14/02/2023;Sin Dato;57.55;ALTO;21/08/2024;Grifo;84.35;INVIABLE SANITARIAMENTE;26/05/2025;Grifo;57.55;ALTO;10/03/2026;Grifo;71.08;;ALTO;26/08/2020;INVIABLE SANITARIAMENTE;28/06/2021;INVIABLE SANITARIAMENTE;29/11/2022;ALTO;14/02/2023;21/08/2024;INVIABLE SANITARIAMENTE;Grifo
121;136204;5748;3.954753;-76.484047;CALIMA;DISPERSA;136204;136208;136207;;NINGUNO;Ninguno;No;PARCELACION AGUA DULCE;3;CENTRO TULUA;ACUEDUCTO PARCELACION AGUA DULCE;AUTOGESTION;;;35;140;21.58;;10/03/2026;Grifo;;;;Sin Dato;;;;Sin Dato;70.97;ALTO;23/02/2022;Sin Dato;;;;Sin Dato;57.55;ALTO;21/08/2024;Grifo;57.55;ALTO;23/09/2025;Grifo;21.58;MEDIO;10/03/2026;Grifo;51.91;;;;;;ALTO;23/02/2022;;;21/08/2024;ALTO;Grifo
125;124268;;;;CALIMA;DISPERSA;124268;;124848;;NINGUNO;Ninguno;No;PARCELACION LA GUACA;2;CENTRO TULUA;ACUEDUCTO PARCELACION LA GUACA;AUTOGESTION;;;9;36;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
144;118818;5791;3.874806;-76.478361;CALIMA;DISPERSA;118818;119141;122179;;SOLO DESINFECCION;Solo desinfección;No;PARCELACION NORUEGA;2;CENTRO TULUA;ACUEDUCTO PARCELACION NORUEGA;AUTOGESTION;;;25;100;21.58;;23/09/2025;Grifo;34.09;MEDIO;28/07/2020;Sin Dato;0.00;SIN RIESGO;17/03/2021;Sin Dato;17.34;MEDIO;13/06/2022;Sin Dato;0.00;SIN RIESGO;21/02/2023;Sin Dato;0.00;SIN RIESGO;22/10/2024;Grifo;21.58;MEDIO;23/09/2025;Grifo;;;;Sin Toma;12.17;;MEDIO;28/07/2020;SIN RIESGO;17/03/2021;MEDIO;13/06/2022;SIN RIESGO;21/02/2023;22/10/2024;MEDIO;Grifo
150;143200;3931;3.869847;-76.488011;CALIMA;DISPERSA;143200;143204;143201;;NINGUNO;Ninguno;No;PARCELACION PINOS 1;3;CENTRO TULUA;PARCELACION PINOS 1;AUTOGESTION;;;50;200;0.00;SIN RIESGO;15/04/2026;Grifo;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;22/10/2024;Grifo;22.56;MEDIO;28/10/2025;Grifo;0.00;SIN RIESGO;15/04/2026;Grifo;7.52;;;;;;;;;;22/10/2024;MEDIO;Grifo
135;119423;154;3.922036;-76.489572;CALIMA;DISPERSA;119423;113169;122154;;SOLO DESINFECCION;Solo desinfección;No;PARCELACION REFUGIOS DE CALIMA;4;CENTRO TULUA;PARCELACION LOS REFUGIOS DE CALIMA;AUTOGESTION;;;93;372;71.32;;15/04/2026;Grifo;87.86;INVIABLE SANITARIAMENTE;02/09/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;17/03/2021;Sin Dato;30.66;MEDIO;26/10/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;13/03/2023;Sin Dato;79.14;ALTO;27/08/2024;Grifo;86.61;INVIABLE SANITARIAMENTE;22/07/2025;Grifo;71.32;ALTO;15/04/2026;Grifo;75.53;;INVIABLE SANITARIAMENTE;02/09/2020;INVIABLE SANITARIAMENTE;17/03/2021;MEDIO;26/10/2022;INVIABLE SANITARIAMENTE;13/03/2023;27/08/2024;INVIABLE SANITARIAMENTE;Grifo
131;118805;3292;;;CALIMA;DISPERSA;118805;141855;123959;;NINGUNO;Ninguno;No;REMOLINOS ALTO;1;CENTRO TULUA;AVEMARE;AUTOGESTION;;;39;156;87.77;;10/03/2026;Grifo;;;;Sin Dato;92.44;INVIABLE SANITARIAMENTE;02/02/2021;Sin Dato;91.73;INVIABLE SANITARIAMENTE;29/11/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;23/05/2023;Sin Dato;66.19;ALTO;27/08/2024;Grifo;79.14;ALTO;17/03/2025;Grifo;87.77;INVIABLE SANITARIAMENTE;10/03/2026;Grifo;83.96;;;;INVIABLE SANITARIAMENTE;02/02/2021;INVIABLE SANITARIAMENTE;29/11/2022;INVIABLE SANITARIAMENTE;23/05/2023;27/08/2024;ALTO;Grifo
119;116241;;;;CALIMA;DISPERSA;116241;;;;NINGUNO;Ninguno;No;RESGUARDO INDIGENA NAVERADRUA;3;CENTRO TULUA;ACUEDUCTO DEL RESGUARDO INDIGENA NAVERADRUA;AUTOGESTION;;;0;;63.58;;11/05/2022;Grifo;63.58;ALTO;02/09/2020;Sin Dato;92.44;INVIABLE SANITARIAMENTE;02/02/2021;Sin Dato;63.58;ALTO;11/05/2022;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;73.20;;ALTO;02/09/2020;INVIABLE SANITARIAMENTE;02/02/2021;ALTO;11/05/2022;;;;;Sin Dato
146;62254;3402;3.947589;-76.487881;CALIMA;DISPERSA;62254;112834;110266;;SOLO DESINFECCION;Solo desinfección;No;SAN JOSE;1;CENTRO TULUA;ASOCIACION JUNTA ADMINISTRADORA ACUEDUCTO VEREDA SAN JOSE;AUTOGESTION;;;88;352;57.55;;10/03/2026;Grifo;0.00;SIN RIESGO;02/12/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;26/07/2021;Sin Dato;80.29;INVIABLE SANITARIAMENTE;15/11/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;13/03/2023;Sin Dato;0.00;SIN RIESGO;21/08/2024;Grifo;31.58;MEDIO;28/10/2025;Grifo;57.55;ALTO;10/03/2026;Grifo;48.74;;SIN RIESGO;02/12/2020;INVIABLE SANITARIAMENTE;26/07/2021;INVIABLE SANITARIAMENTE;15/11/2022;INVIABLE SANITARIAMENTE;13/03/2023;21/08/2024;MEDIO;Grifo
143;59607;185;3.930083;-76.495694;CALIMA;DISPERSA;59607;106153;112886;;SOLO DESINFECCION;Solo desinfección;No;SANTA ELENA;1;CENTRO TULUA;ASOCIACION COMUNITARIA DEL ACUEDUCTO DE LA VEREDA SANTA ELENA MUNICIPIO DE CALIMA;AUTOGESTION;;;53;212;0.00;SIN RIESGO;15/04/2026;Grifo;0.00;SIN RIESGO;02/09/2020;Sin Dato;0.00;SIN RIESGO;17/03/2021;Sin Dato;43.80;ALTO;26/10/2022;Sin Dato;21.58;MEDIO;21/02/2023;Sin Dato;21.58;MEDIO;27/08/2024;Grifo;0.00;SIN RIESGO;28/10/2025;Grifo;0.00;SIN RIESGO;15/04/2026;Grifo;12.42;;SIN RIESGO;02/09/2020;SIN RIESGO;17/03/2021;ALTO;26/10/2022;MEDIO;21/02/2023;27/08/2024;SIN RIESGO;Grifo
198;38166;3418;3.537789;-76.659131;DAGUA;DISPERSA;38166;50564;122272;;SOLO DESINFECCION;Solo desinfección;No;ALTO DE LAS TORTOLAS;2;SUR CALI;ASOCIACION EMPRESA COMUNITARIA ACUASALUD ALTO DE LAS TORTOLAS - ACUASALUD ALTO DE LAS TORTOLAS;AUTOGESTION;;;400;1600;0.00;SIN RIESGO;14/10/2025;Grifo;0.00;SIN RIESGO;07/12/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;02/03/2021;Sin Dato;0.00;SIN RIESGO;29/11/2022;Sin Dato;0.00;SIN RIESGO;28/03/2023;Sin Dato;0.00;SIN RIESGO;30/07/2024;Grifo;0.00;SIN RIESGO;14/10/2025;Grifo;;;;Sin Toma;14.44;;SIN RIESGO;07/12/2020;INVIABLE SANITARIAMENTE;02/03/2021;SIN RIESGO;29/11/2022;SIN RIESGO;28/03/2023;30/07/2024;SIN RIESGO;Grifo
663;119158;;;;DAGUA;DISPERSA;119158;118304;119156;;NINGUNO;Ninguno;No;BELLA VISTA;2;SUR CALI;JUNTA ADMINISTRADORA ACUEDUCTO VEREDA LA CUCHILLA, DAGUA.;AUTOGESTION;;;36;144;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
217;135197;2851;3.492278;-76.653528;DAGUA;DISPERSA;135197;116483;115408;;NINGUNO;Ninguno;No;BEN HUR;2;SUR CALI;JUNTA DE ACCION COMUNAL VEREDA BEN HUR;AUTOGESTION;;;41;164;56.74;;05/05/2026;Grifo;;;;Sin Dato;82.47;INVIABLE SANITARIAMENTE;27/10/2021;Sin Dato;57.55;ALTO;08/08/2022;Sin Dato;57.55;ALTO;08/02/2023;Sin Dato;57.55;ALTO;26/08/2024;Grifo;64.00;ALTO;20/08/2025;Grifo;56.74;ALTO;05/05/2026;Grifo;62.64;;;;INVIABLE SANITARIAMENTE;27/10/2021;ALTO;08/08/2022;ALTO;08/02/2023;26/08/2024;ALTO;Grifo
212;30197;63;3.577283;-76.646506;DAGUA;DISPERSA;30197;32503;115421;;SOLO DESINFECCION;Solo desinfección;No;BORRERO AYERBE (BARRIO COREA);4;SUR CALI;JUNTA ADMINISTRADORA ACUEDUCTO AGUAS CLARAS;AUTOGESTION;;;109;436;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;SIN RIESGO;27/10/2020;Sin Dato;0.00;SIN RIESGO;27/10/2021;Sin Dato;0.00;SIN RIESGO;08/11/2022;Sin Dato;0.00;SIN RIESGO;07/03/2023;Sin Dato;0.00;SIN RIESGO;30/07/2024;Grifo;0.00;SIN RIESGO;07/10/2025;Grifo;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;;SIN RIESGO;27/10/2020;SIN RIESGO;27/10/2021;SIN RIESGO;08/11/2022;SIN RIESGO;07/03/2023;30/07/2024;SIN RIESGO;Grifo
162;46017;2897;3.560442;-76.622494;DAGUA;DISPERSA;46017;51038;110071;;SOLO DESINFECCION;Solo desinfección;No;BORRERO AYERBE (CHIPRE);3;SUR CALI;ASOCIACION COMUNITARIA DE ACUEDUCTO DE CHIPRE, ASOCHIPRE;AUTOGESTION;;;35;140;0.00;SIN RIESGO;07/04/2026;Grifo;87.77;INVIABLE SANITARIAMENTE;07/12/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;22/02/2021;Sin Dato;0.00;SIN RIESGO;13/09/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;07/03/2023;Sin Dato;17.75;MEDIO;20/08/2024;Grifo;31.11;MEDIO;14/10/2025;Grifo;0.00;SIN RIESGO;07/04/2026;Grifo;44.25;;INVIABLE SANITARIAMENTE;07/12/2020;INVIABLE SANITARIAMENTE;22/02/2021;SIN RIESGO;13/09/2022;INVIABLE SANITARIAMENTE;07/03/2023;20/08/2024;MEDIO;Grifo
182;28230;2896;3.559222;-76.618889;DAGUA;CENTRO POBLADO;28230;32482;109726;;SOLO DESINFECCION;Solo desinfección;No;BORRERO AYERBE (KM 26);4;SUR CALI;ASOCIACION DE USUARIOS DEL ACUEDUCTO PENA ALEGRIA KM 26 BORRERO AYERBE - ASUAPAL;AUTOGESTION;;;186;720;0.00;SIN RIESGO;07/04/2026;Grifo;0.00;SIN RIESGO;23/11/2020;Sin Dato;;;;Sin Dato;17.96;MEDIO;31/10/2022;Sin Dato;0.00;SIN RIESGO;07/03/2023;Sin Dato;0.00;SIN RIESGO;18/09/2024;Grifo;0.00;SIN RIESGO;07/10/2025;Grifo;0.00;SIN RIESGO;07/04/2026;Grifo;2.99;;SIN RIESGO;23/11/2020;;;MEDIO;31/10/2022;SIN RIESGO;07/03/2023;18/09/2024;SIN RIESGO;Grifo
163;45575;3415;3.561944;-76.637778;DAGUA;DISPERSA;45575;106533;110069;;SOLO DESINFECCION;Solo desinfección;No;BORRERO AYERBE (KM26,KM27,KM28,KM29);4;SUR CALI;ASOCIACION COMUNITARIA DEL ACUEDUCTO ACUACLOR - ACUACLOR;AUTOGESTION;;;235;940;54.14;;07/04/2026;Grifo;24.85;MEDIO;27/10/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;13/07/2021;Sin Dato;24.56;MEDIO;13/09/2022;Sin Dato;86.52;INVIABLE SANITARIAMENTE;07/03/2023;Sin Dato;17.75;MEDIO;20/08/2024;Grifo;23.26;MEDIO;07/10/2025;Grifo;54.14;ALTO;07/04/2026;Grifo;44.56;;MEDIO;27/10/2020;INVIABLE SANITARIAMENTE;13/07/2021;MEDIO;13/09/2022;INVIABLE SANITARIAMENTE;07/03/2023;20/08/2024;MEDIO;Grifo
199;105133;13728;;;DAGUA;CENTRO POBLADO;105133;103438;122118;2155;SOLO DESINFECCION;Solo desinfección;No;BORRERO AYERBE KM 26 PALO ALTO;1;SUR CALI;ASOCIACION EMPRESA COMUNITARIA ACUEDUCTO BORRERO AYERBE - ECASP. ESP. - KM 26 PALO ALTO;EMPRESA DE SERVICIOS PUPLICOS;;;242;0;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;SIN RIESGO;27/10/2020;Sin Dato;;;;Sin Dato;25.15;MEDIO;16/02/2022;Sin Dato;52.48;ALTO;25/05/2023;Sin Dato;;;;Sin Dato;22.22;MEDIO;14/10/2025;Grifo;0.00;SIN RIESGO;28/04/2026;Grifo;19.97;;SIN RIESGO;27/10/2020;;;MEDIO;16/02/2022;ALTO;25/05/2023;;MEDIO;Grifo
203;32191;2864;3.618083;-76.629078;DAGUA;DISPERSA;32191;32481;125072;;NINGUNO;Ninguno;No;CENTELLA ALTA;1;SUR CALI;ASOCIACION RURAL ACUEDUCTO CENTELLA PARTE ALTA;AUTOGESTION;;;48;0;60.15;;24/02/2026;Grifo;89.94;INVIABLE SANITARIAMENTE;10/11/2020;Sin Dato;;;;Sin Dato;64.00;ALTO;28/02/2022;Sin Dato;57.55;ALTO;01/08/2023;Sin Dato;57.55;ALTO;21/10/2024;Grifo;57.55;ALTO;08/09/2025;Grifo;60.15;ALTO;24/02/2026;Grifo;64.46;;INVIABLE SANITARIAMENTE;10/11/2020;;;ALTO;28/02/2022;ALTO;01/08/2023;21/10/2024;ALTO;Grifo
154;124274;19177;3.783056;-76.760000;DAGUA;CENTRO POBLADO;124274;;124275;;NINGUNO;Ninguno;No;CISNEROS LIMITES;2;SUR CALI;ACUEDUCTO DE CISNEROS;AUTOGESTION;;;150;600;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
