No.;CODIGO_ANTERIOR;CODIGO_SISTEMA;Latitud_X;Longitud_Y;MUNICIPIO;TIPO;CODIGO IVC2;CODIGO MUESTREO;CODIGO_AT;ID_SSPD;TIPO_SISTEMA_TRATAMIENTO;TIPO_SISTEMA_TRATAMIENTO_AGRUPADO;ALGUN_TIPO_TRATAMIENTO;LOCALIDADES ABASTECIDAS;NUMERO_LOCALIDADES;ARO;Persona Prestadora;Forma_organizativa;Registrados_SSPD;SIVICAP_Registrados_SSPD;SUSCRIPTORES;POBLACION;Ultimo_IRCA_reportado;Nivel_Riesgo_ultimo_IRCA;Fecha_Ultimo_IRCA_reportado;Punto_Toma_Ultimo_IRCA;IRCA_2020;Nivel_de_Riesgo_2020;Fecha_Ultimo_IRCA_2020;Punto_Muestreo_2020;IRCA_2021;Nivel_de_Riesgo_2021;Fecha_Ultimo_IRCA_2021;Punto_Muestreo_2021;IRCA_2022;Nivel_de_Riesgo_2022;Fecha_Ultimo_IRCA_2022;Punto_Muestreo_2022;IRCA_2023;Nivel_de_Riesgo_2023;Fecha_Ultimo_IRCA_2023;Punto_Muestreo_2023;IRCA_2024;Nivel_de_Riesgo_2024;Fecha_Ultimo_IRCA_2024;Punto_Muestreo_2024;IRCA_2025;Nivel_de_Riesgo_2025;Fecha_Ultimo_IRCA_2025;Punto_Muestreo_2025;IRCA_2026;Nivel_de_Riesgo_2026;Fecha_Ultimo_IRCA_2026;Punto_Toma_2026;IRCA_Promedio;Img_bocatoma;Nivel de Riesgo_2020;Fecha ultimo IRCA_2020;Nivel de Riesgo_2021;Fecha ultimo IRCA_2021;Nivel de Riesgo_2022;Fecha ultimo IRCA_2022;Nivel de Riesgo_2023;FECHA_IRCA_2023;Fecha_IRCA_2024;Nivel_Riesgo_2025;Punto_Toma_2025
124;134070;3295;3.967028;-76.430806;CALIMA;DISPERSA;134070;;123623;;FILTRACION COMPACTA;Filtracion;Si;LA FLORIDA BAJA;1;CENTRO TULUA;ACUEDUCTO RURAL ACUAFLORIDA BAJA;AUTOGESTION;;;30;120;60.15;;24/02/2026;Grifo;24.28;MEDIO;20/05/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;26/07/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;18/10/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;31/01/2023;Sin Dato;56.74;ALTO;30/07/2024;Grifo;73.39;ALTO;02/09/2025;Filtro;60.15;ALTO;24/02/2026;Grifo;68.09;;MEDIO;20/05/2020;INVIABLE SANITARIAMENTE;26/07/2021;INVIABLE SANITARIAMENTE;18/10/2022;INVIABLE SANITARIAMENTE;31/01/2023;30/07/2024;ALTO;Filtro
126;104566;931;3.977233;-76.435561;CALIMA;CENTRO POBLADO;104566;134791;115370;;SOLUCIONES_INDIVIDUALES (50%);Soluciones_Individuales;Si;LA GAVIOTA;1;CENTRO TULUA;ACUEDUCTO RURAL LA GAVIOTA ALTA - ACUAGAVIOTA;AUTOGESTION;;;70;280;48.54;;24/02/2026;Filtro;24.85;MEDIO;29/10/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;13/04/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;18/10/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;31/01/2023;Sin Dato;79.14;ALTO;21/08/2024;Grifo;0.00;SIN RIESGO;03/09/2025;Filtro;48.54;ALTO;24/02/2026;Filtro;59.23;;MEDIO;29/10/2020;INVIABLE SANITARIAMENTE;13/04/2021;INVIABLE SANITARIAMENTE;18/10/2022;INVIABLE SANITARIAMENTE;31/01/2023;21/08/2024;SIN RIESGO;Filtro
140;65514;940;4.027528;-76.423056;CALIMA;DISPERSA;65514;118561;130089;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;LA GUAIRA;1;CENTRO TULUA;JUNTA DE ACUEDUCTO LA GUAIRA;AUTOGESTION;;;8;0;45.87;;03/09/2025;Filtro;87.86;INVIABLE SANITARIAMENTE;26/08/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;13/04/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;18/10/2022;Sin Dato;78.01;ALTO;13/04/2023;Sin Dato;46.73;ALTO;17/09/2024;Grifo;45.87;ALTO;03/09/2025;Filtro;;;;Sin Toma;72.13;;INVIABLE SANITARIAMENTE;26/08/2020;INVIABLE SANITARIAMENTE;13/04/2021;INVIABLE SANITARIAMENTE;18/10/2022;ALTO;13/04/2023;17/09/2024;ALTO;Filtro
141;108391;155;;;CALIMA;DISPERSA;108391;112842;122180;40915;FIME;FIME;Si;LLANITOS;1;CENTRO TULUA;ACUALLANITOS S.A.S;EMPRESA DE SERVICIOS PUPLICOS;;;190;760;0.00;SIN RIESGO;15/04/2026;Grifo;0.00;SIN RIESGO;24/11/2020;Sin Dato;0.00;SIN RIESGO;17/03/2021;Sin Dato;30.66;MEDIO;26/10/2022;Sin Dato;21.58;MEDIO;21/02/2023;Sin Dato;21.58;MEDIO;27/08/2024;Grifo;0.00;SIN RIESGO;28/10/2025;Grifo;0.00;SIN RIESGO;15/04/2026;Grifo;10.55;;SIN RIESGO;24/11/2020;SIN RIESGO;17/03/2021;MEDIO;26/10/2022;MEDIO;21/02/2023;27/08/2024;SIN RIESGO;Grifo
142;119884;5647;3.912250;-76.468094;CALIMA;DISPERSA;119884;119110;119557;;FD+DESINFECCION;Filtracion;Si;PARCELACION LA CLARITA;2;CENTRO TULUA;ACUEDUCTO PARCELACION LA CLARITA;AUTOGESTION;;;16;64;30.22;;23/09/2025;Grifo;34.68;MEDIO;26/08/2020;Sin Dato;0.00;SIN RIESGO;02/02/2021;Sin Dato;63.58;ALTO;24/05/2022;Sin Dato;0.00;SIN RIESGO;23/05/2023;Sin Dato;0.00;SIN RIESGO;22/10/2024;Grifo;30.22;MEDIO;23/09/2025;Grifo;;;;Sin Toma;21.41;;MEDIO;26/08/2020;SIN RIESGO;02/02/2021;ALTO;24/05/2022;SIN RIESGO;23/05/2023;22/10/2024;MEDIO;Grifo
148;58654;188;3.941667;-76.477133;CALIMA;URBANO;58654;106133;;1743;CONVENCIONAL;Convencional;Si;URBANO;1;CENTRO TULUA;EMCALIMA ESP;EMPRESA DE SERVICIOS PUPLICOS;;;4129;16516;0.00;SIN RIESGO;05/05/2026;Grifo;0.00;SIN RIESGO;21/12/2020;Sin Dato;0.00;SIN RIESGO;21/01/2021;Sin Dato;0.00;SIN RIESGO;14/12/2022;Sin Dato;0.00;SIN RIESGO;19/01/2023;Sin Dato;0.00;SIN RIESGO;10/12/2024;Grifo;0.00;SIN RIESGO;13/11/2025;Grifo;0.00;SIN RIESGO;05/05/2026;Grifo;0.00;;SIN RIESGO;21/12/2020;SIN RIESGO;21/01/2021;SIN RIESGO;14/12/2022;SIN RIESGO;19/01/2023;10/12/2024;SIN RIESGO;Grifo
149;122153;186;3.941667;-76.477133;CALIMA;URBANO;122153;145439;145222;1743;CONVENCIONAL_MODULAR;Convencional;Si;URBANO;1;CENTRO TULUA;EMCALIMA ESP - CIUDADELA;EMPRESA DE SERVICIOS PUPLICOS;;;526;2104;0.00;SIN RIESGO;03/03/2026;Grifo;87.77;INVIABLE SANITARIAMENTE;21/12/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;08/03/2021;Sin Dato;18.18;MEDIO;14/12/2022;Sin Dato;82.84;INVIABLE SANITARIAMENTE;19/01/2023;Sin Dato;0.00;SIN RIESGO;10/12/2024;Grifo;0.00;SIN RIESGO;07/10/2025;Grifo;0.00;SIN RIESGO;03/03/2026;Grifo;39.34;;INVIABLE SANITARIAMENTE;21/12/2020;INVIABLE SANITARIAMENTE;08/03/2021;MEDIO;14/12/2022;INVIABLE SANITARIAMENTE;19/01/2023;10/12/2024;SIN RIESGO;Grifo
690;16016;16016;;;DAGUA;DISPERSA;;;;;NINGUNO;Ninguno;Si;CLORINDA ALTA;1;SUR CALI;SISTEMA DE ABASTO LA CLORINDA ALTA;AUTOGESTION;;;7;28;;;;Sin Toma;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Toma;;;;;;;;;;;;;Sin Dato
159;121827;1403;3.740389;-76.679361;DAGUA;CENTRO POBLADO;121827;115505;132256;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;ATUNCELA;1;SUR CALI;ASOCIACION AGUA VIGIA CORREGIMIENTO DE ATUNCELA MUNICIPIO DE DAGUA VALLE DEL CAUCA EN LIQUIDACION;AUTOGESTION;;;18;72;0.00;SIN RIESGO;24/11/2025;Filtro;88.89;INVIABLE SANITARIAMENTE;29/09/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;26/07/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;24/10/2022;Sin Dato;80.29;INVIABLE SANITARIAMENTE;26/09/2023;Sin Dato;81.48;INVIABLE SANITARIAMENTE;21/02/2024;Grifo;0.00;SIN RIESGO;24/11/2025;Filtro;;;;Sin Toma;70.09;;INVIABLE SANITARIAMENTE;29/09/2020;INVIABLE SANITARIAMENTE;26/07/2021;INVIABLE SANITARIAMENTE;24/10/2022;INVIABLE SANITARIAMENTE;26/09/2023;21/02/2024;SIN RIESGO;Filtro
183;101957;4056;3.737167;-76.678944;DAGUA;CENTRO POBLADO;101957;99594;109820;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;ATUNCELA;1;SUR CALI;ASOCIACION DE USUARIOS DEL ACUEDUCTO QUEBRADA LOS CHORROS, CORREGIMIENTO ATUNCELA, MUNICIPIO DE DAGUA;AUTOGESTION;;;64;252;0.00;SIN RIESGO;08/09/2025;Filtro;81.87;INVIABLE SANITARIAMENTE;29/09/2020;Sin Dato;80.81;INVIABLE SANITARIAMENTE;26/07/2021;Sin Dato;89.05;INVIABLE SANITARIAMENTE;24/10/2022;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;10/09/2024;Filtro;0.00;SIN RIESGO;08/09/2025;Filtro;;;;Sin Toma;50.35;;INVIABLE SANITARIAMENTE;29/09/2020;INVIABLE SANITARIAMENTE;26/07/2021;INVIABLE SANITARIAMENTE;24/10/2022;;;10/09/2024;SIN RIESGO;Filtro
200;105134;13730;3.564239;-76.636000;DAGUA;DISPERSA;105134;103439;122120;2155;FIME;FIME;Si;BORRERO AYERBE (KM 28);4;SUR CALI;ASOCIACION EMPRESA COMUNITARIA ACUEDUCTO BORRERO AYERBE - ECASP. ESP. - KM 28 AMBICHINTE;EMPRESA DE SERVICIOS PUPLICOS;;;158;632;0.00;SIN RIESGO;28/04/2026;Grifo;24.85;MEDIO;27/10/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;21/06/2021;Sin Dato;25.15;MEDIO;16/02/2022;Sin Dato;51.06;ALTO;25/05/2023;Sin Dato;;;;Sin Dato;90.37;INVIABLE SANITARIAMENTE;14/10/2025;Grifo;0.00;SIN RIESGO;28/04/2026;Grifo;46.12;;MEDIO;27/10/2020;INVIABLE SANITARIAMENTE;21/06/2021;MEDIO;16/02/2022;ALTO;25/05/2023;;INVIABLE SANITARIAMENTE;Grifo
201;33510;46;3.571653;-76.650000;DAGUA;CENTRO POBLADO;33510;51037;109740;2155;FIME;FIME;Si;BORRERO AYERBE (KM30);3;SUR CALI;ASOCIACION EMPRESA COMUNITARIA DE ACUEDUCTO DE BORRERO AYERBE - ECASP. ESP. - KM 30;EMPRESA DE SERVICIOS PUPLICOS;;;2173;8692;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;SIN RIESGO;16/12/2020;Sin Dato;0.00;SIN RIESGO;09/02/2021;Sin Dato;0.00;SIN RIESGO;29/11/2022;Sin Dato;0.00;SIN RIESGO;25/01/2023;Sin Dato;0.00;SIN RIESGO;21/08/2024;Grifo;0.00;SIN RIESGO;14/10/2025;Grifo;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;;SIN RIESGO;16/12/2020;SIN RIESGO;09/02/2021;SIN RIESGO;29/11/2022;SIN RIESGO;25/01/2023;21/08/2024;SIN RIESGO;Grifo
180;111599;2865;3.617889;-76.645694;DAGUA;DISPERSA;111599;108947;114226;;FD+DESINFECCION;Filtracion;Si;CENTELLA PARTE BAJA;1;SUR CALI;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CENTELLA (BAJA) CRGT VILLAHERMOSA - DAGUA.;AUTOGESTION;;;26;104;0.00;SIN RIESGO;24/02/2026;Grifo;24.85;MEDIO;10/11/2020;Sin Dato;86.61;INVIABLE SANITARIAMENTE;17/03/2021;Sin Dato;83.97;INVIABLE SANITARIAMENTE;06/06/2022;Sin Dato;78.01;ALTO;02/05/2023;Sin Dato;87.77;INVIABLE SANITARIAMENTE;21/10/2024;Grifo;79.14;ALTO;08/09/2025;Grifo;0.00;SIN RIESGO;24/02/2026;Grifo;62.91;;MEDIO;10/11/2020;INVIABLE SANITARIAMENTE;17/03/2021;INVIABLE SANITARIAMENTE;06/06/2022;ALTO;02/05/2023;21/10/2024;ALTO;Grifo
156;123562;3425;3.559194;-76.669278;DAGUA;DISPERSA;123562;122821;122267;;FD+DESINFECCION;Filtracion;Si;CONDOMINIO EL BOSQUE;2;SUR CALI;ACUEDUCTO PARCELACION EL BOSQUE;AUTOGESTION;;;180;720;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;SIN RIESGO;12/05/2020;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;20/10/2022;Sin Dato;0.00;SIN RIESGO;28/03/2023;Sin Dato;0.00;SIN RIESGO;03/09/2024;Grifo;23.26;MEDIO;25/06/2025;Grifo;0.00;SIN RIESGO;28/04/2026;Grifo;3.88;;SIN RIESGO;12/05/2020;;;SIN RIESGO;20/10/2022;SIN RIESGO;28/03/2023;03/09/2024;MEDIO;Grifo
206;124279;12979;3.566122;-76.631956;DAGUA;DISPERSA;124279;123347;122121;;PLANTA MODULAR;Planta Modular;Si;CONJUNTO CAMPESTRE AMBICHINTE;3;SUR CALI;CONJUNTO CAMPESTRE AMBICHINTE;AUTOGESTION;;;81;324;0.00;SIN RIESGO;25/06/2025;Grifo;0.00;SIN RIESGO;08/06/2020;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;26/10/2022;Sin Dato;0.00;SIN RIESGO;28/03/2023;Sin Dato;0.00;SIN RIESGO;08/08/2024;Grifo;0.00;SIN RIESGO;25/06/2025;Grifo;;;;Sin Toma;0.00;;SIN RIESGO;08/06/2020;;;SIN RIESGO;26/10/2022;SIN RIESGO;28/03/2023;08/08/2024;SIN RIESGO;Grifo
223;34221;47;3.565292;-76.575850;DAGUA;CENTRO POBLADO;34221;50561;;;FILTRACION COMPACTA;Filtracion;Si;EL CARMEN,BAHONDO,JUNTAS,LA VIRGINIA,AGUA SUCIA,BORRERO AYERBE,ALTO CARMEN;7;SUR CALI;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN;AUTOGESTION;;;863;3462;0.00;SIN RIESGO;03/02/2026;Bayoneta;0.00;SIN RIESGO;16/12/2020;Sin Dato;0.00;SIN RIESGO;09/02/2021;Sin Dato;0.00;SIN RIESGO;26/10/2022;Sin Dato;0.00;SIN RIESGO;25/01/2023;Sin Dato;0.00;SIN RIESGO;03/09/2024;Bayoneta;0.00;SIN RIESGO;14/10/2025;Grifo;0.00;SIN RIESGO;03/02/2026;Bayoneta;0.00;;SIN RIESGO;16/12/2020;SIN RIESGO;09/02/2021;SIN RIESGO;26/10/2022;SIN RIESGO;25/01/2023;03/09/2024;SIN RIESGO;Grifo
681;30196;1404;;;DAGUA;DISPERSA;30196;;;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;EL CAUCHAL;1;SUR CALI;CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA VEREDA EL CAUCHAL - DAGUA;AUTOGESTION;;;43;172;0.00;SIN RIESGO;17/06/2024;Filtro;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;17/06/2024;Filtro;;;;Sin Dato;;;;Sin Toma;0.00;;;;;;;;;;17/06/2024;;Sin Dato
680;1056;1056;;;DAGUA;DISPERSA;1056;;;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;EL DANUBIO;1;SUR CALI;CONSEJO COMUNITARIO DE LA COMUNIDAD NEGRA VEREDA EL DANUBIO;AUTOGESTION;;;23;92;1.42;;17/06/2024;Filtro;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;1.42;SIN RIESGO;17/06/2024;Filtro;;;;Sin Dato;;;;Sin Toma;1.42;;;;;;;;;;17/06/2024;;Sin Dato
218;51613;2852;3.519306;-76.652833;DAGUA;DISPERSA;51613;34933;143360;;FD+DESINFECCION;Filtracion;Si;EL DIVISO;1;SUR CALI;JUNTA DE ACCION COMUNAL VEREDA EL DIVISO. PERSONERIA JURIDICA 069;AUTOGESTION;;;65;260;30.22;;03/03/2026;Grifo;8.63;BAJO;07/12/2020;Sin Dato;0.00;SIN RIESGO;25/02/2021;Sin Dato;25.15;MEDIO;08/11/2022;Sin Dato;24.56;MEDIO;18/04/2023;Sin Dato;0.00;SIN RIESGO;26/08/2024;Grifo;18.18;MEDIO;13/11/2025;Grifo;30.22;MEDIO;03/03/2026;Grifo;15.25;;BAJO;07/12/2020;SIN RIESGO;25/02/2021;MEDIO;08/11/2022;MEDIO;18/04/2023;26/08/2024;MEDIO;Grifo
683;6125;6125;;;DAGUA;DISPERSA;6125;;;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;EL PLACER;1;SUR CALI;JUNTA DE ACCION COMUNAL VEREDA EL PLACER;AUTOGESTION;;;40;160;0.00;SIN RIESGO;17/06/2024;Filtro;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;17/06/2024;Filtro;;;;Sin Dato;;;;Sin Toma;0.00;;;;;;;;;;17/06/2024;;Sin Dato
193;32190;48;3.530111;-76.709833;DAGUA;CENTRO POBLADO;32190;103436;114225;21584;FIME;FIME;Si;EL QUEREMAL, POTRERITO, ALTO SAN JUAN Y EL TIGRE.;4;SUR CALI;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO QUEREMAL ASUAQ;EMPRESA DE SERVICIOS PUPLICOS;;;1693;6772;0.00;SIN RIESGO;03/02/2026;Grifo;0.00;SIN RIESGO;16/12/2020;Sin Dato;0.00;SIN RIESGO;09/02/2021;Sin Dato;0.00;SIN RIESGO;03/08/2022;Sin Dato;0.00;SIN RIESGO;25/01/2023;Sin Dato;0.00;SIN RIESGO;03/09/2024;Grifo;0.00;SIN RIESGO;14/10/2025;Grifo;0.00;SIN RIESGO;03/02/2026;Grifo;0.00;;SIN RIESGO;16/12/2020;SIN RIESGO;09/02/2021;SIN RIESGO;03/08/2022;SIN RIESGO;25/01/2023;03/09/2024;SIN RIESGO;Grifo
686;19023;19023;;;DAGUA;DISPERSA;19023;;;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;JUNTAS;1;SUR CALI;JUNTA DE ACCION COMUNAL CORREGIMIENTO DE JUNTAS;AUTOGESTION;;;72;280;0.00;SIN RIESGO;24/11/2025;Filtro;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;16/10/2024;Filtro;0.00;SIN RIESGO;24/11/2025;Filtro;;;;Sin Toma;0.00;;;;;;;;;;16/10/2024;SIN RIESGO;Filtro
682;32475;6124;;;DAGUA;DISPERSA;32475;;;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;LA CASCADA;1;SUR CALI;JUNTA DE ACCION COMUNAL CORREGIMIENTO LA CASCADA;AUTOGESTION;;;45;180;0.00;SIN RIESGO;17/06/2024;Filtro;;;;Sin Dato;82.47;INVIABLE SANITARIAMENTE;20/10/2021;Sin Dato;0.00;SIN RIESGO;13/09/2022;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;17/06/2024;Filtro;;;;Sin Dato;;;;Sin Toma;27.49;;;;INVIABLE SANITARIAMENTE;20/10/2021;SIN RIESGO;13/09/2022;;;17/06/2024;;Sin Dato
170;44630;4057;3.761389;-76.665917;DAGUA;CENTRO POBLADO;44630;33142;109723;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;LOBOGUERRERO;1;SUR CALI;ASOCIACION DE USUARIOS ACUEDUCTO LOBOGUERRERO;AUTOGESTION;;;690;2415;0.00;SIN RIESGO;24/11/2025;Filtro;24.56;MEDIO;29/09/2020;Sin Dato;0.00;SIN RIESGO;18/02/2021;Sin Dato;83.97;INVIABLE SANITARIAMENTE;06/06/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;31/01/2023;Sin Dato;0.00;SIN RIESGO;26/11/2024;Filtro;0.00;SIN RIESGO;24/11/2025;Filtro;;;;Sin Toma;32.72;;MEDIO;29/09/2020;SIN RIESGO;18/02/2021;INVIABLE SANITARIAMENTE;06/06/2022;INVIABLE SANITARIAMENTE;31/01/2023;26/11/2024;SIN RIESGO;Filtro
155;123224;12974;3.577222;-76.609167;DAGUA;DISPERSA;123224;122797;122133;;FILTRACION COMPACTA;Filtracion;Si;PARCELACION ASOFLORESTA , EL VERGEL;3;SUR CALI;ACUEDUCTO PARCELACION CAMPESTRE ASOFLORESTA;AUTOGESTION;;;120;480;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;SIN RIESGO;23/11/2020;Sin Dato;;;;Sin Dato;31.58;MEDIO;03/11/2022;Sin Dato;7.02;BAJO;25/05/2023;Sin Dato;17.54;MEDIO;08/08/2024;Grifo;0.00;SIN RIESGO;17/09/2025;Grifo;0.00;SIN RIESGO;28/04/2026;Grifo;9.36;;SIN RIESGO;23/11/2020;;;MEDIO;03/11/2022;BAJO;25/05/2023;08/08/2024;SIN RIESGO;Grifo
221;121524;3953;3.561944;-76.605556;DAGUA;DISPERSA;121524;120201;122054;;FD+DESINFECCION;Filtracion;Si;PARCELACION EL ENSUENO ETAPA 2 SERES: A , B.;1;SUR CALI;PARCELACION EL ENSUENO SEGUNDA ETAPA;AUTOGESTION;;;43;172;0.00;SIN RIESGO;28/04/2026;Grifo;0.00;SIN RIESGO;23/11/2020;Sin Dato;;;;Sin Dato;74.77;ALTO;19/10/2022;Sin Dato;0.00;SIN RIESGO;07/03/2023;Sin Dato;0.00;SIN RIESGO;20/08/2024;Grifo;0.00;SIN RIESGO;09/09/2025;Grifo;0.00;SIN RIESGO;28/04/2026;Grifo;12.46;;SIN RIESGO;23/11/2020;;;ALTO;19/10/2022;SIN RIESGO;07/03/2023;20/08/2024;SIN RIESGO;Grifo
164;124277;3423;3.537778;-76.613333;DAGUA;DISPERSA;124277;123345;122134;;FD+DESINFECCION;Filtracion;Si;PARCELACION MONTERRICO;2;SUR CALI;ASOCIACION DE PROPIETARIOS PARCELACION MONTERRICO;AUTOGESTION;;;170;680;94.57;;07/04/2025;Grifo;63.58;ALTO;08/06/2020;Sin Dato;;;;Sin Dato;89.05;INVIABLE SANITARIAMENTE;24/10/2022;Sin Dato;78.01;ALTO;28/03/2023;Sin Dato;89.05;INVIABLE SANITARIAMENTE;17/04/2024;Grifo;94.57;INVIABLE SANITARIAMENTE;07/04/2025;Grifo;;;;Sin Toma;82.85;;ALTO;08/06/2020;;;INVIABLE SANITARIAMENTE;24/10/2022;ALTO;28/03/2023;17/04/2024;INVIABLE SANITARIAMENTE;Grifo
167;102666;4055;3.658167;-76.679572;DAGUA;DISPERSA;102666;99595;114507;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;SAN JOAQUIN;1;SUR CALI;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN JOAQUIN-ASOSANJOAQUIN;AUTOGESTION;;;22;88;0.00;SIN RIESGO;16/03/2026;Filtro;;;;Sin Dato;;;;Sin Dato;0.00;SIN RIESGO;19/10/2022;Sin Dato;24.85;MEDIO;22/02/2023;Sin Dato;0.00;SIN RIESGO;10/09/2024;Filtro;;;;Sin Dato;0.00;SIN RIESGO;16/03/2026;Filtro;6.21;;;;;;SIN RIESGO;19/10/2022;MEDIO;22/02/2023;10/09/2024;;Sin Dato
168;50555;4054;3.655803;-76.677483;DAGUA;CENTRO POBLADO;50555;50560;109725;;SOLUCIONES_INDIVIDUALES;Soluciones_Individuales;Si;SAN VICENTE;1;SUR CALI;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN VICENTE-AGUASANVICENTE;AUTOGESTION;;;58;232;0.00;SIN RIESGO;16/03/2026;Filtro;;;;Sin Dato;;;;Sin Dato;87.77;INVIABLE SANITARIAMENTE;03/08/2022;Sin Dato;87.77;INVIABLE SANITARIAMENTE;31/01/2023;Sin Dato;0.00;SIN RIESGO;10/09/2024;Filtro;;;;Sin Dato;0.00;SIN RIESGO;16/03/2026;Filtro;43.88;;;;;;INVIABLE SANITARIAMENTE;03/08/2022;INVIABLE SANITARIAMENTE;31/01/2023;10/09/2024;;Sin Dato
181;33511;345;3.630083;-76.705528;DAGUA;CENTRO POBLADO;33511;33755;128406;;FD+DESINFECCION;Filtracion;Si;SANTA MARIA PARTE BAJA;1;SUR CALI;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SANTA MARIA PARTE BAJA - ASUASBA;AUTOGESTION;;;95;333;57.55;;18/03/2026;Grifo;57.14;ALTO;31/08/2020;Sin Dato;85.27;INVIABLE SANITARIAMENTE;28/06/2021;Sin Dato;57.55;ALTO;27/07/2022;Sin Dato;56.74;ALTO;22/03/2023;Sin Dato;58.39;ALTO;10/10/2024;Grifo;64.00;ALTO;20/08/2025;Grifo;57.55;ALTO;18/03/2026;Grifo;62.38;;ALTO;31/08/2020;INVIABLE SANITARIAMENTE;28/06/2021;ALTO;27/07/2022;ALTO;22/03/2023;10/10/2024;ALTO;Grifo
174;34208;2849;3.507444;-76.648000;DAGUA;CENTRO POBLADO;34208;32484;109803;;FD+DESINFECCION;Filtracion;Si;TOCOTA;1;SUR CALI;ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA TOCOTA - ASOTOCOTA;AUTOGESTION;;;228;912;1.44;;03/03/2026;Grifo;0.00;SIN RIESGO;07/12/2020;Sin Dato;0.00;SIN RIESGO;25/02/2021;Sin Dato;0.00;SIN RIESGO;08/11/2022;Sin Dato;0.00;SIN RIESGO;08/02/2023;Sin Dato;0.00;SIN RIESGO;26/08/2024;Grifo;22.22;MEDIO;13/11/2025;Grifo;1.44;SIN RIESGO;03/03/2026;Grifo;3.38;;SIN RIESGO;07/12/2020;SIN RIESGO;25/02/2021;SIN RIESGO;08/11/2022;SIN RIESGO;08/02/2023;26/08/2024;MEDIO;Grifo
