ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
627;;PRADERA;UNIDAD DE SERVICIO MAYAGUEZ 1;URBANO;CALLE 10  CARRERA 7B;UNIDAD DE SERVICIO MAYAGUEZ 1;3166368984;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;28/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.431;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
630;;PRADERA;CENTRO DE CAPACITACIÓN OCUPACIONAL PORVENIR LTDA;URBANO;CARRERA 14 # 10  - 32;CENTRO DE CAPACITACIÓN OCUPACIONAL PORVENIR LTDA;3113865933;11;11;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;20/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.384;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;12.94;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
631;;PRADERA;INSITUTO COLOMBIANO DE SABER INTEGRAL;URBANO;CALLE 8 # 3  - 95;INSITUTO COLOMBIANO DE SABER INTEGRAL;3216114112;47;47;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;24,5/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.518;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;16.71;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
633;;PRADERA;UNIDAD DE SERVICIO SENDERO DE LOS ANGELES;URBANO;CALLE 10  CARRERA 4;SENDERO DE LOS ANGELES;3166368984;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;23/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.39;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
634;;PRADERA;UNIDAD DE SERVICIO EXPLORADORES;URBANO;CALLE 5 # 5  - 42;EXPLORADORES;3166368984;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;23/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.424;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
635;;PRADERA;UNIDAD DE SERVICIOS LOS PITUFOS;URBANO;CALLE 7 # 14  - 45;LOS PITUFOS;3166368984;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;21/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.392;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
636;;PRADERA;UNIDAD DE SERVICIO LA GRANJA;URBANO;CARRERA 5 # 8  - 48;LA GRANJA;3166368984;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;22/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.407;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
637;176563000024;PRADERA;I.E. ATENEO SEDE PRINCIPAL;URBANO;CALLE 6 # 9  - 18;I.E. ATENEO SEDE PRINCIPAL;SD;769;769;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;27/30;FAVORABLE;2026-02-26;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;599;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.73;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;24.24;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
645;;PRADERA;JARDIN INFANTIL SEMILLITAS;URBANO;CALLE 6 # 3  - 51;SEMILLITAS;3137030698;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;20/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.613;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
646;;PRADERA;FIJANDO HUELLAS;URBANO;CALLE 3 # 7  - 51;FIJANDO HUELLAS;3135448429;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;17,5/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.577;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
650;;PRADERA;HOGAR INFANTIL ALFREDO POSADA GARCIA;URBANO;CARRERA 12 # 5  - 86;ALFREDO POSADA GARCIA;2691984;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;25/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.561;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
654;;PRADERA;INSCUC;URBANO;CALLE 10 # 12  - 24;INSCUC;3162280101;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;20/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.333;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
673;;RESTREPO;IE JULIO FERNANDEZ MEDINA SEDE MARCO FIDEL SUAREZ  (D.P);RURAL;VEREDA SAN PABLO;MARCO FIDEL SUAREZ  (D.P);3225998029;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ASOCIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA DE LA VEREDA SAN PABLO;SIN RIESGO;SIN RIESGO;487;FILTRO EKOFIL;QUEBRADAS BELLAVISTA Y ALTAMIRA;25.5;FAVORABLE CON REQUERIMIENTOS;2025-09-28;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;643;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;12.2;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
679;;RESTREPO;IENEV SEDE LOS NIAZA #53;RURAL;VDA CHONTADURO;LOS NIAZA #53;3206599076;29;29;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE PUEBLO NUEVO Y CABILDO NIAZA - ACUANIPU;SIN RIESGO;SIN RIESGO;13077;NO REGISTRA;NO REGISTRA;21.5;FAVORABLE CON REQUERIMIENTOS;2026-03-05;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;651;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.448;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;19.03;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
687;276616000255;RIOFRIO;ESCUELA N. 9 CAMILO TORRES;RURAL;CORREGIMIENTO LA ZULIA;;3113380969;52;52;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDUCTO EL DIAMANTE - LA ZULIA;SIN RIESGO;SIN RIESGO;2749;ACUEDUTO RURAL;QUEBRADA LA ZULIA;22.0;FAVORABLE CON REQUERIMIENTOS;2025-05-16;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.727;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;20.58;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
688;276616000255;RIOFRIO;ESCUELA N. 9 CAMILO TORRES PRIMARIA;RURAL;LA ZULIA;;3117381543;38;38;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDUCTO EL DIAMANTE - LA ZULIA;SIN RIESGO;SIN RIESGO;2749;ACUEDUTO RURAL;QUEBRADA LA ZULIA;21.0;FAVORABLE CON REQUERIMIENTOS;2025-05-16;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.609;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;19.74;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
700;276616000387;RIOFRIO;ESCUELA RURAL MIXTA MARCO FIDEL SUAREZ N. 32;RURAL;CARRERA 5 # 15  - 53  VEREDA SANTA RITA;;3218129563;6;6;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUVALLE S.A E.S.P;SIN RIESGO;SIN RIESGO;;PLANTA CONVENCIONAL;RIO CUANCUA;22.0;FAVORABLE CON REQUERIMIENTOS;2025-04-02;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.571;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;15.08;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
712;276616000298;RIOFRIO;JOSE ANTONIO ANZOATEGUI;RURAL;VEREDA LA MARINA;;3235748727;5;5;0;2;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;S.D;S.D;S.D;16.0;FAVORABLE CON REQUERIMIENTOS;2025-04-04;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;2.019;IE HERNANDO LLORENTE ARROYO;JOSE ANTONIO ANZOATEGUI;RURAL;VDA  LA  MARINA;COINCIDENCIA_NOMBRE_FUERTE;1.0;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;33.56;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.41;BAJA
718;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE FRANCISCO DE PAULA SANTANDER;RURAL;VEREDA LA SOLEDAD;FRANCISCO DE PAULA SANTANDER;3154540589;8;8;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO LA VEREDA LA SOLEDAD;RIESGO MEDIO;MEDIO;3171;ACUEDUCTO RURAL;Q. CRISTALINA 1 Y 2;24/30;FAVORABLE CON REQUERIMIENTOS;2026-03-10;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;700;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;POSIBLE_COINCIDENCIA_REVISAR;0.873;PREVENTIVO;Medio;SIN_COORDENADA;SI;MEDIA;37.76;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;2.0;BAJA
730;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO-SEDE FRANCISCO JOSE DE CALDAS;RURAL;CORREGIMIENTO EL PIE;FRANCISCO JOSE DE CALDAS;3108208769;5;5;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL VEREDA EL PIE;RIESGO ALTO;ALTO;899;FILTRO EKOFIL;Q. EL MESTIZO;20/30;FAVORABLE CON REQUERIMIENTOA;2026-02-13;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;685;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;POSIBLE_COINCIDENCIA_REVISAR;0.851;PRIORITARIO;Alto e inviable;SIN_COORDENADA;SI;MEDIA;55.91;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.45;BAJA
731;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE FRANCISCO JOSE DE CALDAS-FUNDACION PRODESARROLLO COMUNITARIO;RURAL;CORREGIMIENTO EL PIE;FRANCISCO JOSE DE CALDAS-FUNDACION PRODESARROLLO COMUNITARIO;;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUEDUCTO RURAL VEREDA EL PIE;RIESGO ALTO;ALTO;899;FILTRO EKOFIL;Q. EL MESTIZO;SD;SD;;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;697;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.628;PRIORITARIO;Alto e inviable;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;49.85;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;0.0;BAJA
735;;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE NUESTRA SEÑORA DEL CARMEN-FUNDACION PRODESARROLLO COMUNITARIO;RURAL;VEREDA MATEGUADUA;NUESTRA SEÑORA DEL CARMEN-FUNDACION PRODESARROLLO COMUNITARIO;3108208789;5;5;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO;NO REGISTRA;SD;SIN DATO;No Registra;FUENTE PROPIA;NO REGISTRA;27/30;FAVORABLE CON REQUERIMIENTOS;2026-03-10;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;699;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.667;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA";SI;BAJA;33.56;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.41;BAJA
742;;ROLDANILLO;I.E. BELISARIO PEÑA PIÑEIRO SEDE PRINCIPAL;URBANO;CALLE 11 # 6  - 55;PRINCIPAL;3127952477;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;53;PLANTA ACUAVALLE S.A ESP;SARA BRUT - QUEBRADA ROLDANILLO;24.5/30;FAVORABLE CON REQUERIMIENTOS;2025-04-10;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;689;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;12.2;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
752;;ROLDANILLO;I.E NORMAL SUPERIOR JORGE ISAAC SEDE PRINCIPAL;URBANO;CARRERA 7 # 15  - 70;PRINCIPAL;3114275661;919;919;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;53;PLANTA ACUAVALLE S.A ESP;SARA BRUT - QUEBRADA ROLDANILLO;20/30;FAVORABLE CON REQUERIMIENTOS;2025-02-20;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;706;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.757;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;28.32;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
753;;ROLDANILLO;I.E. SEÑORA DE CHIQUINQUIRA SEDE PRINCIPAL - ACCION POR COLOMBIA;URBANO;CALLE 4 # 5  - 38  BARRIO LA ERMITA;PRINCIPAL - ACCION POR COLOMBIA;2490075;926;926;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;53;PLANTA ACUAVALLE S.A ESP;SARA BRUT - QUEBRADA ROLDANILLO;28/30;FAVORABLE CON REQUERIMIENTOS;2025-09-10;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;707;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.6;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;28.34;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
755;;ROLDANILLO;INSTITUCION EDUCATIVA NORMAL SUPERIOR JORGE ISAACS SEDE CARLOS VILLAFANE - ACCION POR COLOMBIA;URBANO;CARRERA 10 # 13  - 40;CARLOS VILLAFANE - ACCION POR COLOMBIA;3116033514;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;53;PLANTA ACUAVALLE S.A ESP;SARA BRUT - QUEBRADA ROLDANILLO;No Registra;SIN CONCEPTO;2025-06-24;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;709;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
773;;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE MIGUEL ANTONIO CARO PRINCIPAL;RURAL;CGTO PRESIDENTE;MIGUEL ANTONIO CARO PRINCIPAL;3117658625;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;212;PLANTA ACUAVALLE S.A ESP;QUEBRADA LA ARTIETA;20.5;FAVORABLE CON REQUERIMIENTOS;2026-03-06;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;736;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.571;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;12.2;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
796;;SEVILLA;I.E. BENJAMIN HERRERA SEDE GENERAL SANTANDER SATELITE MEDIO SAN MARCOS;RURAL;VDA MEDIO SAN MARCOS;GENERAL SANTANDER SATELITE MEDIO SAN MARCOS;3123165914;6;6;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;SD;;SD;19.5;FAVORABLE CON REQUERIMIENTOS;2025-07-23;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;768;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.947;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA";SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
799;;SEVILLA;I.E. SANTA BARBARA SEDE GENERAL SANTANDER QUEBRADA NUEVA;RURAL;VDA QUEBRADA NUEVA;GENERAL SANTANDER QUEBRADA NUEVA;3136493635;47;47;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS ACUDUCTO QUEBRADA NUEVA - ACUANUEVA;SIN RIESGO;SIN RIESGO;195;;QUEBRADA JUAN GRANADA, GUAMERA, Y LA DEL MEDIO;21.5;FAVORABLE CON REQUERIMIENTOS;2026-04-16;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;776;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;20.31;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
