ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
440;376275800075;FLORIDA;FUNDACION SANTA BETHEL - FUNSABET;URBANO;CALLE 10 # 24  - 53;FUNDACION SANTA BETHEL - FUNSABET;3127661558;53;53;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;24/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.413;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;17.03;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
445;376275000795;FLORIDA;COLEGIO RICARDO NIETO;RURAL;CALLE 8 # 15 - 33;RICARDO NIETO;3117714868;19;19;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;28,5/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.769;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;14.33;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
446;376275001350;FLORIDA;COLEGIO EMANUEL;URBANO;CALLE 10 # 16  - 52;EMANUEL;3206779576;505;505;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;15/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;POSIBLE_COINCIDENCIA_REVISAR;0.857;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;23.1;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
447;;FLORIDA;JARDIN INFANTIL GIRSOLES DE COLORES;URBANO;CARRERA 13 # 9  - 60;GIRSOLES DE COLORES;3234813024;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;22,5/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.689;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
448;;FLORIDA;CENTRO REGIONAL DE ESTUDIOS INTEGRADOS CREI;URBANO;CALLE 9 # 15  - 54;CENTRO REGIONAL DE ESTUDIOS INTEGRADOS CREI;3117721930;210;210;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;20/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.479;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;20.73;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
449;376275001686;FLORIDA;COLEGIO TECNICO AGROAMBIENTAL ALEXANDER VON HUMBOLDT;URBANO;CARRERA 19 # 11  - 59;ALEXANDER VON HUMBOLDT;3153860108;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;29/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.389;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
453;276275000359;FLORIDA;I.E. ATANASIO GIRARDOT SEDE SANTA ANA;RURAL;VEREDA EL REMOLINO;SANTA ANA;3152696009;53;53;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;15/30;FAVORABLE;2026-02-26;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;410;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;17.03;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
458;276275000944;FLORIDA;I.E. REGIONAL SIMON BOLIVAR SEDE SIMON BOLIVAR (PRINCIPAL);RURAL;CORREGIMIENTO SAN ANTONIO DE LOS CABALLEROS;SIMON BOLIVAR (PRINCIPAL);2627442;370;370;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;15/30;FAVORABLE;2026-02-26;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;437;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;22.26;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
459;;FLORIDA;INSTITUTO DE FORMACION LABORAL INSDEFORLA;URBANO;CARRERA 8 # 7  - 17;INSTITUTO DE FORMACION LABORAL INSDEFORLA;3113456364;50;50;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;20/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.476;RUTINARIO;Sin riesgo y bajo;"SIN_COORDENADA; CRUCE_PENDIENTE";SI;MEDIA;16.87;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
460;;FLORIDA;INSTITUCIONAL EDUCATIVA HAPPY KIDS;URBANO;CARRERA 17 # 6  - 37;HAPPY KIDS;3106942864;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;29/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.427;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
461;;FLORIDA;INSTITUCION EDUCATIVA  CENTRO DE ESTUDIO TECNICO LABORAL DE COLOMBIA;URBANO;CARRERA 22 # 9  - 65;CENTRO DE ESTUDIO TECNICO LABORAL DE COLOMBIA;3154514239;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;3193;PLANTA ACUAVALLE S.A ESP;RÍO FRAYLE;27/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.433;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
462;276275001461;FLORIDA;I.E. IDEBIC SEDE PRINCIPAL KWE`SX NASA KSXA' WNXI;RURAL;FINCA EL CAJON - COMUNIDAD LOMA GORDA;KWE`SX NASA KSXA' WNXI;3103892364;300;300;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;LOMA GORDA;SD;SIN DATO;;COMPACTA - VALLECAUCANA;;15/30;;;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;450;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.775;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA";SI;BAJA;38.79;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;1.24;BAJA
490;276318000013;GUACARÍ;I.E. SIMON BOLIVAR SEDE MANUELA BELTRÁN (PRINCIPAL);RURAL;CORREGIMIENTO DE SONSO;MANUELA BELTRÁN (PRINCIPAL);3158973577;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;39;PLANTA ACUAVALLE S.A ESP;RIO GUABAS;0.31;FAVORABLE;2026-03-12;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;481;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
502;176318000701;GUACARÍ;I.E. PEDRO VICENTE ABADIA SEDE FRANCISCO JOSE DE CALDAS;URBANO;CALLE 5 # 2  - 100;FRANCISCO JOSE DE CALDAS;6022558472;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;39;PLANTA ACUAVALLE S.A ESP;RIO GUABAS;0.31;FAVORABLE;2026-03-12;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;503;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
508;276318000129;GUACARÍ;I.E. GENERAL SANTANDER SEDE MARCO FIDEL SUAREZ;RURAL;VEREDA CHAFALOTE;MARCO FIDEL SUAREZ;3137439783;13;13;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOJUMACHAGUA;RIESGO ALTO;ALTO;359;DESINFECCIÓN;QUEBRADA LA MAGDALENA;44.56;DESFAVORABLE;2026-02-11;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;496;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_COORDENADA;SI;MEDIA;62.41;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.13;MEDIA
540;;LA UNION;I.E SAN JOSE SEDE SANTA CLARA;RURAL;CALLE 4 # 2  - 17  CORREGIMIENTO SAN LUIS;SANTA CLARA;3206207600;90;90;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS ACUEDUCTO SAN PEDRO Y SAN LUIS ASUASPEL- SISTEMA 1;RIESGO MEDIO;MEDIO;337;ACUEDUCTO RURAL;Q. JORDAN - Q. SONORA - Q. EL RINCON;27.5/30;FAVORABLE;2025-12-09;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;541;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_COORDENADA;SI;MEDIA;40.44;MEDIA;Mantener seguimiento preventivo por matrícula significativa.;3.92;BAJA
552;;LA UNION;IE QUEBRADAGRANDE SEDE PRINCIPAL;RURAL;QUEBRADA GRANDE;PRINCIPAL;3017718372;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE QUEBRADA GRANDE;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;3178;FILTRO EKOFIL;Q. JORDAN;27.5/30;FAVORABLE CON REQUERIMIENTOS;2026-03-10;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;551;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.687;PRIORITARIO;Alto e inviable;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA";SI;BAJA;67.2;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;0.0;BAJA
587;;OBANDO;I.E POLICARPA SALAVARREITA SEDE PRIMARIA;RURAL;CORREGIMIENTO SAN ISIDRO;PRIMARIA;3163572282;25;25;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE SAN ISIDRO;RIESGO ALTO;ALTO;2625;ACUEDUCTO RURAL;Q. COMINALES;27.5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-05;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;591;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.759;PRIORITARIO;Alto e inviable;SIN_COORDENADA;SI;MEDIA;59.89;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.46;MEDIA
589;;OBANDO;I.E MARIA ANALIA ORTIZ HORMANZA BACHILLERATO;RURAL;CORREGIMIENTO VILLA RODAS;I.E MARIA ANALIA ORTIZ HORMANZA BACHILLERATO;3217085850;66;66;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE VILLA RODAS # 1;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;1922;FILTRO EKOFIL;Q. EL GUAICO - Q. EL PEÑOL;28.5/30;FAVORABLE CON REQUERIMIENTOS;2026-03-06;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;572;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.764;PRIORITARIO;Alto e inviable;SIN_COORDENADA;SI;MEDIA;76.21;MUY ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;7.67;ALTA
590;;OBANDO;I.E MARIA ANALIA ORTIZ HORMANZA SEDE PRIMARIA;RURAL;CORREGIMIENTO VILLA RODAS;PRIMARIA;3153835753;33;33;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE VILLA RODAS # 1;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;1922;FILTRO EKOFIL;Q. EL GUAICO - Q. EL PEÑOL;26.5/30;FAVORABLE CON REQUERIMIENTOS;2026-03-06;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;573;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.778;PRIORITARIO;Alto e inviable;SIN_COORDENADA;SI;MEDIA;74.37;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;6.43;ALTA
598;;OBANDO;I.E SAN JOSE SEDE GENERAL SANTANDER;URBANO;CARRERA 5 # 2  - 45;GENERAL SANTANDER;3156021838;252;252;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;58;PLANTA ACUAVALLE S.A ESP;SARA BRUT - QUEBRADA EL NARANJO;25.5/30;FAVORABLE CON REQUERIMIENTOS;2025-08-29;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;577;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_COORDENADA;SI;MEDIA;24.82;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
619;;PRADERA;CDI RONDA DE NIÑOS;URBANO;CALLE 1 # 17  - 22;RONDA DE NIÑOS;3125359397;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;24/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.438;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
620;;PRADERA;JARDIN INFANTIL PEQUEÑOS GIGANTES;URBANO;CALLE 7 #  5-51;JARDIN INFANTIL PEQUEÑOS GIGANTES;2671763;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;20/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.806;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
621;;PRADERA;HOGAR COMUNITARIO FLORECITAS;URBANO;CALLE 9 # 4  - 53;HOGAR COMUNITARIO FLORECITAS;3104957723;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;24/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.432;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
622;;PRADERA;CDI MAYAGUEZ SIPI;URBANO;CALLE 10 CARRERA 3 ESQUINA;CDI MAYAGUEZ SIPI;3226754742;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;24/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.423;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
623;;PRADERA;HOGAR COMUNITARIO ICBF EL ALBERGUE;URBANO;CALLE 9 # 5  - 51;ICBF EL ALBERGUE;3145669507;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;25/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.407;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
624;;PRADERA;HOGAR COMUNITARIO ICBF LOS TOPITOS;URBANO;CALLE 9 # 4  - 50;LOS TOPITOS;3145164501;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;23/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.411;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
625;;PRADERA;ALCALDIA DE PRADERA CONVENIO CON EL SENA;URBANO;CALLE 6 # 3  - 71;ALCALDIA DE PRADERA CONVENIO CON EL SENA;3148854046;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;20/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.496;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
626;;PRADERA;UNIDAD DE SERVICIO LOS PITUFOS;URBANO;CALLE 5 # CARRERA   - 1A  ESQUINA 2 PISO;UNIDAD DE SERVICIO LOS PITUFOS;3166368984;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;64595;PLANTA ACUAVALLE S.A ESP;RÍO BOLO;28/30;FAVORABLE;2026-02-26;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;SIN_COINCIDENCIA_FUERTE;0.4;RUTINARIO;Sin riesgo y bajo;"SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;8.6;BAJA;Priorizar georreferenciación de la sede educativa.;0.0;BAJA
