ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
11;276233000481;DAGUA;I.E. GUILLERMO VALENCIA SEDE PRINCIPAL;RURAL;CORREGIMIENTO EL PIÑAL;PRINCIPAL;6022450778;65;65;0;85;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION ABASTO DE AGUA MARIA -PIÑAL- MUNICIPIO DE LA CUMBRE Y DAGUA VALLE DEL CAUCA -CORABASE;SIN RIESGO;SIN RIESGO;1401;ACUEDUCTO RURAL CORABASE;NACIMIENTO BENDICIONES;20,5/30;FAVORABLE;2026-02-14;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;265;;;;;;;;-76.66;3.68;;;-76.66;3.68;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE GUILLERMO VALENCIA;GUILLERMO VALENCIA;RURAL;CORREG EL PIÑAL;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;15.57;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
12;276233000634;DAGUA;I.E. GUILLERMO VALENCIA SEDE JORGE ELIECER GAITAN;RURAL;VEREDA BOLIVIA;JORGE ELIECER GAITAN;3113607301;13;13;13;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION ABASTO DE AGUA MARIA -PIÑAL- MUNICIPIO DE LA CUMBRE Y DAGUA VALLE DEL CAUCA -CORABASE;SIN RIESGO;SIN RIESGO;1401;ACUEDUCTO RURAL CORABASE;NACIMIENTO BENDICIONES;17,5/30;FAVORABLE;2026-02-14;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;270;INSTITUCION EDUCATIVA GUILLERMO VALENCIA.;JORGE ELIECER GAITAN;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA BOLIVIA;-76.65590002;3.672104657;-76.65590002;3.672104657;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;13;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;11.36;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
13;276233000260;DAGUA;I.E. SANTA TERESITA DEL NIÑO JESUS SEDE PRINCIPAL;RURAL;CORREGIMIENTO EL CARMEN;PRINCIPAL;3174270005;363;363;0;434;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;49;PLANTA ACUAVALLE S.A ESP;NACIMIENTO CHORRERAS DE CARMEN;24/30;FAVORABLE;2026-02-21;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;246;;;;;;;;-76.65;3.55;;;-76.65;3.55;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE SANTA TERESITA DEL NIÑO JESUS;SANTA TERESITA DEL NIÑO JESUS;RURAL;CORREG. EL CARMEN;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;20.21;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
14;;DAGUA;I.E. SANTA TERESITA DEL NIÑO JESUS SEDE ALTERNA;RURAL;CORREGIMIENTO EL CARMEN;ALTERNA;3174270005;80;80;0;434;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;47;PLANTA ACUAVALLE S.A ESP;NACIMIENTO CHORRERAS DE CARMEN;17,5/30;FAVORABLE;2026-02-21;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;252;;;;;;;;-76.65;3.55;;;-76.65;3.55;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE SANTA TERESITA DEL NIÑO JESUS;SANTA TERESITA DEL NIÑO JESUS;RURAL;CORREG. EL CARMEN;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;16.13;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
15;276041000240;ANSERMANUEVO;I.E JORGE ISAAC SEDE ATANASIO GIRARDOT;RURAL;VEREDA LA MANUELA;ATANASIO GIRARDOT;3155894537;7;7;7;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;AGUA DE NACIMIENTO;NACIMIENTO DE AGUA;19/30;FAVORABLE CON REQUERIMIENTOS;2025-11-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;58;INSTITUCION EDUCATIVA JORGE ISAACS;ATANASIO GIRARDOT;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN BÁSICA PRIMARIA;VDA LA MANUELA;-76.06140091;4.840803221;-76.06140091;4.840803221;-76.06;4.84;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;IE JORGE ISAACS;ATANASIO GIRARDOT;RURAL;VDA. LA MANUELA;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.34;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.47;BAJA
16;276246000196;EL CAIRO;INSTITUCION EDUCATIVA LA PRESENTACION SEDE CRISTOBAL COLON;RURAL;VEREDA CAMELLONES;CRISTOBAL COLON;3205089841;10;10;10;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA ACUEDUCTO CAMELLONES;RIESGO ALTO;ALTO;996;ACUEDUCTO RURAL;NACIMIENTO EL CAUQUILLO;25.5/30;FAVORABLE CON REQUERIMIENTOS;2025-07-29;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;340;INSTITUCION EDUCATIVA LA PRESENTACION;CRISTOBAL COLON;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA CAMELLONES;-76.20039837;4.723762305;-76.20039837;4.723762305;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;10;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;55.56;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.28;BAJA
17;276246000099;EL CAIRO;I.E LA PRESENTACION SEDE SAN JUAN BOSCO;RURAL;VEREDA LLANO GRANDE;SAN JUAN BOSCO;3148161659;6;6;6;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA LLANOGRANDE;SD;SIN DATO;SD;ACUEDUCTO RURAL;NACIMIENTO EL JORDAN;24.5/30;FAVORABLE CON REQUERIMIENTOS;2025-11-13;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;334;INSTITUCION EDUCATIVA LA PRESENTACION;SAN JUAN BOSCO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA LLANO GRANDE;-76.22132809;4.74476167;-76.22132809;4.74476167;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
18;276243000721;EL AGUILA;I.E EL AGUILA SEDE SAGRADA FAMILIA;RURAL;VEREDA LA GUERRA;SAGRADA FAMILIA;3206176361;9;9;10;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA DEL AGUA VEREDA LA GUERRA;RIESGO ALTO;ALTO;2608;ACUEDUCTO RURAL;NACIMIENTO EL MATADERO;24/30;FAVORABLE CON REQUERIMIENTOS;2026-02-18;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;305;INSTITUCION EDUCATIVA EL AGUILA;SAGRADA FAMILIA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA GUERRA;-76.03086791;4.917011966;-76.03086791;4.917011966;-76.03;4.92;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;10;2.019;IE EL AGUILA;SAGRADA FAMILIA;RURAL;VDA LA GUERRA;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;55.3;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.15;BAJA
19;276497000365;OBANDO;I.E SAN JOSE SEDE GABRIELA MISTRAL;RURAL;VEREDA LIMONES;GABRIELA MISTRAL;3163277192;11;11;11;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO AGUAS, AGUA Y VIDA YUCATAN Y LIMONES;RIESGO ALTO;ALTO;9361;ACUEDUCTO RURAL;NACIMIENTO EL MUDO;26/30;FAVORABLE CON REQUERIMIENTOS;2025-08-26;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;583;INSTITUCION EDUCATIVA SAN JOSE;GABRIELA MISTRAL;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;VDA LIMONES;-75.937463;4.562114;-75.937463;4.562114;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;11;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;55.79;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.4;BAJA
20;276403000162;LA VICTORIA;IE NUESTRA SEÑORA DE LA PAZ SEDE ELPIDIA LEMOS;RURAL;CORREGIMIENTO  TAGUALES;ELPIDIA LEMOS;3104158375;12;12;12;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO TAGUALES;SIN RIESGO;SIN RIESGO;2892;ACUEDUCTO RURAL;NACIMIENTO EL PRELUDIO;27.5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-17;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;567;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LA PAZ;ELPIDIA LEMOS;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;CORREG TAGUALES;-75.91544095;4.460441023;-75.91544095;4.460441023;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;12;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;14.76;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
21;276890000083;YOTOCO;I.E. GABRIELA MISTRAL SEDE JOSE MARIA CORDOBA;RURAL;VDA CORDOBITAS;JOSE MARIA CORDOBA;3144188958;12;12;8;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL SISTEMA DE AGUA RURAL COMUNITARIA DE LA VEREDA CORDOBITAS - AGUAS CORDOBITAS;RIESGO ALTO;ALTO;6890;FILTRO EKOFIL;NACIMIENTO EL RECUERDO;25;FAVORABLE CON REQUERIMIENTOS;2026-04-09;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;935;INSTITUCION EDUCATIVA GABRIELA MISTRAL;JOSE MARIA CORDOBA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA CORDOBITA;-76.458348;3.852192;-76.458348;3.852192;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;56.01;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.51;BAJA
22;276890000113;YOTOCO;I.E. SAN JUAN BOSCO SEDE CRISTOBAL COLON;RURAL;VDA LA COLONIA;CRISTOBAL COLON;3187070210;7;7;11;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL COMUNITARIO GOTAS DE VIDA;RIESGO MEDIO;MEDIO;501;ACUEDUCTO RURAL;NACIMIENTO GOTAS DE VIDA;23;FAVORABLE CON REQUERIMIENTOS;2026-03-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;926;INSTITUCION EDUCATIVA SAN JUAN BOSCO;CRISTOBAL COLON;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;VDA LA COLONIA;-76.419701;3.952849;-76.419701;3.952849;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;11;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;35.44;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;1.9;BAJA
23;276497000217;OBANDO;I.E MARIA ANALIA ORTIZ HORMANZA SEDE MERCEDDES OBREGON;RURAL;CORREGIMIENTO SAN JOSE;MERCEDDES OBREGON;No Registra;14;14;14;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL CORREGIMIENTO SAN JOSE;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;1906;ACUEDUCTO RURAL;NACIMIENTO LA ESMERALDA;26/30;FAVORABLE CON REQUERIMIENTOS;2025-09-04;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;582;INSTITUCION EDUCATIVA MARIA ANALIA ORTIZ HORMAZA;MERCEDES ABREGO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;CORREG SAN JOSE;-75.914761;4.596767;-75.914761;4.596767;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;14;;;;;;POSIBLE_COINCIDENCIA_REVISAR;0.889;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;70.15;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;4.94;MEDIA
24;276670000279;SAN PEDRO;I.E. JULIO CAICEDO TELLEZ SEDE ANTONIO NARIÑO;RURAL;VDA GUAQUEROS;ANTONIO NARIÑO;3182930207;20;20;31;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRADORA ACUEDUCTO GUAQUEROS;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;18070;ACUEDUCTO RURAL;NACIMIENTO LA ESPERANZA;22;FAVORABLE CON REQUERIMIENTOS;2026-01-27;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;749;INSTITUCION EDUCATIVA JULIO CAICEDO TELLEZ;ANTONIO NARIÑO;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN MEDIA;VDA GUAQUEROS;-76.19904162;3.943426137;-76.19904162;3.943426137;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;31;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;71.06;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;5.55;MEDIA
25;276823000184;TORO;I.E TECNICA AGROPECUARIA TORO SEDE CAMILO TORRES;RURAL;VEREDA PAN DE AZUCAR;CAMILO TORRES;3116803676;14;14;14;15;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA DE ACCIÓN COMUNAL DE LA VEREDA PAN DE AZÚCAR (LA ESTRELLA);RIESGO ALTO;ALTO;1898;ACUEDUCTO RURAL;NACIMIENTO LA ESTRELLA;21/30;FAVORABLE CON REQUERIMIENTOS;2026-02-26;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;822;INSTITUCION EDUCATIVA  TECNICA AGROPECUARIA TORO;CAMILO TORRES;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;VDA PAN DE AZUCAR;-76.07199164;4.697460837;-76.07199164;4.697460837;-76.07;4.7;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;14;2.019;IE  TECNICA AGROPECUARIA TORO;CAMILO TORRES;RURAL;VEREDA PAN DE;COINCIDENCIA_NOMBRE_FUERTE;0.933;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;56.4;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.7;BAJA
26;276113000274;BUGALAGRANDE;I.E. MARIANO GONZALEZ SEDE JUAN JOSE RENDON;RURAL;CGTO CHICORAL;JUAN JOSE RENDON;3154682713;19;19;7;56;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASUACHIJAPOR - CHICORAL ALTO;SIN RIESGO;SIN RIESGO;1611;FILTRO EKOFIL;NACIMIENTO LA GRANJA;22.5;FAVORABLE CON REQUERIMIENTOS;2026-02-26;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;172;INSTITUCION EDUCATIVA MARIANO GONZALEZ;JUAN JOSE RONDON;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA SECUNDARIA;I.P CHICORAL;-76.0376261687;4.15213938272;-76.0376261687;4.15213938272;-76.06;4.17;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;IE MARIANO GONZALEZ;MARIANO GONZALEZ;RURAL;CORREG GALICIA;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;15.93;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
27;276243000276;EL AGUILA;I.E JUSTINIANO ECHAVARRIA SEDE MERCEDES ABREGO;RURAL;VEREDA CAÑAVERAL;MERCEDES ABREGO;3163910179;9;9;8;22;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDUCTO CAÑAVERAL;RIESGO ALTO;ALTO;3501;FILTRO;NACIMIENTO LA SAMARIA;22/30;FAVORABLE CON REQUERIMIENTOS;2026-02-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;295;INSTITUCION EDUCATIVA JUSTINIANO ECHAVARRIA;MERCEDES ABREGO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA CAÑAVERAL;-76.04668141;4.996162754;-76.04668141;4.996162754;-76.05;5.0;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;2.019;IE JUSTINIANO ECHAVARRIA;MERCEDES ABREGO;RURAL;CORREG CAÑAVERAL;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;55.3;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;3.15;BAJA
28;276890000199;YOTOCO;I.E. GABRIELA MISTRAL SEDE MANUELA BELTRAL;RURAL;VEREDA COLORADOS;MANUELA BELTRAL;3246866945;11;11;13;331;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL SISTEMA DE SUMINISTRO DE AGUA RURAL COMUNITARIA CORREGIMIENTO EL DORADO VEREDA COLORADOS;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;7402;FILTRO EKOFIL;NACIMIENTO LAS MINAS;25;FAVORABLE CON REQUERIMIENTOS;2026-03-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;936;INSTITUCION EDUCATIVA GABRIELA MISTRAL;MANUELA BELTRAN;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;CORREG EL DORADO;-76.4603;3.835311;-76.4603;3.835311;-76.45;3.88;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;13;2.019;IE GABRIELA MISTRAL;GABRIELA MISTRAL;RURAL;CORREG PUENTE TIERRA;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;69.54;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;4.53;MEDIA
29;276020000053;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE MANUELA BELTRAN;RURAL;VEREDA BELGICA;MANUELA BELTRAN;3164573681;6;6;6;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #3);RIESGO MEDIO;MEDIO;79;ACUEDUCTO RURAL;NACIMIENTO LAS TANGAS - QUEBRADA MARAVELEZ;19.5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-09;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;4;INSTITUCION EDUCATIVA ARTURO GOMEZ JARAMILLO;MANUELA BELTRAN;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;VDA BELGICA;-75.742654;4.678972;-75.742654;4.678972;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;35.08;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;1.77;BAJA
30;276020000100;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE SAN JUAN BOSCO;RURAL;VEREDA LOS SAUCES;SAN JUAN BOSCO;3133801456;6;6;6;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #3);RIESGO MEDIO;MEDIO;79;ACUEDUCTO RURAL;NACIMIENTO LAS TANGAS - QUEBRADA MARAVELEZ;19.5/30;FAVORABLE CON REQUERIMIENTOS;2026-01-27;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;7;INSTITUCION EDUCATIVA ARTURO GOMEZ JARAMILLO;SAN JUAN BOSCO;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;VDA LOS SAUCES;-75.786006;4.695534;-75.786006;4.695534;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;35.08;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;1.77;BAJA
31;276020000169;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE MANUEL MEJIA;RURAL;VEREDA FLORESTA;MANUEL MEJIA;3104870000;4;4;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #3);RIESGO MEDIO;MEDIO;79;ACUEDUCTO RURAL;NACIMIENTO LAS TANGAS - QUEBRADA MARAVELEZ;20/30;FAVORABLE CON REQUERIMIENTOS;2026-10-28;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;10;INSTITUCION EDUCATIVA ARTURO GOMEZ JARAMILLO;MANUEL MEJIA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA FLORESTA;-75.759565;4.679791;-75.759565;4.679791;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;34.17;BAJA;Mantener seguimiento preventivo dentro de la programación regular.;1.47;BAJA
