ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
258;276863000519;VERSALLES;IE CARLOS HOLGUIN SEDE GILBERTO ALZATE AVENDAÑO;RURAL;VEREDA EL SILENCIO;GILBERTO ALZATE AVENDAÑO;3215176082;8;8;8;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA FLORIDA;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;1953;ACUEDUCTO RURAL;QUEBRADA LA CRISTALINA;23/30;FAVORABLE CON REQUERIMIENTOS;2025-02-18;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;886;INSTITUCION EDUCATIVA CARLOS HOLGUIN SARDI;GILBERTO ALZATE AVENDAÑO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL SILENCIO;-76.15175795;4.648515362;-76.15175795;4.648515362;-76.15;4.65;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;2.019;IE CARLOS HOLGUIN SARDI;GILBERTO ALZATE AVENDAÑO;RURAL;VDA EL SILENCIO;COINCIDENCIA_NOMBRE_FUERTE;0.947;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;68.76;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;4.01;MEDIA
259;276863000179;VERSALLES;I.E CARLOS HOLGUIN SARDI SEDE JORGE TADEO LOZANO;RURAL;VEREDA MURAPAL;JORGE TADEO LOZANO;3156143026;11;11;11;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA FLORIDA;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;1953;ACUEDUCTO RURAL;QUEBRADA LA CRISTALINA;17.5/30;FAVORABLE CON REQUERIMIENTOS;2025-02-19;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;887;INSTITUCION EDUCATIVA CARLOS HOLGUIN SARDI;JORGE TADEO LOZANO2;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA MURRAPAL;-76.15762089;4.654809067;-76.15762089;4.654809067;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;11;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;69.54;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;4.53;MEDIA
260;276863000209;VERSALLES;I.E LA INMACULADA SEDE CRISTO REY;RURAL;VEREDA CALAMAR;CRISTO REY;3147476242;1;1;1;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL CALAMAR;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;1278;ACUEDUCTO RURAL;QUEBRADA LA CRISTALINA;No Registra;SIN CONCEPTO;2025-05-08;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;883;INSTITUCION EDUCATIVA LA INMACULADA;CRISTO REY;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VEREDA EL CAMUYA;-76.18554247;4.597650318;-76.18554247;4.597650318;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;1;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;61.08;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;1.2;BAJA
261;276306000212;GINEBRA;I.E. MANUELA BELTRAN SEDE NIÑO JESUS DE PRAGA;RURAL;CORREGIMIENTO COCUYOS;NIÑO JESUS DE PRAGA;3215416843;20;20;20;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS ACUEDUCTO RURAL COMUNITARIO COCUYOS;RIESGO MEDIO;MEDIO;2877;-;QUEBRADA LA CRISTALINA Y NACIMIENTO LA MINA;60.14;DESFAVORABLE;2025-04-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;455;INSTITUCION EDUCATIVA  MANUELA BELTRAN;NIÑO JESUS DE PRAGA;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;CORREG COCUYOS;-76.2065359;3.767895376;-76.2065359;3.767895376;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;20;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;42.26;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;3.17;BAJA
262;276616000140;RIOFRIO;ESCUELA JOSE ACEVEDO Y GOMEZ N. 19;RURAL;VDA LA CRISTALINA;;3117381543;7;7;7;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL CAMPESINO DE LA VEREDA LA CRISTALINA;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;3704;ACUEDUTO RURAL;QUEBRADA LA CRITALINA;24.0;FAVORABLE CON REQUERIMIENTOS;2025-02-18;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;671;INSTITUCION EDUCATIVA CAMILO TORRES;JOSÈ ACEVEDO Y GOMEZ;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA CRISTALINA;-76.39732927;4.142463898;-76.39732927;4.142463898;-76.4;4.14;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;IE CAMILO TORRES;JOSÈ ACEVEDO Y GOMEZ;RURAL;VRD GUAYABAL;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;68.44;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;3.79;BAJA
263;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON;RURAL;CGTO VENECIA;;3204458931;157;157;0;321;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;AGUASALUD VENECIA;SIN RIESGO;SIN RIESGO;397;ACUEDUCTO RURAL;QUEBRADA LA CUMBRE;26.0;FAVORABLE CON REQUERIMIENTOS;2025-03-06;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;;;;;;;;;;-76.32;4.19;;;-76.32;4.19;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE CRISTOBAL COLON;CRISTOBAL COLON;RURAL;CORREG VENECIA;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;CRUCE_PENDIENTE;SI;MEDIA;23.54;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
264;276828000123;TRUJILLO;INSTITUCION EDUCATIVA CRISTOBAL COLON (PRIMARIA);RURAL;CGTO VENECIA;;3206200561;84;84;0;321;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;AGUASALUD VENECIA;SIN RIESGO;SIN RIESGO;397;ACUEDUCTO RURAL;QUEBRADA LA CUMBRE;23.0;FAVORABLE CON REQUERIMIENTOS;2025-03-06;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;;;;;;;;;;-76.32;4.19;;;-76.32;4.19;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE CRISTOBAL COLON;CRISTOBAL COLON;RURAL;CORREG VENECIA;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;CRUCE_PENDIENTE;SI;MEDIA;21.86;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
265;276606000257;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE SAGRADO CORAZON DE JESUS;RURAL;VDA EL DIAMANTE;SAGRADO CORAZON DE JESUS;3016982758;7;7;7;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION GESTORA COMUNITARIA DEL APROVISIONAMIENTO DE AGUA DE LA VEREDA EL DIAMANTE;RIESGO ALTO;ALTO;14100;ACUEDUCTO RURAL;QUEBRADA LA DIAMANTINA;0;FAVORABLE;2025-10-21;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;639;INSTITUCION EDUCATIVA TEODORO MUNERA HINCAPIE;SAGRADO CORAZON DE JESUS;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;CORREG EL DIAMANTE;-76.491566;3.82203;-76.491566;3.82203;-76.49;3.82;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;I.E. TEODORO MUNERA HINCAPIE;SAGRADO CORAZON DE JESUS;RURAL;VEREDA EL DIAMANTE;COINCIDENCIA_NOMBRE_FUERTE;0.98;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;51.09;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.71;BAJA
266;276606000290;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE JOSE ACEVEDO Y GOMEZ;RURAL;VDA ALTO DE ZABALETAS;JOSE ACEVEDO Y GOMEZ;3117144020;263;263;266;164;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL ALTO ZABALETAS;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;14230;PLANTA COMPACTA PROPIA;QUEBRADA LA ESCUELA;27;FAVORABLE CON REQUERIMIENTOS;2026-02-18;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;633;INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;JOSE ACEVEDO Y GOMEZ;ACTIVA;OFICIAL;FIN DE SEMANA, MAÑANA, NOCTURNA;PREESCOLAR, EDUCACIÓN BÁSICA PRIMARIA, EDUCACIÓN BÁSICA SECUNDARIA, EDUCACIÓN MEDIA, CLEI;VD ALTOS DE ZABALETA;-76.5348985331;3.80649497333;-76.5348985331;3.80649497333;0.0;0.0;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;266;2.019;IE JOSE ACEVEDO Y GOMEZ;JOSE ACEVEDO Y GOMEZ;RURAL;CORREG LA GUAIRA;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;77.94;MUY ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;10.17;MUY ALTA
267;276828000174;TRUJILLO;INSTITUCION SAN ISIDRO N. 17;RURAL;VDA PUENTE BLANCO - EL TABOR;;3113750726;104;104;103;147;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACION COMUNITARIA AGUA PUDEMA-PUENTE BLANCO;SIN RIESGO;SIN RIESGO;9761;ACUEDUCTO RURAL;QUEBRADA LA ESMERALDA;24.0;FAVORABLE CON REQUERIMIENTOS;2025-02-25;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;854;INSTITUCION EDUCATIVA SAN ISIDRO;SAN ISIDRO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;VDA PUENTE BLANCO;-76.381583;4.210564;-76.381583;4.210564;-76.38;4.21;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;103;2.019;IE SAN ISIDRO;SAN ISIDRO;RURAL;CORREG EL TABOR PUENTE BLANCO;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;20.43;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
268;276828000352;TRUJILLO;ESCUELA N. 37 ELOY HERNANDEZ;RURAL;VEREDA LA DEBORA;;3137454192;12;12;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;SIN DATO;SD;SIN DATO;SIN DATO;;QUEBRADA LA ESMERALDA;26.0;FAVORABLE CON REQUERIMIENTOS;2025-05-09;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;;;;;;;;;;-76.38;4.22;;;-76.38;4.22;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE CRISTOBAL COLON;ELOY HERNANDEZ;RURAL;VDA LA DEBORA;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; CRUCE_PENDIENTE";SI;BAJA;35.66;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.58;BAJA
269;276845000111;ULLOA;I.E MARIA INMACULADA SEDE ALFONSO LOPEZ PUMAREJO;RURAL;VEREDA EL BOSQUE;ALFONSO LOPEZ PUMAREJO;3173957986;7;7;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ADMINISTRACIÓN COOPERATIVA ULLOA E.S.P - SISTEMA #1 CHAPINERO;RIESGO ALTO;ALTO;2562;ACUEDUCTO RURAL FILTRACION EN LINEA;QUEBRADA LA ESMERALDA;22/30;FAVORABLE CON REQUERIMIENTOS;2026-03-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;864;INSTITUCION EDUCATIVA MARIA INMACULADA;ALFONSO LÓPEZ PUMAREJO;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN BÁSICA PRIMARIA;VDA EL BOSQUE;-75.722645;4.697106;-75.722645;4.697106;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;54.69;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.84;BAJA
270;276845000188;ULLOA;I.E MARIA INMACULADA SEDE SANTA TERESITA;RURAL;CORREGIMIENTO CHAPINERO;SANTA TERESITA;3108492292;18;18;18;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ADMINISTRACIÓN COOPERATIVA ULLOA E.S.P - SISTEMA #1 CHAPINERO;RIESGO ALTO;ALTO;2562;ACUEDUCTO RURAL FILTRACION EN LINEA;QUEBRADA LA ESMERALDA;20/30;FAVORABLE CON REQUERIMIENTOS;2026-02-12;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;865;INSTITUCION EDUCATIVA MARIA INMACULADA;SANTA TERESITA;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN BÁSICA PRIMARIA;CORREG .CHAPINERO;-75.721922;4.6875;-75.721922;4.6875;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;18;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;57.04;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.03;MEDIA
271;276845000099;ULLOA;I.E MARIA INMACULADA SEDE LA SAGRADA FAMILIA;RURAL;VEREDA EL PIÑAL;LA SAGRADA FAMILIA;3105930030;7;7;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ADMINISTRACIÓN COOPERATIVA ULLOA E.S.P - SISTEMA #1 CHAPINERO;RIESGO ALTO;ALTO;2562;ACUEDUCTO RURAL FILTRACION EN LINEA;QUEBRADA LA ESMERALDA;24/30;FAVORABLE CON REQUERIMIENTOS;2026-03-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;869;INSTITUCION EDUCATIVA MARIA INMACULADA;LA SAGRADA FAMILIA;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN BÁSICA PRIMARIA;VDA EL PEÑAL;-75.736352;4.687091;-75.736352;4.687091;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;54.69;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.84;BAJA
272;;ULLOA;I.E LEOCADIO SALAZAR SEDE PRINCIPAL;URBANO;CARRERA 4  CALLE 2;PRINCIPAL;3222644458;372;0;0;372;MEN_SEDES_2019;COMPLEMENTADA_CON_MEN_REFERENCIA_HISTORICA;SI;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;68;PLANTA ACUAVALLE S.A ESP;QUEBRADA LA ESMERALDA - QUEBRADA EL BOSQUE;27.5/30;FAVORABLE;2025-10-29;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;859;;;;;;;;-75.74;4.7;;;-75.74;4.7;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE LEOCADIO SALAZAR;LEOCADIO SALAZAR;URBANA;CR. 2 # 4-27;COINCIDENCIA_NOMBRE_FUERTE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;20.27;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
273;176845000060;ULLOA;I.E LEOCADIO SALAZAR SEDE ANTONIO JOSÉ DE SUCRE;URBANO;CARRERA 3 # 7  - 33;ANTONIO JOSÉ DE SUCRE;3127952477;129;129;129;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;68;PLANTA ACUAVALLE S.A ESP;QUEBRADA LA ESMERALDA - QUEBRADA EL BOSQUE;27/30;FAVORABLE CON REQUERIMIENTOS;2026-02-25;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;860;INSTITUCION EDUCATIVA LEOCADIO SALAZAR;ANTONIO JOSE DE SUCRE;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA SECUNDARIA;CR 3 # 7-32 BRR/EL OBELISCO;-75.7357929261;4.70101262387;-75.7357929261;4.70101262387;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;129;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.932;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;21.01;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
274;176845000132;ULLOA;I.E LEOCADIO SALAZAR SEDE SANTA CECILIA;URBANO;CALLE 4 # 2-40;SANTA CECILIA;3147630336;92;92;92;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUAVALLE S.A ESP;SIN RIESGO;SIN RIESGO;68;PLANTA ACUAVALLE S.A ESP;QUEBRADA LA ESMERALDA - QUEBRADA EL BOSQUE;22.5/30;FAVORABLE CON REQUERIMIENTOS;2025-10-27;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;861;INSTITUCION EDUCATIVA LEOCADIO SALAZAR;SANTA CECILIA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CLL 4 # 2-40;-75.7384373747;4.70393698372;-75.7384373747;4.70393698372;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;92;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;20.1;BAJA;Mantener seguimiento rutinario.;0.0;BAJA
275;276233000588;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE MIGUEL ANTONIO CARO;RURAL;CORREGIMIENTO EL LIMONAR;MIGUEL ANTONIO CARO;3137155608;68;68;68;70;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL LIMONAR MUNICIPIO DE DAGUA;RIESGO ALTO;ALTO;;ACUEDUCTO RURAL EL LIMONAR;QUEBRADA LA ESPANOLA;22/30;DESFAVORABLE;2020-05-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;259;INSTITUCION EDUCATIVA MIGUEL ANTONIO CARO;MIGUEL ANTONIO CARO;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN MEDIA;INSP EL LIMONAR;-76.70789;3.606151;-76.70789;3.606151;-76.71;3.61;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;68;2.019;IE MIGUEL ANTONIO CARO;MIGUEL ANTONIO CARO;RURAL;CORREG. EL LIMONAR;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;64.74;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;6.62;ALTA
276;276250000184;EL DOVIO;I.E JOSE MARIA FALLA SEDE RICARDO MUÑOZ;RURAL;VEREDA CABAÑA;RICARDO MUÑOZ;3146520610;9;9;9;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA LA CABAÑA AGUAS LA ESPERANZA;SIN RIESGO;SIN RIESGO;1971;ACUEDUCTO RURAL;QUEBRADA LA ESPERANZA;26.5/30;FAVORABLE CON REQUERIMIENTOS;2026-02-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;391;INSTITUCION EDUCATIVA JOSE MARIA FALLA;RICARDO MUÑOZ;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA PRIMARIA;VDA LA CABAÑA;-76.37836737;4.50933497;-76.37836737;4.50933497;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;9;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;RUTINARIO;Sin riesgo y bajo;SIN_BRECHAS;NO;ALTA;14.05;BAJA;Mantener seguimiento rutinario con control territorial rural.;0.0;BAJA
277;;LA VICTORIA;I.E NUESTRA SEÑORA DE LA PAZ SEDE NUESTRA SEÑORA DE LA PAZ;RURAL;CORREGIMIENTO MIRAVALLES;NUESTRA SEÑORA DE LA PAZ;3113833460;19;19;0;65;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ASOCIACIÓN JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL DE MIRAVALLES- ACUAMIR;RIESGO MEDIO;MEDIO;2873;ACUEDUCTO RURAL;QUEBRADA LA ESPERANZA - QUEBRADA AGUABONITA;26/30;FAVORABLE CON REQUERIMIENTOS;2026-01-30;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;570;;;;;;;;-75.9;4.51;;;-75.9;4.51;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE NUESTRA SEÑORA DE LA PAZ;NUESTRA SEÑORA DE LA PAZ;RURAL;CORREG MIRAVALLES;COINCIDENCIA_NOMBRE_FUERTE;0.945;PREVENTIVO;Medio;SIN_BRECHAS;NO;ALTA;37.93;MEDIA;Mantener seguimiento preventivo dentro de la programación regular.;2.73;BAJA
278;276869000120;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE AYACUCHO;RURAL;VIA EL TAMBOR - CACHIMBAL;AYACUCHO;6024350505;16;16;17;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;JUNTA ADMINISTRATIVA DE ACUEDUCTO DEL CORREGIMIENTO CACHIMBAL JACA # 9 LA ESTRELLA;RIESGO ALTO;ALTO;1052;FILTRO EKOFIL;QUEBRADA LA ESTRELLA;58.87;DESFAVORABLE;2026-03-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;912;INSTITUCION EDUCATIVA  ANTONIO JOSE DE SUCRE;AYACUCHO;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CORREG CACHIMBAL;-76.467068;3.778971;-76.467068;3.778971;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;17;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;60.94;ALTA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;4.43;MEDIA
