ID_MAESTRO;CODIGO_SISTEMA;MUNICIPIO;AMBITO;TIPO_SISTEMA;ARO;PERSONA_PRESTADORA;LOCALIDADES_ABASTECIDAS;SUSCRIPTORES;POBLACION;TIPO_SISTEMA_TRATAMIENTO;ALGUN_TIPO_TRATAMIENTO;ESTADO_MAESTRO;LATITUD;LONGITUD;VALIDACION_SISTEMA
ACUEDUCTO_0288;68463;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL LOS ZAINOS BAJO;LOS ZAINOS BAJO;27.0;108.0;Soluciones_Individuales;1;ACTIVO;4.530283;-76.18605;EXISTENTE
ACUEDUCTO_0289;120404;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO RURAL SIRIMUNDA;SIRIMANDA;15.0;60.0;Ninguno;0;ACTIVO;4.562972;-76.2616;EXISTENTE
ACUEDUCTO_0664;68866;EL DOVIO;Rural;DISPERSA;Norte Cartago;ACUEDUCTO VEREDAL EL DIAMANTE;DIAMANTE;31.0;124.0;Soluciones_Individuales;0;ACTIVO;4.495008;-76.30638;EXISTENTE
ACUEDUCTO_0291;69051;EL DOVIO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DE ACUEDUCTO RURAL VEREDA EL CRUCERO;EL CRUCERO;54.0;216.0;Solo desinfección;0;ACTIVO;4.521917;-76.22434;EXISTENTE
ACUEDUCTO_0292;104340;EL DOVIO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL GUADUAL AGUA BONITA;EL GUADUAL AGUA BONITA;15.0;60.0;Soluciones_Individuales;0;ACTIVO;4.505531;-76.28312;EXISTENTE
ACUEDUCTO_0293;104339;EL DOVIO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL LULAR AGUAS LULAREÑAS;EL LULAR;25.0;100.0;Ninguno;0;ACTIVO;4.547725;-76.36445;EXISTENTE
ACUEDUCTO_0294;68462;EL DOVIO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA LA CABAÑA AGUAS LA ESPERANZA;LA CABAÑA;64.0;256.0;Ninguno;0;ACTIVO;4.533589;-76.2;EXISTENTE
ACUEDUCTO_0295;68860;EL DOVIO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA TOLDA FRIA -CASA VERDE;TOLDA FRÍA,RIVERALTA;25.0;100.0;Ninguno;0;ACTIVO;4.491356;-76.31271;EXISTENTE
ACUEDUCTO_0296;68491;EL DOVIO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE BITACO;BITACO,CAÑADA PAN Y VIDA;23.0;92.0;Ninguno;0;ACTIVO;4.496194;-76.35031;EXISTENTE
ACUEDUCTO_0297;68800;EL DOVIO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE LITUANIA;DE LITUANIA;52.0;208.0;Ninguno;0;ACTIVO;4.513708;-76.35281;EXISTENTE
ACUEDUCTO_0298;68983;EL DOVIO;Rural;CENTRO POBLADO;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO LA PRADERA;LA PRADERA;55.0;220.0;Ninguno;0;ACTIVO;4.599603;-76.29249;EXISTENTE
ACUEDUCTO_0299;113482;EL DOVIO;Rural;DISPERSA;Norte Cartago;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO VEREDA LA ESPERANZA AGUAS DEL DANUBIO;LA ESPERANZA;52.0;108.0;Solo desinfección;0;ACTIVO;4.446117;-76.22393;EXISTENTE
ACUEDUCTO_0300;117878;EL DOVIO;Rural;DISPERSA;Norte Cartago;CORPORACION NO NACIONAL AMBIENTAL PECUARIO Y AGRICOLA DE BELLAVISTA ''CAMPAB'' TANQUE 1;BELLAVISTA;6.0;24.0;Soluciones_Individuales;1;ACTIVO;4.517814;-76.17503;EXISTENTE
ACUEDUCTO_0301;117882;EL DOVIO;Rural;DISPERSA;Norte Cartago;CORPORACION NO NACIONAL AMBIENTAL PECUARIO Y AGRICOLA DE BELLAVISTA ''CAMPAB'' TANQUE 2;BELLAVISTA;9.0;36.0;Soluciones_Individuales;1;ACTIVO;4.517814;-76.17503;EXISTENTE
ACUEDUCTO_0302;117886;EL DOVIO;Rural;DISPERSA;Norte Cartago;CORPORACION NO NACIONAL AMBIENTAL PECUARIO Y AGRICOLA DE BELLAVISTA ''CAMPAB'' TANQUE 3;BELLAVISTA;11.0;44.0;Soluciones_Individuales;1;ACTIVO;4.517814;-76.17503;EXISTENTE
ACUEDUCTO_0303;68490;EL DOVIO;Rural;DISPERSA;Norte Cartago;JUNTA ADMIN ACUEDUCTO VEREDA CALLE LARGA;CALLE LARGA;44.0;176.0;Solo desinfección;0;ACTIVO;4.49845;-76.25267;EXISTENTE
ACUEDUCTO_0304;111923;EL DOVIO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA ACUEDUCTO GUATEMALA;GUATEMALA;14.0;32.0;Ninguno;0;ACTIVO;4.525169;-76.29193;EXISTENTE
ACUEDUCTO_0306;68911;EL DOVIO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA DEL ACUEDUCTO LAS VUELTAS;LAS VUELTAS;12.0;48.0;Ninguno;0;ACTIVO;4.539486;-76.24645;EXISTENTE
ACUEDUCTO_0666;68493;EL DOVIO;Rural;DISPERSA;Norte Cartago;JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL EL CIELITO;CIELITO;13.0;52.0;Ninguno;0;ACTIVO;4.489472;-76.25233;EXISTENTE
ACUEDUCTO_0307;69720;EL DOVIO;Urbano;CABECERA MUNICIPAL;Norte Cartago;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL DOVIO;URBANO, LA AGUADITA, CALLE LARGA, SAMANA, MATECAÑA;2109.0;8436.0;Convencional;1;ACTIVO;4.500011;-76.22223;EXISTENTE
ACUEDUCTO_0308;43444;FLORIDA;Rural;DISPERSA;Sur Cali;ACUALIBANO;EL LIBANO;115.0;447.0;Solo desinfección;0;ACTIVO;3.296139;-76.18294;EXISTENTE
ACUEDUCTO_0309;33544;FLORIDA;Rural;CENTRO POBLADO;Sur Cali;ACUEDUCTO LOS CALEÑOS;LOS CALEÑOS;149.0;596.0;Ninguno;0;ACTIVO;3.346972;-76.15161;EXISTENTE
ACUEDUCTO_0310;105143;FLORIDA;Rural;DISPERSA;Sur Cali;ACUEDUCTO SAN JOAQUIN;SAN JOAQUIN;46.0;184.0;Soluciones_Individuales;1;ACTIVO;3.273028;-76.18419;EXISTENTE
ACUEDUCTO_0311;37533;FLORIDA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION COMUNITARIA DE USUARIOS DEL ACUEDUCTO TAMBORAL, LA UNION Y EL AGRADO - AUNITAMBO;LA UNION,TAMBORAL,EL AGRADO;242.0;968.0;Solo desinfección;0;ACTIVO;3.264472;-76.21097;EXISTENTE
ACUEDUCTO_0313;36852;FLORIDA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO EL PEDREGAL E.S.P. PRIMERA ETAPA;EL PEDREGAL;280.0;1120.0;FD+Desinfección;1;ACTIVO;3.312944;-76.21525;EXISTENTE
ACUEDUCTO_0314;31392;FLORIDA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO Y/O ASEO ACUALLANITO E.S.P;EL LLANITO,CAÑAS ARRIBA,SIMON BOLIVAR;500.0;0.0;FD+Desinfección;1;ACTIVO;3.282778;-76.21983;EXISTENTE
ACUEDUCTO_0312;40567;FLORIDA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO LA DIANA - ACUASALUD LA DIANA;LA DIANA;190.0;760.0;FD+Desinfección;1;ACTIVO;3.310667;-76.18847;EXISTENTE
ACUEDUCTO_0315;104021;FLORIDA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DE ACUEDUCTO SANTODOMINGO PARTE BAJA;SANTODOMINGO PARTE BAJA;50.0;200.0;Solo desinfección;0;ACTIVO;3.248806;-76.20211;EXISTENTE
ACUEDUCTO_0316;103024;FLORIDA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL ACUEDUCTO DEL CORREGIMIENTO PUEBLO NUEVO - PROAGUA ESP;PUEBLO NUEVO;54.0;216.0;Ninguno;0;ACTIVO;3.257806;-76.19108;EXISTENTE
ACUEDUCTO_0317;37018;FLORIDA;Rural;CENTRO POBLADO;Sur Cali;JUNTA DE ACCION COMUNAL EL PEDREGAL E.S.P. SEGUNDA ETAPA ESP;EL PEDREGAL 2;155.0;620.0;Solo desinfección;0;ACTIVO;3.311889;-76.21744;EXISTENTE
ACUEDUCTO_0318;36332;FLORIDA;Urbano;CABECERA MUNICIPAL;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - FLORIDA;URBANO FLORIDA,SAN ANTONIO DE LOS CABALLEROS, EL REMOLINO, CHOCOCITO, TARRAGON ALTO, TARRAGONA BAJO, CAÑAS ABAJO, PEDRO DIAZ, LA ACEQUIA;15902.0;61858.0;Convencional;1;ACTIVO;3.311889;-76.29328;EXISTENTE
ACUEDUCTO_0319;127149;GINEBRA;Rural;DISPERSA;Sur Cali;ACUEDUCTO BARRIO EL JARDIN - CORREGIMIENTO COSTA RICA;BARRIO EL JARDÍN;33.0;132.0;Filtración Compacta;1;ACTIVO;3.754231;-76.23222;EXISTENTE
ACUEDUCTO_0320;104287;GINEBRA;Rural;DISPERSA;Sur Cali;ACUEDUCTO CAMPOALEGRE;CAMPOALEGRE;61.0;0.0;Ninguno;0;ACTIVO;3.765131;-76.18645;EXISTENTE
ACUEDUCTO_0321;121406;GINEBRA;Rural;DISPERSA;Sur Cali;ACUEDUCTO COMUNITARIO ALTAMIRA;ALTAMIRA;9.0;36.0;Ninguno;0;ACTIVO;3.763706;-76.20324;EXISTENTE
ACUEDUCTO_0322;114168;GINEBRA;Rural;DISPERSA;Sur Cali;ACUEDUCTO COMUNITARIO CANAIMA;CANAIMA;22.0;88.0;Ninguno;0;ACTIVO;3.765994;-76.20379;EXISTENTE
ACUEDUCTO_0323;121407;GINEBRA;Rural;DISPERSA;Sur Cali;ACUEDUCTO COMUNITARIO VEREDA MORAVIA;MORAVIA;26.0;104.0;Ninguno;0;ACTIVO;3.784583;-76.19817;EXISTENTE
ACUEDUCTO_0324;147289;GINEBRA;Rural;CENTRO POBLADO;Sur Cali;ACUEDUCTO LA MARIA - GINEBRA;LA MARIA;35.0;140.0;Ninguno;0;ACTIVO;3.729383;-76.24138;EXISTENTE
ACUEDUCTO_0326;122748;GINEBRA;Rural;DISPERSA;Sur Cali;ASOCIACION COMUNITARIA DEL SERVICIO DE ACUEDUCTO Y ALCANTARILLADO BARRIO PUEBLO NUEVO, COSTA RICA, GINEBRA, VALLE - JUNCOSERVA;BARRIO PUEBLO NUEVO , CASA TESORERA;96.0;384.0;Solo desinfección;0;ACTIVO;3.752861;-76.23164;EXISTENTE
ACUEDUCTO_0328;121404;GINEBRA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA CASCADA, GINEBRA VALLE EN LIQUIDACION - ASUALCA;LA CASCADA;80.0;320.0;Solo desinfección;0;ACTIVO;3.778761;-76.20577;EXISTENTE
ACUEDUCTO_0329;67235;GINEBRA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO LA SELVA. ASUACLAS;LA SELVA;98.0;384.0;Ninguno;0;ACTIVO;3.746417;-76.20719;EXISTENTE
ACUEDUCTO_0330;67172;GINEBRA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE ALCANTARILLADO ASEO COSTA RICA-GINEBRA-ASUALCAN;COSTA RICA.;1300.0;5200.0;Planta Modular;1;ACTIVO;3.73585;-76.23744;EXISTENTE
ACUEDUCTO_0331;66827;GINEBRA;Rural;DISPERSA;Sur Cali;ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA PATIO BONITO;PATIO BONITO;78.0;312.0;FIME;1;ACTIVO;3.732781;-76.21821;EXISTENTE
ACUEDUCTO_0332;66826;GINEBRA;Rural;DISPERSA;Sur Cali;ASOCIACION USUARIOS ACUEDUCTO RURAL COMUNITARIO COCUYOS;COCUYOS.;76.0;304.0;Filtración Compacta;1;ACTIVO;3.763647;-76.20067;EXISTENTE
ACUEDUCTO_0325;110067;GINEBRA;Rural;DISPERSA;Sur Cali;ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL SERVICIO DE ACUEDUCTO VEREDA COMINAL;COMINAL;25.0;100.0;Ninguno;0;ACTIVO;3.733639;-76.17742;EXISTENTE
ACUEDUCTO_0327;87884;GINEBRA;Rural;DISPERSA;Sur Cali;ASOCIACIÓN DE USUARIOS ACUEDUCTO COLECTIVO - EL JARDIN;EL JARDIN.;39.0;156.0;Soluciones_Individuales;0;ACTIVO;3.7467;-76.17719;EXISTENTE
ACUEDUCTO_0333;127141;GINEBRA;Rural;DISPERSA;Sur Cali;COMITE DE PRO ACUEDUCTO PORTUGAL BAJO;PORTUGAL PARTE BAJA;18.0;72.0;Solo desinfección;0;ACTIVO;3.757531;-76.16402;EXISTENTE
ACUEDUCTO_0334;112843;GINEBRA;Rural;DISPERSA;Sur Cali;FLAUTAS AGUAS E.S.P. S.A;FLAUTAS;54.0;216.0;Soluciones_Individuales (50%);0;ACTIVO;3.722769;-76.19239;EXISTENTE
ACUEDUCTO_0335;66918;GINEBRA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO DE JUNTAS;JUNTAS;32.0;128.0;Filtración Compacta;1;ACTIVO;3.773839;-76.16472;EXISTENTE
ACUEDUCTO_0336;66984;GINEBRA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO LOMA GORDA;LOMA GORDA;66.0;264.0;Filtración Compacta;1;ACTIVO;3.722414;-76.23867;EXISTENTE
ACUEDUCTO_0337;143790;GINEBRA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO RURAL BETANIA;BETANIA;22.0;88.0;Ninguno;0;ACTIVO;3.758731;-76.17096;EXISTENTE
ACUEDUCTO_0338;66916;GINEBRA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO VALLENOBA;BARRANCO ALTO (50), NOVILLERA (33), VALLEDUPAR (43);140.0;560.0;Filtración Compacta;1;ACTIVO;3.713947;-76.19916;EXISTENTE
ACUEDUCTO_0339;67419;GINEBRA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DE ACUEDUCTO LA CUESTA LA NOVILLERA;SABALETAS (5), LACUESTA (52), NOVILLERA (28);110.0;440.0;FIME;1;ACTIVO;3.687772;-76.24111;EXISTENTE
ACUEDUCTO_0340;67724;GINEBRA;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL ACUEDUCTO LOS MEDIOS ASOMEDIOS;LOS MEDIOS;35.0;145.0;Ninguno;0;ACTIVO;3.6895;-76.18792;EXISTENTE
ACUEDUCTO_0341;110951;GINEBRA;Rural;DISPERSA;Sur Cali;JUNTA DE ACCIÓN COMUNAL VEREDA LAS HERMOSAS.;LAS HERMOSAS;18.0;72.0;Ninguno;0;ACTIVO;3.776097;-76.13538;EXISTENTE
ACUEDUCTO_0342;66917;GINEBRA;Rural;DISPERSA;Sur Cali;LA ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA BARRANCO BAJO - MUNICIPIO DE GINEBRA - VALLE. ASUABA.;BARRANCO BAJO;115.0;460.0;Filtración Compacta;1;ACTIVO;3.706281;-76.23633;EXISTENTE
ACUEDUCTO_0343;70675;GINEBRA;Urbano;CABECERA MUNICIPAL;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - GINEBRA;URBANO, LA FLORESTA, VILLAVANEGAS, LA CRUZ, LOS SAUCES, EL GUABITO, COSTARICA, MOSOCO;5290.0;21160.0;Convencional;1;ACTIVO;3.724;-76.30033;EXISTENTE
ACUEDUCTO_0344;59615;GUACARI;Rural;DISPERSA;Sur Cali;ASOCIACION ACUEDUCTO LA CASCADA;LA MAGDALENA;28.0;112.0;Solo desinfección;0;ACTIVO;3.797458;-76.21327;EXISTENTE
ACUEDUCTO_0345;59620;GUACARI;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO ACUASALUD PUENTE ROJO - ACUAPUERO;PUENTE ROJO;350.0;1400.0;Solo desinfección;0;ACTIVO;3.786111;-76.22817;EXISTENTE
ACUEDUCTO_0346;115056;GUACARI;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL PLACER, GUACARI - ACOPLA;EL PLACER;81.0;324.0;Filtración Compacta;1;ACTIVO;3.766931;-76.28214;EXISTENTE
ACUEDUCTO_0347;58688;GUACARI;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE LOS CORREGIMIENTOS DE ALTO DE LA JULIA, LA MAGDALENA Y LA VEREDA DE CHAFA;ALTO LA JULIA , LA MAGDALENA , CHAFALOTE;166.0;664.0;Solo desinfección;0;ACTIVO;3.788542;-76.23116;EXISTENTE
ACUEDUCTO_0348;101955;GUACARI;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION SUSCRIPTORES ACUEDUCTO REGIONAL RURAL COMUNITARIO STA ROSA DE TAPIAS, GUACARI. ACUATAPIAS;SANTA ROSA, LA TESALIA, ALTO DE TAPIAS, POMARES, ALTO DE GUACAS Y BAJO GUACAS, SAN ANTONIO;591.0;2364.0;Filtración Compacta+Soluciones Individuales(Pomares);0;ACTIVO;3.841694;-76.25703;EXISTENTE
ACUEDUCTO_0349;132973;GUACARI;Rural;DISPERSA;Sur Cali;ASOJUMACHAGUA;CHAFALOTE, ALTO DE LA JULIA, MAGDALENA;140.0;0.0;Ninguno;0;ACTIVO;3.788542;-76.23116;EXISTENTE
ACUEDUCTO_0350;121063;GUACARI;Rural;CENTRO POBLADO;Sur Cali;INGENIO PICHICHI S.A.;PICHICHI , INGENIO PICHICHI.;1.0;1200.0;FIME;1;ACTIVO;3.774303;-76.27735;EXISTENTE
ACUEDUCTO_0351;58655;GUACARI;Urbano;CABECERA MUNICIPAL;Sur Cali;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - GUACARÍ;URBANO, SONSO, GUABAS, GUABITAS, CANANGUA, VILLA NUEVA, GUACAS, ALTO CANANGUA, EL GUABITO;11152.0;44608.0;Convencional;1;ACTIVO;3.768;-76.32672;EXISTENTE
ACUEDUCTO_0352;135213;LA CUMBRE;Rural;DISPERSA;Sur Cali;ACUEDUCTO COMUNIARIO CENTENARIO;CENTENARIO;51.0;204.0;Ninguno;0;ACTIVO;3.615006;-76.59676;EXISTENTE
ACUEDUCTO_0353;129449;LA CUMBRE;Rural;DISPERSA;Sur Cali;ACUEDUCTO COMUNITARIO EL RETIRO PARTE BAJA;EL RETIRO PARTE BAJA;68.0;272.0;Solo desinfección;0;ACTIVO;3.59945;-76.58258;EXISTENTE
ACUEDUCTO_0354;30200;LA CUMBRE;Rural;DISPERSA;Sur Cali;ADMINISTRACION COOPERATIVA LA CUMBRE DAGUA E.S.P.;LA CUMBRE: ZARAGOZA, PUENTE PALO, CHICORAL, LOMITAS, GUADALUPE, RINCON SANTO, BELLAVISTA / DAGUA: PA;1730.0;6920.0;Solo desinfección;0;ACTIVO;3.587417;-76.57239;EXISTENTE
ACUEDUCTO_0355;33129;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO BITACO-ASCABI;BITACO;297.0;1188.0;Filtración Compacta;1;ACTIVO;3.610564;-76.59947;EXISTENTE
ACUEDUCTO_0357;34759;LA CUMBRE;Rural;DISPERSA;Sur Cali;ASOCIACION COMUNITARIA ALTO SANO EMPRESA DE SERVICIOS PUBLICOS - ASOALTOSANO E.S.P.;ALTO SANO;128.0;512.0;Solo desinfección;0;ACTIVO;3.622275;-76.59375;EXISTENTE
ACUEDUCTO_0358;120854;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO DE LA VEREDA PAVITAS - ASOACUEDUCTO PAVITAS;PAVITAS;112.0;448.0;Solo desinfección;0;ACTIVO;3.659722;-76.55694;EXISTENTE
ACUEDUCTO_0359;42879;LA CUMBRE;Rural;DISPERSA;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO ZARAGOZA, BITACO. AGUAZ;ZARAGOZA;60.0;240.0;Solo desinfección;0;ACTIVO;3.5815;-76.60561;EXISTENTE
ACUEDUCTO_0371;43206;LA CUMBRE;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIO DEL SERVICIO DEL ACUEDUCTO V.E.R.S.A. DE LAS VEREDAS,SAN JOSE Y AGUA CLARA MUNICIPIO DE YUMBO LA CUMBRE - ACUEDUCTO VERSA;SAN JOSÉ Y AGUA CLARA.;35.0;140.0;Ninguno;0:00:00;ACTIVO;3.6855;-76.52969;EXISTENTE
ACUEDUCTO_0360;110064;LA CUMBRE;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO CHICORAL ALTO - ASOCHICORAL;CHICORAL;75.0;300.0;Solo desinfección;0;ACTIVO;3.5729;-76.58703;EXISTENTE
ACUEDUCTO_0361;32188;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS ANTIGUO ACUEDUCTO BITACO - SUANABIT;BITACO;94.0;376.0;Solo desinfección;0;ACTIVO;3.609167;-76.59889;EXISTENTE
ACUEDUCTO_0362;40369;LA CUMBRE;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE PARRAGA;PARRAGA, MORALES;223.0;892.0;Filtración Compacta;1;ACTIVO;3.68895;-76.59754;EXISTENTE
ACUEDUCTO_0363;40368;LA CUMBRE;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SANTA FE DEL MUNICIPIO DE LA CUMBRE;SANTA FE;120.0;480.0;Soluciones_Individuales;1;ACTIVO;3.613664;-76.58278;EXISTENTE
ACUEDUCTO_0364;41030;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL UNIDO DEL CRGTO DE JIGUALES - ASOJIGUA;JIGUALES,EL CARMEN,AGUACATAL,LA CUCHILLA,CORDOBITAS;520.0;2080.0;Filtración Compacta;1;ACTIVO;3.653417;-76.59156;EXISTENTE
ACUEDUCTO_0356;31840;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE PAVAS - ACAAPAVAS;PAVAS;2116.0;0.0;Planta Modular;1;ACTIVO;3.520278;-76.58583;EXISTENTE
ACUEDUCTO_0365;37556;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;CORPORACIÓN REGIONAL DE ACUEDUCTO ALCANTARILLADO Y SERVICIOS DE SANEAMIENTO BÁSICO MARIA PIÑAL - CORABASE-E.S.P.;LA MARÍA 430 (LA CUMBRE), EL PIÑAL 665 (DAGUA).;520.0;1288.0;Solo desinfección;0;ACTIVO;3.688389;-76.6435;EXISTENTE
ACUEDUCTO_0367;120698;LA CUMBRE;Rural;DISPERSA;Sur Cali;FUNDACION ECOLOGICA DE CHICORAL - FUNDECORAL;CHICORAL;72.0;288.0;Ninguno;0;ACTIVO;3.571744;-76.59284;EXISTENTE
ACUEDUCTO_0368;124273;LA CUMBRE;Rural;DISPERSA;Sur Cali;INSTITUCION EDUCATIVA LA LIBERTAD ACUEDUCTO EL RETIRO;INSTITUCIÓN EDUCATIVA LA LIBERTAD;1.0;180.0;Planta Modular;1;ACTIVO;3.600556;-76.59056;EXISTENTE
ACUEDUCTO_0369;31839;LA CUMBRE;Rural;CENTRO POBLADO;Sur Cali;JUARCO- JUNTA DEL ACUEDUCTO DE LAS VEREDAS ARBOLEDAS Y CORDOBITAS DEL MUNICIPIO DE LA CUMBRE;ARBOLEDAS,CORDOBITAS;237.0;948.0;Filtración Compacta;1;ACTIVO;3.660306;-76.57561;EXISTENTE
ACUEDUCTO_0370;120696;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA ACUEDUCTO VEREDA EL DIAMANTE;EL DIAMANTE;22.0;88.0;Ninguno;0;ACTIVO;3.595878;-76.58896;EXISTENTE
ACUEDUCTO_0372;32461;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DE ACUEDUCTO EL RETIRO PARTE ALTA - ASORETIRO;EL RETIRO;25.0;100.0;Ninguno;0;ACTIVO;3.600639;-76.57813;EXISTENTE
ACUEDUCTO_0373;135209;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 1;CHICORALITO ALTO: TANQUE # 1;56.0;224.0;Solo desinfección;0;ACTIVO;3.598689;-76.60965;EXISTENTE
ACUEDUCTO_0374;99672;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 2;CHICORALITO TANQUE # 2;40.0;160.0;Solo desinfección;0;ACTIVO;3.605389;-76.60326;EXISTENTE
ACUEDUCTO_0375;124280;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 3.;CHICORALITO ALTO: TANQUE # 3.;26.0;104.0;Solo desinfección;0;ACTIVO;3.604725;-76.60994;EXISTENTE
ACUEDUCTO_0376;143338;LA CUMBRE;Rural;DISPERSA;Sur Cali;JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 4;CHICORALITO;35.0;140.0;Ninguno;0;ACTIVO;3.608608;-76.60196;EXISTENTE
