ID_MAESTRO;CODIGO_SISTEMA;MUNICIPIO;AMBITO;TIPO_SISTEMA;ARO;PERSONA_PRESTADORA;LOCALIDADES_ABASTECIDAS;SUSCRIPTORES;POBLACION;TIPO_SISTEMA_TRATAMIENTO;ALGUN_TIPO_TRATAMIENTO;ESTADO_MAESTRO;LATITUD;LONGITUD;VALIDACION_SISTEMA
ACUEDUCTO_0090;60313;BUGALAGRANDE;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN ANTONIO;SAN ANTONIO;130.0;0.0;Pozo+Aireacion+Desinfección;1;ACTIVO;4.228894;-76.21528;EXISTENTE
ACUEDUCTO_0091;103052;BUGALAGRANDE;Rural;DISPERSA;Centro Tuluá;DISTRITO DE RIEGO ASODIS ALTO BONITO;ALTO BONITO;160.0;640.0;Soluciones_Individuales(22%);0;ACTIVO;4.112361;-76.00314;EXISTENTE
ACUEDUCTO_0092;61922;BUGALAGRANDE;Rural;DISPERSA;Centro Tuluá;JUNTA ADMINISTRADORA ACUEDUCTO LA MORENA;LA MORENA;22.0;88.0;Ninguno;0;ACTIVO;4.135678;-76.07157;EXISTENTE
ACUEDUCTO_0093;58652;BUGALAGRANDE;Urbano;CABECERA MUNICIPAL;Centro Tuluá;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-BUGALAGRANDE;URBANO, EL OVERO, URIBE URIBE;4748.0;18992.0;Convencional;1;ACTIVO;4.202783;-76.16029;EXISTENTE
ACUEDUCTO_0094;113625;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO QUINCE LETRAS;QUINCE LETRAS;7.0;28.0;Ninguno;0;ACTIVO;4.222639;-75.84833;EXISTENTE
ACUEDUCTO_0095;125736;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO RURAL CAMPO AZUL;CAMPO AZUL;13.0;52.0;Solo desinfección;0;ACTIVO;4.254239;-75.82958;EXISTENTE
ACUEDUCTO_0096;60150;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTOS AGUAS DE SAN ISIDRO;SAN ISIDRO;27.0;108.0;Pozo+Aireacion+Desinfección;1;ACTIVO;4.388314;-75.82526;EXISTENTE
ACUEDUCTO_0097;64035;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION COMUNITARIA ACUEDUCTO LA RIVERA-LA TESALIA;LA RIVERA,LA TESALIA;25.0;100.0;Soluciones_Individuales;0;ACTIVO;4.3175;-75.81181;EXISTENTE
ACUEDUCTO_0098;58635;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO LA RIVERA -LA LEONA;LA RIVERA ,LA LEONA;25.0;100.0;Soluciones_Individuales;0;ACTIVO;4.317361;-75.80017;EXISTENTE
ACUEDUCTO_0099;103469;CAICEDONIA;Rural;CENTRO POBLADO;Centro Tuluá;"ASOCIACION DE USUARIOS ACUEDUCTO BARRAGAN BAJO ""ASODEABA""";BARRAGÁN;162.0;648.0;Solo desinfección;0;ACTIVO;4.337794;-75.79384;EXISTENTE
ACUEDUCTO_0100;62257;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS ACUEDUCTO DE FRONTINO, QUIEBRA Y CRUCERO;FRONTINO, QUIEBRA Y CRUCERO;90.0;360.0;Solo desinfección;0;ACTIVO;4.290506;-75.85454;EXISTENTE
ACUEDUCTO_0101;62258;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS ACUEDUCTO LA SUIZA;LA SUIZA;45.0;180.0;Solo desinfección;0;ACTIVO;4.293333;-75.86694;EXISTENTE
ACUEDUCTO_0102;60149;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DE KARARE ASUKAR;KARARE;45.0;180.0;Solo desinfección;0;ACTIVO;4.386403;-75.84199;EXISTENTE
ACUEDUCTO_0103;113622;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA SAN GERARDO DE CAICEDONIA;SAN GERARDO;25.0;100.0;FIME+Soluciones_Individuales;1;ACTIVO;4.281408;-75.80454;EXISTENTE
ACUEDUCTO_0104;115563;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SAMARIA-BOLIVIA;SAMARIA , BOLIVIA;24.0;100.0;Ninguno;0;ACTIVO;4.264353;-75.87329;EXISTENTE
ACUEDUCTO_0105;127559;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL PALOGRANDE EL SALADO;EL SALADO;26.0;108.0;Ninguno;0;ACTIVO;4.295125;-75.82446;EXISTENTE
ACUEDUCTO_0106;59787;CAICEDONIA;Rural;CENTRO POBLADO;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO SAMARIA;SAMARIA;140.0;560.0;Solo desinfección;0;ACTIVO;4.269731;-75.87363;EXISTENTE
ACUEDUCTO_0107;65958;CAICEDONIA;Rural;CENTRO POBLADO;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL VILLA AURES-DABEIBA;VILLA AURES;93.0;372.0;Solo desinfección;0;ACTIVO;4.237764;-75.83255;EXISTENTE
ACUEDUCTO_0108;58636;CAICEDONIA;Rural;CENTRO POBLADO;Centro Tuluá;ASOCIACION DE USUARIOS DELACUEDUCTO LAS DELICIAS DE CAICEDONIA;LAS DELICIAS;25.0;200.0;Solo desinfección;0;ACTIVO;4.317842;-75.82571;EXISTENTE
ACUEDUCTO_0109;65957;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;JUNTA ACCION COMUNAL VEREDA BURILA;BURILA;9.0;32.0;Solo desinfección;0;ACTIVO;4.288828;-75.82388;EXISTENTE
ACUEDUCTO_0110;123552;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;JUNTA ACUEDUCTO LA DELFINA;LA DELFINA;8.0;0.0;Solo desinfección;0;ACTIVO;4.308083;-75.81707;EXISTENTE
ACUEDUCTO_0111;123555;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;JUNTA ADMINISTRADORA ACUEDUCTO LA PAVA;LA PAVA;16.0;64.0;Ninguno;0;ACTIVO;4.277589;-75.81538;EXISTENTE
ACUEDUCTO_0112;127639;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;JUNTA ADMINISTRADORA DEL ACUEDUCTO EL PARAISO;EL PARAISO;14.0;56.0;Ninguno;0;ACTIVO;4.209372;-75.84143;EXISTENTE
ACUEDUCTO_0113;114195;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL PUERTO RICO;PUERTO RICO;16.0;64.0;Ninguno;0;ACTIVO;4.263178;-75.81696;EXISTENTE
ACUEDUCTO_0114;111876;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;JUNTA DE ACCION COMUNAL VEREDA LIMONES;LIMONES;9.0;36.0;Solo desinfección;0;ACTIVO;4.317894;-75.81534;EXISTENTE
ACUEDUCTO_0115;60100;CAICEDONIA;Rural;DISPERSA;Centro Tuluá;JUNTA DEL ACUEDUCTO BARRAGAN ALTO ASUABAL;BARRAGAN ALTO;85.0;340.0;Solo desinfección;0;ACTIVO;4.156681;-75.82363;EXISTENTE
ACUEDUCTO_0116;58653;CAICEDONIA;Urbano;CABECERA MUNICIPAL;Centro Tuluá;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-CAICEDONIA;URBANO;7600.0;30400.0;Convencional;1;ACTIVO;4.335019;-75.82139;EXISTENTE
ACUEDUCTO_0117;59610;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUADIAMANTE;DIAMANTE;120.0;480.0;Soluciones_Individuales;0;ACTIVO;4.093542;-76.38352;EXISTENTE
ACUEDUCTO_0118;59611;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUAFLORIDA ALTA;FLORIDA ALTA;75.0;300.0;Solo desinfección;0;ACTIVO;3.969528;-76.41686;EXISTENTE
ACUEDUCTO_0120;59613;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUASALUD LA PRIMAVERA;LA PRIMAVERA;31.0;124.0;Ninguno;0;ACTIVO;3.935722;-76.45111;EXISTENTE
ACUEDUCTO_0122;104614;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO LA CRISTALINA;LA CRISTALINA;42.0;168.0;Ninguno;0;ACTIVO;3.982481;-76.46088;EXISTENTE
ACUEDUCTO_0121;136204;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO PARCELACION AGUA DULCE;PARCELACION AGUA DULCE;35.0;140.0;Ninguno;0;ACTIVO;3.954753;-76.48405;EXISTENTE
ACUEDUCTO_0142;119884;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO PARCELACION LA CLARITA;PARCELACION LA CLARITA;16.0;64.0;FD+Desinfección;1;ACTIVO;3.91225;-76.46809;EXISTENTE
ACUEDUCTO_0123;117138;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO PARCELACION LA HOLANDA;LA HOLANDA;20.0;80.0;Ninguno;0;ACTIVO;3.874167;-76.47472;EXISTENTE
ACUEDUCTO_0144;118818;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO PARCELACION NORUEGA;PARCELACION NORUEGA;25.0;100.0;Solo desinfección;0;ACTIVO;3.874806;-76.47836;EXISTENTE
ACUEDUCTO_0124;134070;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO RURAL ACUAFLORIDA BAJA;LA FLORIDA BAJA;30.0;120.0;Filtración Compacta;1;ACTIVO;3.967028;-76.43081;EXISTENTE
ACUEDUCTO_0126;104566;CALIMA;Rural;CENTRO POBLADO;Centro Tuluá;ACUEDUCTO RURAL LA GAVIOTA ALTA - ACUAGAVIOTA;LA GAVIOTA;70.0;280.0;Soluciones_Individuales (50%);1;ACTIVO;3.977233;-76.43556;EXISTENTE
ACUEDUCTO_0127;122666;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO RURAL LA GAVIOTA BAJA - ACUAGAVIOTA;LA GAVIOTA BAJO;70.0;280.0;Soluciones_Individuales;0;ACTIVO;3.977233;-76.43556;EXISTENTE
ACUEDUCTO_0136;127596;CALIMA;Rural;DISPERSA;Centro Tuluá;ACUEDUCTO VEREDA LA ITALIA;LA ITALIA;35.0;140.0;Ninguno;0;ACTIVO;3.996111;-76.43917;EXISTENTE
ACUEDUCTO_0145;59612;CALIMA;Rural;DISPERSA;Centro Tuluá;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA DE EL MIRADOR;EL MIRADOR;96.0;384.0;Soluciones_Individuales;1;ACTIVO;3.987939;-76.43919;EXISTENTE
ACUEDUCTO_0143;59607;CALIMA;Rural;DISPERSA;Centro Tuluá;ASOCIACION COMUNITARIA DEL ACUEDUCTO DE LA VEREDA SANTA ELENA MUNICIPIO DE CALIMA;SANTA ELENA;53.0;212.0;Solo desinfección;0;ACTIVO;3.930083;-76.49569;EXISTENTE
ACUEDUCTO_0128;122668;CALIMA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE ACUEDUCTO RURAL DE BELLA VISTA;LA GAVIOTA BELLAVISTA , EL MIRADOR;32.0;128.0;Ninguno;0;ACTIVO;3.980775;-76.43274;EXISTENTE
ACUEDUCTO_0129;109217;CALIMA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA UNION;LA UNION;70.0;280.0;Ninguno;0;ACTIVO;3.964167;-76.45056;EXISTENTE
ACUEDUCTO_0137;106177;CALIMA;Rural;CENTRO POBLADO;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDA EL GUADUAL JIGUALES - ACUAJIGUALES;JIGUALES;20.0;80.0;Ninguno;0;ACTIVO;3.905844;-76.45389;EXISTENTE
ACUEDUCTO_0130;122665;CALIMA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL LA LOMITA BAJO GAVIOTA;LA GAVIOTA BAJO;16.0;64.0;Ninguno;0;ACTIVO;3.976028;-76.43931;EXISTENTE
ACUEDUCTO_0139;113888;CALIMA;Rural;DISPERSA;Centro Tuluá;ASOCIACION DEL ACUEDUCTO RURAL DE BELLAVISTA ALTO;BELLAVISTA;8.0;32.0;Ninguno;0;ACTIVO;3.985008;-76.43202;EXISTENTE
ACUEDUCTO_0146;62254;CALIMA;Rural;DISPERSA;Centro Tuluá;ASOCIACION JUNTA ADMINISTRADORA ACUEDUCTO VEREDA SAN JOSE;SAN JOSE;88.0;352.0;Solo desinfección;0;ACTIVO;3.947589;-76.48788;EXISTENTE
ACUEDUCTO_0147;109334;CALIMA;Rural;DISPERSA;Centro Tuluá;CONDOMINIO CAMPESTRE VEGAS DEL CALIMA;EL REMOLINO BAJO;60.0;0.0;FIME;1;ACTIVO;3.931958;-76.46585;EXISTENTE
ACUEDUCTO_0148;58654;CALIMA;Urbano;CABECERA MUNICIPAL;Centro Tuluá;EMCALIMA ESP;URBANO;4129.0;16516.0;Convencional;1;ACTIVO;3.941667;-76.47713;EXISTENTE
ACUEDUCTO_0149;122153;CALIMA;Urbano;CABECERA MUNICIPAL;Centro Tuluá;EMCALIMA ESP - CIUDADELA;URBANO;526.0;2104.0;Convencional_Modular;1;ACTIVO;3.941667;-76.47713;EXISTENTE
ACUEDUCTO_0132;106807;CALIMA;Rural;DISPERSA;Centro Tuluá;JAC ALTO BOLEO;ALTO BOLEO;28.0;112.0;Ninguno;0;ACTIVO;3.967236;-76.47723;EXISTENTE
ACUEDUCTO_0134;116566;CALIMA;Rural;DISPERSA;Centro Tuluá;JUNTA ADMINISTRADORA DEL ACUEDUCTO VEREDA BAJO BOLEO;BAJO BOLEO;53.0;212.0;Ninguno;0;ACTIVO;3.968806;-76.47314;EXISTENTE
ACUEDUCTO_0140;65514;CALIMA;Rural;DISPERSA;Centro Tuluá;JUNTA DE ACUEDUCTO LA GUAIRA;LA GUAIRA;8.0;0.0;Soluciones_Individuales;1;ACTIVO;4.027528;-76.42306;EXISTENTE
ACUEDUCTO_0150;143200;CALIMA;Rural;DISPERSA;Centro Tuluá;PARCELACION PINOS 1;PARCELACION PINOS 1;50.0;200.0;Ninguno;0;ACTIVO;3.869847;-76.48801;EXISTENTE
ACUEDUCTO_0135;119423;CALIMA;Rural;DISPERSA;Centro Tuluá;PARCELACIÓN LOS REFUGIOS DE CALIMA;PARCELACION REFUGIOS DE CALIMA;93.0;372.0;Solo desinfección;0;ACTIVO;3.922036;-76.48957;EXISTENTE
ACUEDUCTO_0151;121969;DAGUA;Rural;DISPERSA;Sur Cali;ACUEDUCTO COMUNITARIO EL COGOLLO-ACUECOGOLLO;EL COGOLLO;36.0;80.0;Ninguno;0;ACTIVO;3.661464;-76.71281;EXISTENTE
ACUEDUCTO_0152;152015;DAGUA;Rural;DISPERSA;Sur Cali;ACUEDUCTO COMUNITARIO PROVIDENCIA SECTOR LA ESTRELLA - ACUAESTRELLA;PROVIDENCIA;40.0;160.0;Ninguno;0;ACTIVO;3.668789;-76.71489;EXISTENTE
ACUEDUCTO_0153;34207;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ACUEDUCTO COMUNITARIO SAN BERNARDO;SAN BERNARDO;160.0;640.0;Solo desinfección;0;ACTIVO;3.48925;-76.65117;EXISTENTE
ACUEDUCTO_0154;124274;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ACUEDUCTO DE CISNEROS;CISNEROS LIMITES;150.0;600.0;Ninguno;0;ACTIVO;3.783056;-76.76;EXISTENTE
ACUEDUCTO_0155;123224;DAGUA;Rural;DISPERSA;Sur Cali;ACUEDUCTO PARCELACION CAMPESTRE ASOFLORESTA;PARCELACION ASOFLORESTA , EL VERGEL;120.0;480.0;Filtración Compacta;1;ACTIVO;3.577222;-76.60917;EXISTENTE
ACUEDUCTO_0156;123562;DAGUA;Rural;DISPERSA;Sur Cali;ACUEDUCTO PARCELACION EL BOSQUE;CONDOMINIO EL BOSQUE;180.0;720.0;FD+Desinfección;1;ACTIVO;3.559194;-76.66928;EXISTENTE
ACUEDUCTO_0157;104288;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ACUEDUCTO ZABALETAS;ZABALETAS;252.0;1008.0;Solo desinfección;0;ACTIVO;3.809947;-76.62087;EXISTENTE
ACUEDUCTO_0158;38184;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION ACUEDUCTO RURAL COMUNITARIO SENDO - TIGRE - AACTISE;SENDO,TIGRE;260.0;1040.0;Solo desinfección;0;ACTIVO;3.533694;-76.69569;EXISTENTE
ACUEDUCTO_0159;121827;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION AGUA VIGIA CORREGIMIENTO DE ATUNCELA MUNICIPIO DE DAGUA VALLE DEL CAUCA EN LIQUIDACION;ATUNCELA;18.0;72.0;Soluciones_Individuales;1;ACTIVO;3.740389;-76.67936;EXISTENTE
ACUEDUCTO_0160;33542;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA LOCALIDAD DE SANTA MARIA - ACOACEDRO;SANTA MARIA PARTE ALTA;139.0;556.0;Ninguno;0;ACTIVO;3.630694;-76.72069;EXISTENTE
ACUEDUCTO_0161;34214;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE SAN MIGUEL - ACUAMIGUEL;SAN MIGUEL;72.0;288.0;Solo desinfección;0;ACTIVO;3.522972;-76.62981;EXISTENTE
ACUEDUCTO_0162;46017;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION COMUNITARIA DE ACUEDUCTO DE CHIPRE, ASOCHIPRE;BORRERO AYERBE (CHIPRE);35.0;140.0;Solo desinfección;0;ACTIVO;3.560442;-76.62249;EXISTENTE
ACUEDUCTO_0163;45575;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION COMUNITARIA DEL ACUEDUCTO ACUACLOR - ACUACLOR;BORRERO AYERBE (KM26,KM27,KM28,KM29);235.0;940.0;Solo desinfección;0;ACTIVO;3.561944;-76.63778;EXISTENTE
ACUEDUCTO_0164;124277;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE PROPIETARIOS PARCELACION MONTERRICO;PARCELACION MONTERRICO;170.0;680.0;FD+Desinfección;1;ACTIVO;3.537778;-76.61333;EXISTENTE
ACUEDUCTO_0165;115853;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO COMUNAL VEREDA EL AGUACATE - ASUAGUACATE;EL AGUACATE;62.0;248.0;Ninguno;0;ACTIVO;3.569969;-76.71414;EXISTENTE
ACUEDUCTO_0166;124278;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO LA SUIZA - SUAS. PARCELACION LA SUIZA;PARCELACION LA SUIZA, SAN JOSE DEL SALADO.;20.0;80.0;Solo desinfección;0;ACTIVO;3.564031;-76.717;EXISTENTE
ACUEDUCTO_0167;102666;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN JOAQUIN-ASOSANJOAQUIN;SAN JOAQUIN;22.0;88.0;Soluciones_Individuales;1;ACTIVO;3.658167;-76.67957;EXISTENTE
ACUEDUCTO_0168;50555;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE ACUEDUCTO SAN VICENTE-AGUASANVICENTE;SAN VICENTE;58.0;232.0;Soluciones_Individuales;1;ACTIVO;3.655803;-76.67748;EXISTENTE
ACUEDUCTO_0169;29761;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE SUSCRIPTORES DEL SERVICIO DE AGUA EL VERGEL - AUVA E.S.P.;EL VERGEL;197.0;1125.0;Solo desinfección;0;ACTIVO;3.577822;-76.62861;EXISTENTE
ACUEDUCTO_0170;44630;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO LOBOGUERRERO;LOBOGUERRERO;690.0;2415.0;Soluciones_Individuales;1;ACTIVO;3.761389;-76.66592;EXISTENTE
ACUEDUCTO_0171;125244;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO LOS COLORADOS CORREGIMIENTO BORRERO AYERBE MUNICIPIO DE DAGUA, VALLE DEL CAUCA ASOCOLORADOS;LOS COLORADOS, VILLA DEL CARMEN;25.0;100.0;Solo desinfección;0;ACTIVO;3.553611;-76.64361;EXISTENTE
ACUEDUCTO_0172;117137;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO PUERTA DAGUA RIO DAGUA E.S.P - RIO DAGUA E.S.P;PUERTA DAGUA;82.0;328.0;Ninguno;0;ACTIVO;3.719861;-76.67075;EXISTENTE
ACUEDUCTO_0173;43208;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS ACUEDUCTO VEREDA LA CLORINDA;LA CLORINDA TANQUE 1;100.0;400.0;Solo desinfección;0;ACTIVO;3.549167;-76.63028;EXISTENTE
ACUEDUCTO_0174;34208;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO DE LA VEREDA TOCOTA - ASOTOCOTA;TOCOTA;228.0;912.0;FD+Desinfección;1;ACTIVO;3.507444;-76.648;EXISTENTE
ACUEDUCTO_0175;128093;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO EL PALMARCITO DE LA VEREDA LA VIRGEN EN LIQUIDACION;LA VIRGEN;17.0;68.0;Solo desinfección;0;ACTIVO;3.603417;-76.63022;EXISTENTE
ACUEDUCTO_0176;120464;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP. ALTA;LAS DELICIAS;56.0;224.0;Ninguno;0;ACTIVO;3.628233;-76.66364;EXISTENTE
ACUEDUCTO_0177;34631;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DE ACUEDUCTO VEREDA LAS DELICIAS - ASAD ESP. BAJA;LAS DELICIAS PARTE BAJA Y ALTA;40.0;160.0;Solo desinfección;0;ACTIVO;3.628472;-76.66347;EXISTENTE
ACUEDUCTO_0180;111599;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CENTELLA (BAJA) CRGT VILLAHERMOSA - DAGUA.;CENTELLA PARTE BAJA;26.0;104.0;FD+Desinfección;1;ACTIVO;3.617889;-76.64569;EXISTENTE
ACUEDUCTO_0181;33511;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SANTA MARIA PARTE BAJA - ASUASBA;SANTA MARIA PARTE BAJA;95.0;333.0;FD+Desinfección;1;ACTIVO;3.630083;-76.70553;EXISTENTE
ACUEDUCTO_0182;28230;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO PEÑA ALEGRIA KM 26 BORRERO AYERBE - ASUAPAL;BORRERO AYERBE (KM 26);186.0;720.0;Solo desinfección;0;ACTIVO;3.559222;-76.61889;EXISTENTE
ACUEDUCTO_0183;101957;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO QUEBRADA LOS CHORROS, CORREGIMIENTO ATUNCELA, MUNICIPIO DE DAGUA;ATUNCELA;64.0;252.0;Soluciones_Individuales;1;ACTIVO;3.737167;-76.67894;EXISTENTE
ACUEDUCTO_0184;103022;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA DE MACHADO;MACHADO;188.0;752.0;Solo desinfección;0;ACTIVO;3.534972;-76.69569;EXISTENTE
ACUEDUCTO_0185;34630;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL VILLAHERMOSA-ACUEHERMOSA;VILLAHERMOSA;150.0;600.0;FD+Desinfección;1;ACTIVO;3.736944;-76.67531;EXISTENTE
ACUEDUCTO_0186;45411;DAGUA;Rural;DISPERSA;Sur Cali;"ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL ""LA ROSITA E.S.P."" - ASO ACUEDUCTO";LA ROSITA;97.0;388.0;Solo desinfección;0;ACTIVO;3.541417;-76.68042;EXISTENTE
ACUEDUCTO_0187;115850;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO LA BALASTRERA - ACUEDUCTO LA BALASTRERA;LOMA ALTA LA BALASTRERA;54.0;216.0;Solo desinfección;0;ACTIVO;3.516417;-76.63107;EXISTENTE
ACUEDUCTO_0188;35016;DAGUA;Rural;DISPERSA;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA DE ACUEDUCTO DE JIGUALES, ACUAJI;JIGUALES;368.0;1472.0;Solo desinfección;0;ACTIVO;3.594939;-76.66242;EXISTENTE
ACUEDUCTO_0190;111037;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA VEREDA EL CHILCAL;EL CHILCAL;246.0;984.0;Solo desinfección;0;ACTIVO;3.583917;-76.70906;EXISTENTE
ACUEDUCTO_0191;38277;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LAS CAMELIAS - AUSAPACECS. - ALTA;LAS CAMELIAS;2080.0;520.0;Solo desinfección;0;ACTIVO;3.546564;-76.71467;EXISTENTE
ACUEDUCTO_0192;32476_1;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LAS CAMELIAS - AUSAPACECS. - BAJA;LAS CAMELIAS;2080.0;520.0;Solo desinfección;0;AJUSTADO_DUPLICADO;3.546564;-76.71467;EXISTENTE
ACUEDUCTO_0193;32190;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO QUEREMAL ASUAQ;EL QUEREMAL, POTRERITO, ALTO SAN JUAN Y EL TIGRE.;1693.0;6772.0;FIME;1;ACTIVO;3.530111;-76.70983;EXISTENTE
ACUEDUCTO_0195;128094;DAGUA;Rural;CENTRO POBLADO;Sur Cali;ASOCIACION DE USUARIOS NACIMIENTO LA ROSITA, VEREDA YERBABUENA EL PALMAR;YERBABUENA;62.0;248.0;Solo desinfección;0;ACTIVO;3.594503;-76.64699;EXISTENTE
