CODIGO_MUESTRA_SIVICAP,ANIO,FECHA_TOMA,MUNICIPIO,PERSONA_PRESTADORA,SISTEMA_DISTRIBUCION,CODIGO_SISTEMA,TIPO_DISPOSITIVO_AJUSTADO,ANALITOS_EVALUADOS,ANALITOS_MOSTRADOS,NO_ACEPTABLES,IRCA_MUESTRA,IRCA_NUM,NIVEL_RIESGO,RIESGO_MUESTRA,NORMAS_APLICADAS
145499,2022,2022-11-29,CALIMA,ASOCIACION DEL ACUEDUCTO RURAL DE BELLAVISTA - PARTE BAJA -,ACUEDUCTO RURAL DE BELLAVISTA - PARTE BAJA -,122668,Grifo,9,12,3,60.15,60.15,ALTO,ALTO,Resolución 2115 de 2007
97747,2022,2022-01-17,CALIMA,ASOCIACION DEL ACUEDUCTO RURAL DE BELLAVISTA - PARTE BAJA -,ACUEDUCTO RURAL DE BELLAVISTA - PARTE BAJA -,122668,Grifo,14,17,4,69.18,69.18,ALTO,ALTO,Resolución 2115 de 2007
103493,2022,2022-03-01,CALIMA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SANTA ELENA MUNICIPIO DE CALIMA EL DARIEN,ACUEDUCTO VEREDA SANTA ELENA,59607,Grifo,12,15,4,70.97,70.97,ALTO,ALTO,Resolución 2115 de 2007
120388,2022,2022-06-13,CALIMA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SANTA ELENA MUNICIPIO DE CALIMA EL DARIEN,ACUEDUCTO VEREDA SANTA ELENA,59607,Grifo,16,19,4,19.08,19.08,MEDIO,MEDIO,Resolución 2115 de 2007
140702,2022,2022-10-26,CALIMA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SANTA ELENA MUNICIPIO DE CALIMA EL DARIEN,ACUEDUCTO VEREDA SANTA ELENA,59607,Grifo,11,14,4,43.8,43.8,ALTO,ALTO,Resolución 2115 de 2007
125976,2022,2022-08-08,CALIMA,"ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA VEREDA LA UNION MUNICIPIO DE CALIMA, EL DARIEN - ASAU",ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA VEREDA LA UNION - ASAU,109217,Grifo,14,17,7,89.94,89.94,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
145495,2022,2022-11-29,CALIMA,"ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA VEREDA LA UNION MUNICIPIO DE CALIMA, EL DARIEN - ASAU",ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA VEREDA LA UNION - ASAU,109217,Grifo,9,12,6,91.73,91.73,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
103488,2022,2022-03-01,CALIMA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO VEREDAL EL GUADUAL - JIGUALES EN LIQUIDACION,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO VEREDAL EL GUADUAL - JIGUALES EN LIQUIDACIÓN,106177,Grifo,13,16,8,94.3,94.3,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
114905,2022,2022-05-18,CALIMA,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO VEREDAL EL GUADUAL - JIGUALES EN LIQUIDACION,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO VEREDAL EL GUADUAL - JIGUALES EN LIQUIDACIÓN,106177,Grifo,16,19,7,87.86,87.86,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
114721,2022,2022-05-11,CALIMA,ASOCIACIÓN JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA SAN JOSE,ASOCIACIÓN JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA SAN JOSE,62254,Grifo,16,19,3,24.28,24.28,MEDIO,MEDIO,Resolución 2115 de 2007
143743,2022,2022-11-15,CALIMA,ASOCIACIÓN JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA SAN JOSE,ASOCIACIÓN JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA SAN JOSE,62254,Grifo,11,14,5,80.29,80.29,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
103434,2022,2022-03-01,CALIMA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL MANANTIAL DEL REMOLINO EN LIQUIDACION - AVEMARE,AVEMARE,118805,Grifo,15,18,7,90.51,90.51,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
114908,2022,2022-05-18,CALIMA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL MANANTIAL DEL REMOLINO EN LIQUIDACION - AVEMARE,AVEMARE,118805,Grifo,16,19,7,87.86,87.86,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
145490,2022,2022-11-29,CALIMA,ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL MANANTIAL DEL REMOLINO EN LIQUIDACION - AVEMARE,AVEMARE,118805,Grifo,9,12,6,91.73,91.73,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
114900,2022,2022-05-18,CALIMA,CONDOMINIO CAMPESTRE VEGAS DE CALIMA,CONDOMINIO CAMPESTRE VEGAS DE CALIMA,109334,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
140767,2022,2022-10-26,CALIMA,CONDOMINIO CAMPESTRE VEGAS DE CALIMA,CONDOMINIO CAMPESTRE VEGAS DE CALIMA,109334,Grifo,11,14,2,21.9,21.9,MEDIO,MEDIO,Resolución 2115 de 2007
100406,2022,2022-02-15,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
105070,2022,2022-03-14,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,12,15,5,80.29,80.29,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
108294,2022,2022-04-05,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,15,18,2,17.54,17.54,MEDIO,MEDIO,Resolución 2115 de 2007
112456,2022,2022-05-10,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,16,19,3,24.28,24.28,MEDIO,MEDIO,Resolución 2115 de 2007
117317,2022,2022-06-06,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,15,18,6,81.87,81.87,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
122096,2022,2022-07-07,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,14,17,2,17.75,17.75,MEDIO,MEDIO,Resolución 2115 de 2007
125074,2022,2022-08-02,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
133050,2022,2022-09-13,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
137962,2022,2022-10-12,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
141678,2022,2022-11-02,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
149169,2022,2022-12-14,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,11,14,2,18.18,18.18,MEDIO,MEDIO,Resolución 2115 de 2007
98468,2022,2022-01-26,CALIMA,EMCALIMA ESP,EMCALIMA - BARRIO LA CIUDADELA,122153,Grifo,12,15,4,21.29,21.29,MEDIO,MEDIO,Resolución 2115 de 2007
100403,2022,2022-02-15,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
105115,2022,2022-03-14,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,13,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
105123,2022,2022-03-14,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,13,16,2,1.8,1.8,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
108300,2022,2022-04-05,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
108304,2022,2022-04-05,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
112461,2022,2022-05-10,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
112469,2022,2022-05-10,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
115334,2022,2022-02-15,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
117318,2022,2022-06-06,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
117320,2022,2022-06-06,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
122099,2022,2022-07-07,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
124360,2022,2022-07-07,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
125080,2022,2022-08-02,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
125156,2022,2022-08-02,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
133051,2022,2022-09-13,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
133054,2022,2022-09-13,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
137965,2022,2022-10-12,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
137966,2022,2022-10-12,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
141679,2022,2022-11-02,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
141680,2022,2022-11-02,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
149165,2022,2022-12-14,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,11,14,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
149168,2022,2022-12-14,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,11,14,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
98470,2022,2022-01-26,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
98473,2022,2022-01-26,CALIMA,EMCALIMA ESP,EMCALIMA - URBANO,58654,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
109323,2022,2022-04-20,CALIMA,JUNTA DE ACUEDUCTO LA GUAIRA - JAG,JUNTA DE ACUEDUCTO LA GUAIRA,65514,Grifo,15,18,6,81.87,81.87,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
140058,2022,2022-10-18,CALIMA,JUNTA DE ACUEDUCTO LA GUAIRA - JAG,JUNTA DE ACUEDUCTO LA GUAIRA,65514,Grifo,11,14,6,89.05,89.05,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
106573,2022,2022-03-22,CALIMA,PARCELACION NORUEGA,PARCELACION NORUEGA,118818,Grifo,13,16,2,17.96,17.96,MEDIO,MEDIO,Resolución 2115 de 2007
120386,2022,2022-06-13,CALIMA,PARCELACION NORUEGA,PARCELACION NORUEGA,118818,Grifo,16,19,2,17.34,17.34,MEDIO,MEDIO,Resolución 2115 de 2007
115249,2022,2022-05-24,CALIMA,PARCELACIÓN LA CLARITA,PARCELACIÓN LA CLARITA,119884,Grifo,16,19,4,63.58,63.58,ALTO,ALTO,Resolución 2115 de 2007
106473,2022,2022-02-23,CALIMA,ACUEDUCTO PARCELACION AGUA DULCE,QUEBRADA SAN JOSE,136204,Grifo,12,15,4,70.97,70.97,ALTO,ALTO,Resolución 2115 de 2007
120260,2022,2022-06-13,CALIMA,ACUEDUCTO PARCELACION REFUGIOS DEL CALIMA,REFUGIOS DEL CALIMA,119423,Grifo,16,19,7,87.86,87.86,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
140698,2022,2022-10-26,CALIMA,ACUEDUCTO PARCELACION REFUGIOS DEL CALIMA,REFUGIOS DEL CALIMA,119423,Grifo,11,14,3,30.66,30.66,MEDIO,MEDIO,Resolución 2115 de 2007
100864,2022,2022-02-16,DAGUA,ASOCIACION COMUNITARIA DEL ACUEDUCTO ACUACLOR,ACUACLOR,45575,Grifo,13,16,3,25.15,25.15,MEDIO,MEDIO,Resolución 2115 de 2007
133377,2022,2022-09-13,DAGUA,ASOCIACION COMUNITARIA DEL ACUEDUCTO ACUACLOR,ACUACLOR,45575,Grifo,15,18,3,24.56,24.56,MEDIO,MEDIO,Resolución 2115 de 2007
110803,2022,2022-04-27,DAGUA,ACUEDUCTO COMUNITARIO PROVIDENCIA SECTOR LA ESTRELLA - ACUAESTRELLA,ACUAESTRELLA,117431,Grifo,14,17,5,78.01,78.01,ALTO,ALTO,Resolución 2115 de 2007
103618,2022,2022-03-07,DAGUA,"ASOCIACION DE USUARIOS, ACUEDUCTO SAN JOSE DEL SALADO - ACUASALADO",ACUASALADO,34212,Grifo,11,13,3,79.21,79.21,ALTO,ALTO,Resolución 2115 de 2007
122919,2022,2022-07-18,DAGUA,"ASOCIACION DE USUARIOS, ACUEDUCTO SAN JOSE DEL SALADO - ACUASALADO",ACUASALADO,34212,Grifo,13,16,3,57.55,57.55,ALTO,ALTO,Resolución 2115 de 2007
101010,2022,2022-02-16,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
101013,2022,2022-02-16,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
104073,2022,2022-03-08,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,13,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
104075,2022,2022-03-08,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,13,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
108290,2022,2022-04-06,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
108310,2022,2022-04-06,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
111885,2022,2022-05-04,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
111894,2022,2022-05-04,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
120223,2022,2022-06-22,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
120228,2022,2022-06-22,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
122725,2022,2022-07-07,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
124388,2022,2022-07-07,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
125148,2022,2022-08-08,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
125151,2022,2022-08-08,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
133390,2022,2022-09-13,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
133394,2022,2022-09-13,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
138693,2022,2022-10-19,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,11,13,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
138700,2022,2022-10-19,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,11,13,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
140879,2022,2022-11-02,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
140885,2022,2022-11-02,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
148407,2022,2022-12-20,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,11,14,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
148411,2022,2022-12-20,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,11,14,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
97441,2022,2022-01-11,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,11,13,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
97445,2022,2022-01-11,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.- DAGUA,ACUAVALLE S.A. E.S.P. - DAGUA,29759,Grifo,11,13,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
105539,2022,2022-03-16,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN,ACUAVALLE S.A. E.S.P. - DAGUA - EL CARMEN,34221,Grifo,13,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
111825,2022,2022-05-04,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN,ACUAVALLE S.A. E.S.P. - DAGUA - EL CARMEN,34221,Grifo,15,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
120264,2022,2022-06-22,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN,ACUAVALLE S.A. E.S.P. - DAGUA - EL CARMEN,34221,Grifo,16,19,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
122724,2022,2022-07-07,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN,ACUAVALLE S.A. E.S.P. - DAGUA - EL CARMEN,34221,Grifo,14,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
139756,2022,2022-10-26,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN,ACUAVALLE S.A. E.S.P. - DAGUA - EL CARMEN,34221,Grifo,12,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
97433,2022,2022-01-11,DAGUA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - EL CARMEN,ACUAVALLE S.A. E.S.P. - DAGUA - EL CARMEN,34221,Grifo,11,13,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
138968,2022,2022-10-24,DAGUA,ASOCIACION AGUA VIGIA CORREGIMIENTO DE ATUNCELA MUNICIPIO DE DAGUA DEPARTAMENTO DEL VALLE DEL CAUCA EN LIQUIDACION,AGUA VIGIA,121827,Grifo,11,14,6,89.05,89.05,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
104084,2022,2022-03-08,DAGUA,JUNTA ADMINISTRADORA ACUEDUCTO AGUAS CLARAS,AGUAS CLARAS,30197,Grifo,13,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
139732,2022,2022-10-26,DAGUA,JUNTA ADMINISTRADORA ACUEDUCTO AGUAS CLARAS,AGUAS CLARAS,30197,Grifo,11,14,6,89.05,89.05,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
