CODIGO_MUESTRA_SIVICAP,ANIO,FECHA_TOMA,MUNICIPIO,PERSONA_PRESTADORA,SISTEMA_DISTRIBUCION,CODIGO_SISTEMA,TIPO_DISPOSITIVO_AJUSTADO,ANALITOS_EVALUADOS,ANALITOS_MOSTRADOS,NO_ACEPTABLES,IRCA_MUESTRA,IRCA_NUM,NIVEL_RIESGO,RIESGO_MUESTRA,NORMAS_APLICADAS
28727,2020,2020-11-12,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP, COOPERATIVA MARAVELEZ ALCALA- SISTEMA #5,80803,Grifo,14,16,4,72.19,72.19,ALTO,ALTO,Resolución 2115 de 2007
4797,2020,2020-02-25,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP, COOPERATIVA MARAVELEZ ALCALA- SISTEMA #5,80803,Grifo,15,17,2,24.56,24.56,MEDIO,MEDIO,Resolución 2115 de 2007
10147,2020,2020-06-16,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,2,17.34,17.34,MEDIO,MEDIO,Resolución 2115 de 2007
10148,2020,2020-06-16,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
103552,2020,2020-03-01,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,12,15,4,21.29,21.29,MEDIO,MEDIO,Resolución 2115 de 2007
13026,2020,2020-07-14,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
13027,2020,2020-07-14,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
15528,2020,2020-08-18,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,15,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
15529,2020,2020-08-18,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,14,16,2,17.65,17.65,MEDIO,MEDIO,Resolución 2115 de 2007
31609,2020,2020-12-02,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
32079,2020,2020-12-02,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4527,2020,2020-01-30,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4530,2020,2020-01-30,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4662,2020,2020-02-11,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4663,2020,2020-02-11,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
47750,2020,2020-09-07,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
5358,2020,2020-03-11,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
5429,2020,2020-03-11,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
7358,2020,2020-04-20,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
7359,2020,2020-04-20,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
8943,2020,2020-05-18,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,2,17.34,17.34,MEDIO,MEDIO,Resolución 2115 de 2007
8944,2020,2020-05-18,ALCALA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-ALCALÁ,ACUAVALLE S.A. E.S.P- ALCALÁ,80697,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
13042,2020,2020-07-08,ALCALA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL EDEN,ACUEDUCTO EL EDEN,110201,Grifo,16,18,6,87.86,87.86,INVIABLE SANITARIAMENTE,INVIABLE SANITARIAMENTE,Resolución 2115 de 2007
13040,2020,2020-07-08,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #1,115502,Grifo,16,18,5,70.52,70.52,ALTO,ALTO,Resolución 2115 de 2007
29261,2020,2020-09-15,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #1,115502,Grifo,15,17,2,24.56,24.56,MEDIO,MEDIO,Resolución 2115 de 2007
5431,2020,2020-03-10,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #1,115502,Grifo,15,17,1,7.02,7.02,BAJO,BAJO,Resolución 2115 de 2007
13039,2020,2020-07-08,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #2,91940,Grifo,16,18,3,34.68,34.68,MEDIO,MEDIO,Resolución 2115 de 2007
29262,2020,2020-09-15,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #2,91940,Grifo,15,17,1,17.54,17.54,MEDIO,MEDIO,Resolución 2115 de 2007
4792,2020,2020-02-25,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #2,91940,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
29263,2020,2020-09-15,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #3,115517,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4793,2020,2020-02-25,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #3,115517,Grifo,15,17,2,17.54,17.54,MEDIO,MEDIO,Resolución 2115 de 2007
28726,2020,2020-11-12,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #4,109043,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4794,2020,2020-02-25,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #4,109043,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
28728,2020,2020-11-12,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #6,111747,Grifo,14,16,5,26.63,26.63,MEDIO,MEDIO,Resolución 2115 de 2007
4798,2020,2020-02-25,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #6,111747,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
28724,2020,2020-11-12,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #7,87903,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
5432,2020,2020-03-10,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #7,87903,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
5434,2020,2020-03-10,ALCALA,COOPERATIVA MARAVELEZ ALCALA ESP,COOPERATIVA MARAVELEZ ALCALA- SISTEMA #8,110500,Grifo,15,17,1,7.02,7.02,BAJO,BAJO,Resolución 2115 de 2007
13493,2020,2020-07-22,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
13498,2020,2020-07-22,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
13500,2020,2020-07-22,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
13504,2020,2020-07-22,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
13507,2020,2020-07-22,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,16,18,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
16745,2020,2020-08-25,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
16746,2020,2020-08-25,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
16747,2020,2020-08-25,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
16748,2020,2020-08-25,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
16750,2020,2020-08-25,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
21568,2020,2020-09-28,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
21590,2020,2020-09-28,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
21618,2020,2020-09-28,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
21678,2020,2020-09-28,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
26003,2020,2020-10-26,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
26021,2020,2020-10-26,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
26030,2020,2020-10-26,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
26037,2020,2020-10-26,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
26044,2020,2020-10-26,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
27361,2020,2020-11-04,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
27365,2020,2020-11-04,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
27372,2020,2020-11-04,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
27374,2020,2020-11-04,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,14,16,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
36651,2020,2020-12-21,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
36653,2020,2020-12-21,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
36655,2020,2020-12-21,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
36792,2020,2020-12-21,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
36798,2020,2020-12-21,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,13,15,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4529,2020,2020-01-27,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,12,12,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4534,2020,2020-01-27,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,12,12,1,22.39,22.39,MEDIO,MEDIO,Resolución 2115 de 2007
4539,2020,2020-01-27,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,12,12,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4547,2020,2020-01-27,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,12,12,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4559,2020,2020-01-27,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,12,12,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4871,2020,2020-02-18,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4872,2020,2020-02-18,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4873,2020,2020-02-18,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4874,2020,2020-02-18,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
4876,2020,2020-02-18,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
6439,2020,2020-03-16,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
6442,2020,2020-03-16,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,2,1.75,1.75,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
6444,2020,2020-03-16,ANDALUCIA,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ANDALUCIA,ACUAVALLE S.A. E.S.P. - ANDALUCIA,58650,Grifo,15,17,0,0.0,0.0,SIN RIESGO,SIN RIESGO,Resolución 2115 de 2007
