codigo_dane_fuente,municipio,aro_uesvalle,seccion_fuente,componente,indicador,valor_raw,valor_num,tipo_valor,columna_fuente,fila_fuente
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones del ICBF,Averiado (No),6,6,NUMÉRICO,AR,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones del ICBF,Destruido (No),0,0,NUMÉRICO,AS,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Uso restringido (No),0,0,NUMÉRICO,AT,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Fuera de servicio (No),3,3,NUMÉRICO,AU,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Averiado (No),3,3,NUMÉRICO,AV,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Destruido (No),0,0,NUMÉRICO,AW,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Uso restringido (No),0,0,NUMÉRICO,AX,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Fuera de servicio (No),2,2,NUMÉRICO,AY,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Averiado (No),2,2,NUMÉRICO,AZ,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Destruido (No),0,0,NUMÉRICO,BA,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Uso restringido (No),1,1,NUMÉRICO,BB,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Fuera de servicio (No),0,0,NUMÉRICO,BC,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Averiado (No),1,1,NUMÉRICO,BD,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Destruido (No),0,0,NUMÉRICO,BE,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Uso restringido (No),0,0,NUMÉRICO,BF,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Fuera de servicio (No),1,1,NUMÉRICO,BG,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Averiado (No),1,1,NUMÉRICO,BH,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Destruido (No),0,0,NUMÉRICO,BI,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Uso restringido (No),5,5,NUMÉRICO,BJ,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Fuera de servicio (No),0,0,NUMÉRICO,BK,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Averiado (No),5,5,NUMÉRICO,BL,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Destruido (No),0,0,NUMÉRICO,BM,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Uso restringido (No),0,0,NUMÉRICO,BN,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Fuera de servicio (No),0,0,NUMÉRICO,BO,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Averiado (No),0,0,NUMÉRICO,BP,26
76364,Jamundí,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Destruido (No),0,0,NUMÉRICO,BQ,26
76364,Jamundí,ARO Sur - Cali,6. TELECOMUNICACIONES,Telefonía fija,Fuera de servicio,X,,TEXTO / MARCA,BV,26
76364,Jamundí,ARO Sur - Cali,6. TELECOMUNICACIONES,Telefonía celular,Uso restringido,X,,TEXTO / MARCA,BY,26
76364,Jamundí,ARO Sur - Cali,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,26
76364,Jamundí,ARO Sur - Cali,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,26
76364,Jamundí,ARO Sur - Cali,6. TELECOMUNICACIONES,Internet,Fuera de servicio,X,,TEXTO / MARCA,CL,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Con paso restringido – ubicación/abscisa,RESTRINCION DE MOVILIDAD EN LA CARRERA 11 CON CALLE 7 DEBIDO AL RIESGO DE COLAPSO DE UNA EDIFICACION,,TEXTO / MARCA,DV,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Comentario,"LA ADMINISTRACION MUNICIPAL, GESTION DE RIESGO, BOMBEROS Y ENTIDADES COMPETENTES ADELANTAN LAS EVALUACIONES TEECNICAS PARA DEFINIR LA INTERVENSION MAS SEGURA DE LA ESTRUCTURA",,TEXTO / MARCA,DW,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Cerrada(o) – ubicación/abscisa,0,0,NUMÉRICO,DX,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Con paso restringido – ubicación/abscisa,0,0,NUMÉRICO,DY,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Comentario,0,0,NUMÉRICO,DZ,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Cerrada(o) – ubicación/abscisa,0,0,NUMÉRICO,EA,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Con paso restringido – ubicación/abscisa,0,0,NUMÉRICO,EB,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Comentario,via san antonio,,TEXTO / MARCA,EC,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Cerrada(o) – ubicación/abscisa,0,0,NUMÉRICO,ED,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Con paso restringido – ubicación/abscisa,0,0,NUMÉRICO,EE,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Comentario,0,0,NUMÉRICO,EF,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Cerrada(o) – ubicación/abscisa,0,0,NUMÉRICO,EG,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Comentario,0,0,NUMÉRICO,EI,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Cerrada(o) – ubicación/abscisa,0,0,NUMÉRICO,EJ,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Con paso restringido – ubicación/abscisa,0,0,NUMÉRICO,EK,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Comentario,0,0,NUMÉRICO,EL,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Modo férreo,Descripción de la afectación,0,0,NUMÉRICO,EM,26
76364,Jamundí,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Modo férreo,Uso restringido,0,0,NUMÉRICO,EN,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Agricultura,Hectáreas afectadas,POR CONFIRMAR,,TEXTO / MARCA,HP,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Agricultura,No productores afectados,POR CONFIRMAR,,TEXTO / MARCA,HQ,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de productos,POR CONFIRMAR,,TEXTO / MARCA,HR,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de infraestructura,POR CONFIRMAR,,TEXTO / MARCA,HS,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Ganadería,Hectáreas afectadas,POR CONFIRMAR,,TEXTO / MARCA,HT,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Ganadería,No productores afectados,POR CONFIRMAR,,TEXTO / MARCA,HU,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de productos,POR CONFIRMAR,,TEXTO / MARCA,HV,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de infraestructura,POR CONFIRMAR,,TEXTO / MARCA,HW,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Piscícola,Hectáreas afectadas,POR CONFIRMAR,,TEXTO / MARCA,HX,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Piscícola,No productores afectados,POR CONFIRMAR,,TEXTO / MARCA,HY,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de productos,POR CONFIRMAR,,TEXTO / MARCA,HZ,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de infraestructura,POR CONFIRMAR,,TEXTO / MARCA,IA,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Porcícola,Hectáreas afectadas,POR CONFIRMAR,,TEXTO / MARCA,IB,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Porcícola,No productores afectados,POR CONFIRMAR,,TEXTO / MARCA,IC,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de productos,POR CONFIRMAR,,TEXTO / MARCA,ID,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de infraestructura,POR CONFIRMAR,,TEXTO / MARCA,IE,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Avícola,Hectáreas afectadas,POR CONFIRMAR,,TEXTO / MARCA,IF,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Avícola,No productores afectados,POR CONFIRMAR,,TEXTO / MARCA,IG,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Avícola,Pérdida de productos,POR CONFIRMAR,,TEXTO / MARCA,IH,26
76364,Jamundí,ARO Sur - Cali,9. SECTOR AGROPECUARIO,Avícola,Pérdida de infraestructura,POR CONFIRMAR,,TEXTO / MARCA,II,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Financiero (No),POR CONFIRMAR,,TEXTO / MARCA,IM,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Turístico (No),POR CONFIRMAR,,TEXTO / MARCA,IN,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Comercial (No),POR CONFIRMAR,,TEXTO / MARCA,IO,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Industrial (No),POR CONFIRMAR,,TEXTO / MARCA,IP,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Minería (No),POR CONFIRMAR,,TEXTO / MARCA,IQ,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Servicios (No),POR CONFIRMAR,,TEXTO / MARCA,IR,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),0,0,NUMÉRICO,IS,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Financiero (No),POR CONFIRMAR,,TEXTO / MARCA,IT,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Turístico (No),POR CONFIRMAR,,TEXTO / MARCA,IU,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Comercial (No),POR CONFIRMAR,,TEXTO / MARCA,IV,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Industrial (No),POR CONFIRMAR,,TEXTO / MARCA,IW,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Minería (No),POR CONFIRMAR,,TEXTO / MARCA,IX,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Servicios (No),POR CONFIRMAR,,TEXTO / MARCA,IY,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Financiero (No),POR CONFIRMAR,,TEXTO / MARCA,JA,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Turístico (No),POR CONFIRMAR,,TEXTO / MARCA,JB,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Comercial (No),POR CONFIRMAR,,TEXTO / MARCA,JC,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Industrial (No),POR CONFIRMAR,,TEXTO / MARCA,JD,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Minería (No),POR CONFIRMAR,,TEXTO / MARCA,JE,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Servicios (No),POR CONFIRMAR,,TEXTO / MARCA,JF,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Financiero (No),POR CONFIRMAR,,TEXTO / MARCA,JH,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Turístico (No),POR CONFIRMAR,,TEXTO / MARCA,JI,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Comercial (No),POR CONFIRMAR,,TEXTO / MARCA,JJ,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Industrial (No),POR CONFIRMAR,,TEXTO / MARCA,JK,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Minería (No),POR CONFIRMAR,,TEXTO / MARCA,JL,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Servicios (No),POR CONFIRMAR,,TEXTO / MARCA,JM,26
76364,Jamundí,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Total (No),0,0,NUMÉRICO,JN,26
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Alcaldía,Uso restringido (Número),0,0,NUMÉRICO,AH,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Alcaldía,Fuera de servicio (Número),1,1,NUMÉRICO,AI,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Alcaldía,Averiado (Número),0,0,NUMÉRICO,AJ,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Alcaldía,Destruido (Número),0,0,NUMÉRICO,AK,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Uso restringido (Número),0,0,NUMÉRICO,AL,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Fuera de servicio (Número),7,7,NUMÉRICO,AM,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Averiado (No),0,0,NUMÉRICO,AN,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Destruido (No),0,0,NUMÉRICO,AO,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones del ICBF,Uso restringido (No),0,0,NUMÉRICO,AP,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones del ICBF,Fuera de servicio (No),0,0,NUMÉRICO,AQ,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones del ICBF,Averiado (No),0,0,NUMÉRICO,AR,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones del ICBF,Destruido (No),0,0,NUMÉRICO,AS,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Uso restringido (No),0,0,NUMÉRICO,AT,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Fuera de servicio (No),1,1,NUMÉRICO,AU,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Averiado (No),0,0,NUMÉRICO,AV,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Destruido (No),0,0,NUMÉRICO,AW,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Uso restringido (No),0,0,NUMÉRICO,AX,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Fuera de servicio (No),3,3,NUMÉRICO,AY,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Averiado (No),0,0,NUMÉRICO,AZ,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Destruido (No),3,3,NUMÉRICO,BA,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Uso restringido (No),0,0,NUMÉRICO,BB,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Fuera de servicio (No),0,0,NUMÉRICO,BC,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Averiado (No),0,0,NUMÉRICO,BD,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Destruido (No),0,0,NUMÉRICO,BE,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Uso restringido (No),0,0,NUMÉRICO,BF,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Fuera de servicio (No),0,0,NUMÉRICO,BG,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Averiado (No),0,0,NUMÉRICO,BH,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Destruido (No),0,0,NUMÉRICO,BI,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Uso restringido (No),0,0,NUMÉRICO,BJ,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Fuera de servicio (No),0,0,NUMÉRICO,BK,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Averiado (No),0,0,NUMÉRICO,BL,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Otros,Destruido (No),0,0,NUMÉRICO,BM,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Uso restringido (No),0,0,NUMÉRICO,BN,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Fuera de servicio (No),0,0,NUMÉRICO,BO,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Averiado (No),0,0,NUMÉRICO,BP,27
76377,La Cumbre,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Albergues,Destruido (No),0,0,NUMÉRICO,BQ,27
76377,La Cumbre,ARO Sur - Cali,6. TELECOMUNICACIONES,Telefonía fija,Fuera de servicio,X,,TEXTO / MARCA,BV,27
76377,La Cumbre,ARO Sur - Cali,6. TELECOMUNICACIONES,Telefonía celular,Uso restringido,X,,TEXTO / MARCA,BY,27
76377,La Cumbre,ARO Sur - Cali,6. TELECOMUNICACIONES,Telefonía celular,Averiado,X,,TEXTO / MARCA,CA,27
76377,La Cumbre,ARO Sur - Cali,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,27
76377,La Cumbre,ARO Sur - Cali,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,27
76377,La Cumbre,ARO Sur - Cali,6. TELECOMUNICACIONES,Internet,Uso restringido,X,,TEXTO / MARCA,CK,27
76377,La Cumbre,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Con paso restringido – ubicación/abscisa,X,,TEXTO / MARCA,EB,27
76377,La Cumbre,ARO Sur - Cali,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Comentario,PRESENCIA DE DESLIZAMIENTOS EN VIA JIGUALES - LA MARIA,,TEXTO / MARCA,EC,27
76377,La Cumbre,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),0,0,NUMÉRICO,IS,27
76377,La Cumbre,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,27
76377,La Cumbre,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,27
76377,La Cumbre,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Total (No),0,0,NUMÉRICO,JN,27
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Alcaldía,Uso restringido (Número),0,0,NUMÉRICO,AH,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Alcaldía,Fuera de servicio (Número),0,0,NUMÉRICO,AI,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Alcaldía,Averiado (Número),1,1,NUMÉRICO,AJ,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Alcaldía,Destruido (Número),0,0,NUMÉRICO,AK,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Uso restringido (Número),0,0,NUMÉRICO,AL,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Fuera de servicio (Número),19,19,NUMÉRICO,AM,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Averiado (No),19,19,NUMÉRICO,AN,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Destruido (No),0,0,NUMÉRICO,AO,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Uso restringido (No),0,0,NUMÉRICO,AT,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Fuera de servicio (No),0,0,NUMÉRICO,AU,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Averiado (No),0,0,NUMÉRICO,AV,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Destruido (No),1,1,NUMÉRICO,AW,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Iglesias,Uso restringido (No),0,0,NUMÉRICO,AX,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Iglesias,Fuera de servicio (No),0,0,NUMÉRICO,AY,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Iglesias,Averiado (No),2,2,NUMÉRICO,AZ,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Iglesias,Destruido (No),2,2,NUMÉRICO,BA,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Uso restringido (No),0,0,NUMÉRICO,BB,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Fuera de servicio (No),0,0,NUMÉRICO,BC,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Averiado (No),0,0,NUMÉRICO,BD,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Destruido (No),1,1,NUMÉRICO,BE,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Uso restringido (No),0,0,NUMÉRICO,BF,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Fuera de servicio (No),0,0,NUMÉRICO,BG,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Averiado (No),2,2,NUMÉRICO,BH,28
76400,La Unión,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Destruido (No),0,0,NUMÉRICO,BI,28
76400,La Unión,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía fija,Uso restringido,X,,TEXTO / MARCA,BU,28
76400,La Unión,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía celular,Uso restringido,X,,TEXTO / MARCA,BY,28
76400,La Unión,ARO Norte - Cartago,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,28
76400,La Unión,ARO Norte - Cartago,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,28
76400,La Unión,ARO Norte - Cartago,6. TELECOMUNICACIONES,Internet,Uso restringido,X,,TEXTO / MARCA,CK,28
