codigo_dane_fuente,municipio,aro_uesvalle,seccion_fuente,componente,indicador,valor_raw,valor_num,tipo_valor,columna_fuente,fila_fuente
76001,Santiago de Cali,ARO Sur - Cali,5. EDIFICACIONES PÚBLICAS,Iglesias,Averiado (No),37,37,NUMÉRICO,AZ,5
76001,Santiago de Cali,ARO Sur - Cali,6. TELECOMUNICACIONES,Telefonía fija,Uso restringido,X,,TEXTO / MARCA,BU,5
76001,Santiago de Cali,ARO Sur - Cali,6. TELECOMUNICACIONES,Telefonía celular,Uso restringido,X,,TEXTO / MARCA,BY,5
76001,Santiago de Cali,ARO Sur - Cali,6. TELECOMUNICACIONES,Internet,Uso restringido,X,,TEXTO / MARCA,CK,5
76001,Santiago de Cali,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),0,0,NUMÉRICO,IS,5
76001,Santiago de Cali,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,5
76001,Santiago de Cali,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,5
76001,Santiago de Cali,ARO Sur - Cali,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Total (No),0,0,NUMÉRICO,JN,5
76020,Alcalá,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Uso restringido (Número),45,45,NUMÉRICO,AL,6
76020,Alcalá,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Destruido (No),1,1,NUMÉRICO,AO,6
76020,Alcalá,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Instalaciones de cultura,Uso restringido (No),1,1,NUMÉRICO,AT,6
76020,Alcalá,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Iglesias,Uso restringido (No),2,2,NUMÉRICO,AX,6
76020,Alcalá,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Plaza de mercado,Uso restringido (No),1,1,NUMÉRICO,BB,6
76020,Alcalá,ARO Norte - Cartago,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Uso restringido (No),11,11,NUMÉRICO,BF,6
76020,Alcalá,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía fija,Fuera de servicio,X,,TEXTO / MARCA,BV,6
76020,Alcalá,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía celular,Fuera de servicio,X,,TEXTO / MARCA,BZ,6
76020,Alcalá,ARO Norte - Cartago,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,6
76020,Alcalá,ARO Norte - Cartago,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,6
76020,Alcalá,ARO Norte - Cartago,6. TELECOMUNICACIONES,Internet,Fuera de servicio,X,,TEXTO / MARCA,CL,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DU,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DV,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Comentario,Sin informacion,,TEXTO / MARCA,DW,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DX,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DY,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Comentario,Sin informacion,,TEXTO / MARCA,DZ,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EA,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EB,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Comentario,Sin informacion,,TEXTO / MARCA,EC,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,ED,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EE,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Comentario,Sin informacion,,TEXTO / MARCA,EF,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EG,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EH,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Comentario,Sin informacion,,TEXTO / MARCA,EI,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EJ,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EK,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Comentario,Sin informacion,,TEXTO / MARCA,EL,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo férreo,Descripción de la afectación,"VIA ALCALA- CARTAGO , DESPRENDIMIENTO DE ROCAS ---ALCALA PEREIRA CERRADA , ALCALA QUINBAYA CERRADA  HAY PASOS ALTERNOS - union versusalli puente mariano ospian. VIA ALCALA - ARMENIA PASO RESTRINGIDO . 4 vías afectadas: Cartago. Quimbaya. Pereira, Ulloa. VIA CARTAGO - ALCALA CIERRE CON PARE Y SIGA.",,TEXTO / MARCA,EM,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo marítimo,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,EP,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo fluvial,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,ES,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo aéreo,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,EV,6
76020,Alcalá,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo terminal terrestre,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,EY,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Agricultura,Hectáreas afectadas,Sin informacion,,TEXTO / MARCA,HP,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Agricultura,No productores afectados,Sin informacion,,TEXTO / MARCA,HQ,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de productos,Sin informacion,,TEXTO / MARCA,HR,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,HS,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Ganadería,Hectáreas afectadas,Sin informacion,,TEXTO / MARCA,HT,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Ganadería,No productores afectados,Sin informacion,,TEXTO / MARCA,HU,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de productos,Sin informacion,,TEXTO / MARCA,HV,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,HW,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Piscícola,Hectáreas afectadas,Sin informacion,,TEXTO / MARCA,HX,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Piscícola,No productores afectados,Sin informacion,,TEXTO / MARCA,HY,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de productos,Sin informacion,,TEXTO / MARCA,HZ,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,IA,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Porcícola,Hectáreas afectadas,Sin informacion,,TEXTO / MARCA,IB,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Porcícola,No productores afectados,Sin informacion,,TEXTO / MARCA,IC,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de productos,Sin informacion,,TEXTO / MARCA,ID,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,IE,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Avícola,Hectáreas afectadas,Sin informacion,,TEXTO / MARCA,IF,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Avícola,No productores afectados,Sin informacion,,TEXTO / MARCA,IG,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Avícola,Pérdida de productos,Sin informacion,,TEXTO / MARCA,IH,6
76020,Alcalá,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Avícola,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,II,6
76020,Alcalá,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),0,0,NUMÉRICO,IS,6
76020,Alcalá,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,6
76020,Alcalá,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,6
76020,Alcalá,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Total (No),0,0,NUMÉRICO,JN,6
76036,Andalucía,ARO Centro - Tuluá,5. EDIFICACIONES PÚBLICAS,Alcaldía,Averiado (Número),1,1,NUMÉRICO,AJ,7
76036,Andalucía,ARO Centro - Tuluá,5. EDIFICACIONES PÚBLICAS,Establecimientos educativos,Averiado (No),6,6,NUMÉRICO,AN,7
76036,Andalucía,ARO Centro - Tuluá,5. EDIFICACIONES PÚBLICAS,Escenarios deportivos,Averiado (No),1,1,NUMÉRICO,BH,7
76036,Andalucía,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Telefonía fija,Uso restringido,X,,TEXTO / MARCA,BU,7
76036,Andalucía,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Telefonía celular,Uso restringido,X,,TEXTO / MARCA,BY,7
76036,Andalucía,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,7
76036,Andalucía,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,7
76036,Andalucía,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Internet,Fuera de servicio,X,,TEXTO / MARCA,CL,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Cerrada(o) – ubicación/abscisa,Sin información,,TEXTO / MARCA,DU,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Con paso restringido – ubicación/abscisa,Sin información,,TEXTO / MARCA,DV,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Cerrada(o) – ubicación/abscisa,Sin información,,TEXTO / MARCA,DX,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Con paso restringido – ubicación/abscisa,Sin información,,TEXTO / MARCA,DY,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Cerrada(o) – ubicación/abscisa,Sin información,,TEXTO / MARCA,EA,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Con paso restringido – ubicación/abscisa,Sin información,,TEXTO / MARCA,EB,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Cerrada(o) – ubicación/abscisa,Sin información,,TEXTO / MARCA,ED,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Con paso restringido – ubicación/abscisa,Sin información,,TEXTO / MARCA,EE,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Cerrada(o) – ubicación/abscisa,Sin información,,TEXTO / MARCA,EG,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Con paso restringido – ubicación/abscisa,Sin información,,TEXTO / MARCA,EH,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Cerrada(o) – ubicación/abscisa,Sin información,,TEXTO / MARCA,EJ,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Con paso restringido – ubicación/abscisa,Sin información,,TEXTO / MARCA,EK,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Modo férreo,Descripción de la afectación,Sin información,,TEXTO / MARCA,EM,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Modo marítimo,Descripción de la afectación,Sin información,,TEXTO / MARCA,EP,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Modo fluvial,Descripción de la afectación,Sin información,,TEXTO / MARCA,ES,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Modo aéreo,Descripción de la afectación,Sin información,,TEXTO / MARCA,EV,7
76036,Andalucía,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Modo terminal terrestre,Descripción de la afectación,Sin información,,TEXTO / MARCA,EY,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de productos,Sin información,,TEXTO / MARCA,HR,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de infraestructura,Sin información,,TEXTO / MARCA,HS,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de productos,Sin información,,TEXTO / MARCA,HV,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de infraestructura,Sin información,,TEXTO / MARCA,HW,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de productos,Sin información,,TEXTO / MARCA,HZ,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de infraestructura,Sin información,,TEXTO / MARCA,IA,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de productos,Sin información,,TEXTO / MARCA,ID,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de infraestructura,Sin información,,TEXTO / MARCA,IE,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Avícola,Pérdida de productos,Sin información,,TEXTO / MARCA,IH,7
76036,Andalucía,ARO Centro - Tuluá,9. SECTOR AGROPECUARIO,Avícola,Pérdida de infraestructura,Sin información,,TEXTO / MARCA,II,7
76036,Andalucía,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Comercial (No),8,8,NUMÉRICO,IO,7
76036,Andalucía,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),8,8,NUMÉRICO,IS,7
76036,Andalucía,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,7
76036,Andalucía,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,7
76036,Andalucía,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Total (No),0,0,NUMÉRICO,JN,7
76041,Ansermanuevo,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía fija,Uso restringido,X,,TEXTO / MARCA,BU,8
76041,Ansermanuevo,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía celular,Uso restringido,X,,TEXTO / MARCA,BY,8
76041,Ansermanuevo,ARO Norte - Cartago,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,8
76041,Ansermanuevo,ARO Norte - Cartago,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,8
76041,Ansermanuevo,ARO Norte - Cartago,6. TELECOMUNICACIONES,Internet,Fuera de servicio,X,,TEXTO / MARCA,CL,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DU,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DV,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Comentario,Sin informacion,,TEXTO / MARCA,DW,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DX,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,DY,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red secundaria,Comentario,Sin informacion,,TEXTO / MARCA,DZ,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Cerrada(o) – ubicación/abscisa, Vía a vereda la paloma cierre total.Vías vereda La Mesenia cierre total,,TEXTO / MARCA,EA,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EB,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Red terciaria,Comentario,Sin informacion,,TEXTO / MARCA,EC,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,ED,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EE,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes vehiculares y/o pontones,Comentario,Sin informacion,,TEXTO / MARCA,EF,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EG,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EH,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Puentes peatonales,Comentario,Sin informacion,,TEXTO / MARCA,EI,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Cerrada(o) – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EJ,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Con paso restringido – ubicación/abscisa,Sin informacion,,TEXTO / MARCA,EK,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Túnel,Comentario,Sin informacion,,TEXTO / MARCA,EL,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo férreo,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,EM,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo marítimo,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,EP,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo fluvial,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,ES,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo aéreo,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,EV,8
76041,Ansermanuevo,ARO Norte - Cartago,7. ACCESIBILIDAD Y TRANSPORTE,Modo terminal terrestre,Descripción de la afectación,Sin informacion,,TEXTO / MARCA,EY,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de productos,Sin informacion,,TEXTO / MARCA,HR,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Agricultura,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,HS,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de productos,Sin informacion,,TEXTO / MARCA,HV,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Ganadería,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,HW,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de productos,Sin informacion,,TEXTO / MARCA,HZ,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Piscícola,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,IA,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de productos,Sin informacion,,TEXTO / MARCA,ID,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Porcícola,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,IE,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Avícola,Pérdida de productos,Sin informacion,,TEXTO / MARCA,IH,8
76041,Ansermanuevo,ARO Norte - Cartago,9. SECTOR AGROPECUARIO,Avícola,Pérdida de infraestructura,Sin informacion,,TEXTO / MARCA,II,8
76041,Ansermanuevo,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),0,0,NUMÉRICO,IS,8
76041,Ansermanuevo,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,8
76041,Ansermanuevo,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,8
76041,Ansermanuevo,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Total (No),0,0,NUMÉRICO,JN,8
76054,Argelia,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía fija,Uso restringido,X,,TEXTO / MARCA,BU,9
76054,Argelia,ARO Norte - Cartago,6. TELECOMUNICACIONES,Telefonía celular,Fuera de servicio,X,,TEXTO / MARCA,BZ,9
76054,Argelia,ARO Norte - Cartago,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,9
76054,Argelia,ARO Norte - Cartago,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,9
76054,Argelia,ARO Norte - Cartago,6. TELECOMUNICACIONES,Internet,Destruido,X,,TEXTO / MARCA,CN,9
76054,Argelia,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),0,0,NUMÉRICO,IS,9
76054,Argelia,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,9
76054,Argelia,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,9
76054,Argelia,ARO Norte - Cartago,"10. INDUSTRIA, COMERCIO Y TURISMO",Sector informal,Total (No),0,0,NUMÉRICO,JN,9
76100,Bolívar,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Telefonía fija,Uso restringido,X,,TEXTO / MARCA,BU,10
76100,Bolívar,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Telefonía celular,Uso restringido,X,,TEXTO / MARCA,BY,10
76100,Bolívar,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Emisoras,Uso restringido,X,,TEXTO / MARCA,CC,10
76100,Bolívar,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Canales de televisión,Uso restringido,X,,TEXTO / MARCA,CG,10
76100,Bolívar,ARO Centro - Tuluá,6. TELECOMUNICACIONES,Internet,Fuera de servicio,X,,TEXTO / MARCA,CL,10
76100,Bolívar,ARO Centro - Tuluá,7. ACCESIBILIDAD Y TRANSPORTE,Red primaria,Con paso restringido – ubicación/abscisa,Via Bolivar- Primavera afectada ,,TEXTO / MARCA,DV,10
76100,Bolívar,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Microempresas,Total (No),0,0,NUMÉRICO,IS,10
76100,Bolívar,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Pequeñas empresas,Total (No),0,0,NUMÉRICO,IZ,10
76100,Bolívar,ARO Centro - Tuluá,"10. INDUSTRIA, COMERCIO Y TURISMO",Medianas empresas,Total (No),0,0,NUMÉRICO,JG,10
