codigo_dane_fuente,municipio,aro_uesvalle,servicio,averiado_raw,averiado_estado,destruido_raw,destruido_estado,uso_restringido_raw,uso_restringido_estado,fuera_servicio_raw,fuera_servicio_estado,familias_sin_servicio,personas_sin_servicio,descripcion_afectacion,perspectiva_recuperacion,estado_informacion_afectacion,recuperacion_clasificada,afectacion_identificada,dependencia_energia,sara_brut,carrotanque,ptap,ptar,red_tuberia_aduccion,calidad_registro,fila_fuente,columnas_fuente
76233,Dagua,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,X,MARCADO,,SIN MARCA,,1400,"Porvernir parte baja, hospital, bellavista parte baja tienen agua.

Sin agua: toda la parte alta ( Barrio Remedios, Bellavista, Ricaurte) se reparte en carrotanque","Motobomba: 
Laumayer / Siemens 40 caballos de fuerza con 2 arrancadores, trifasica/tres fases, 5 hilos. Tensión operacional: 220, tension nominal: 600, IQ 40, IP 54, Frecuencia 60.",REPORTADO,OTRA / REVISAR,1,0,0,1,0,0,0,,18,FQ-FX
76233,Dagua,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,18,FY-GF
76233,Dagua,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,Sin información,Sin información,SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,18,GG-GN
76233,Dagua,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,X,MARCADO,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento","Se realiza contacto, no se tiene información de afectaciones hasta el momento",REPORTADO,SIN INFORMACIÓN / EN VERIFICACIÓN,1,0,0,0,0,0,0,,18,GO-GV
76233,Dagua,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,18,GW-HD
76233,Dagua,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,X,MARCADO,,SIN MARCA,,,,Recarga de gas con vehículo para suministro,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,18,HE-HL
76243,El Águila,ARO Norte - Cartago,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"se realiza contacto, no se indican afectaciones hasta el momento",Restablecimiento del servicio el dia 11/08/2026 con parametros de cloro dentro de la norma ,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,19,FQ-FX
76243,El Águila,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,19,FY-GF
76243,El Águila,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,19,GG-GN
76243,El Águila,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,19,GO-GV
76243,El Águila,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,No hay servicio de energía desde el 10 de agosto de 2026,,REPORTADO,SIN DATO,1,1,0,0,0,0,0,,19,GW-HD
76243,El Águila,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,19,HE-HL
76246,El Cairo,ARO Norte - Cartago,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,192,768,"se cuenta con suministro a aproximadamente el 80% de la zona urbana 

Se cuenta con un equipo de emergencia para apoyar la reparación de los daños causados en la red",Sin información,REPORTADO,SIN INFORMACIÓN / EN VERIFICACIÓN,1,0,0,0,0,0,0,,20,FQ-FX
76246,El Cairo,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"se realiza contacto, no se indican afectaciones hasta el momento ","se realiza contacto, no se indican afectaciones hasta el momento ",REPORTADO SIN AFECTACIÓN / SIN MARCA,OTRA / REVISAR,0,0,0,0,0,0,0,,20,FY-GF
76246,El Cairo,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,"Mantener disponibles los equipos y recursos necesarios para atender oportunamente las afectaciones que puedan presentarse en las redes de acueducto y saneamiento. Asimismo, se debe realizar seguimiento a las condiciones de prestación del servicio y a las zonas que aún no cuentan con cobertura de acueducto, con el fin de identificar necesidades y gestionar acciones de mejora.",REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,20,GG-GN
76246,El Cairo,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,20,GO-GV
76246,El Cairo,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,,,Sin información,Sin información,REPORTADO,SIN INFORMACIÓN / EN VERIFICACIÓN,1,0,0,0,0,0,0,,20,GW-HD
76246,El Cairo,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,Sin información,Sin información,SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,20,HE-HL
76248,El Cerrito,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,, El 11/08/2026 se reestableció el servicio de acueducto en la zona urbana del municipio,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,21,FQ-FX
76248,El Cerrito,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,21,FY-GF
76248,El Cerrito,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,21,GG-GN
76248,El Cerrito,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,21,GO-GV
76248,El Cerrito,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,,,,,REPORTADO,SIN DATO,1,0,0,0,0,0,0,,21,GW-HD
76248,El Cerrito,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,21,HE-HL
76250,El Dovio,ARO Norte - Cartago,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,22,FQ-FX
76250,El Dovio,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,22,FY-GF
76250,El Dovio,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,22,GG-GN
76250,El Dovio,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,22,GO-GV
76250,El Dovio,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,NO HAY SUMINSTRO ELECTRICO NI ENTERNET. - Verificar la informacion,,REPORTADO,SIN DATO,1,1,0,0,0,0,0,,22,GW-HD
76250,El Dovio,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,22,HE-HL
76275,Florida,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,23,FQ-FX
76275,Florida,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,23,FY-GF
76275,Florida,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,23,GG-GN
76275,Florida,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"se realiza contacto, no se indican afectaciones hasta el momento ","se realiza contacto, no se indican afectaciones hasta el momento ",REPORTADO SIN AFECTACIÓN / SIN MARCA,OTRA / REVISAR,0,0,0,0,0,0,0,,23,GO-GV
76275,Florida,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,23,GW-HD
76275,Florida,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,23,HE-HL
76306,Ginebra,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,,"No se presentan afectaciones en el acueducto urbano, el cual opera con normalidad. La planta de tratamiento presentó algunas grietas en una de sus paredes, sin que esto haya generado mayores afectaciones en su funcionamiento.

El acueducto de Costa Rica también opera con normalidad.",REPORTADO,RESTABLECIDO / NORMAL,1,0,0,0,0,0,0,,24,FQ-FX
76306,Ginebra,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,24,FY-GF
76306,Ginebra,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,24,GG-GN
76306,Ginebra,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,24,GO-GV
76306,Ginebra,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,24,GW-HD
76306,Ginebra,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,24,HE-HL
76318,Guacarí,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,,sin afectacion en la prestacion del servicio y con disponibilidad de carrotanques para cubrir emergencias ,REPORTADO SIN AFECTACIÓN / SIN MARCA,ALTERNATIVA TEMPORAL,0,0,0,1,0,0,0,,25,FQ-FX
76318,Guacarí,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,25,FY-GF
76318,Guacarí,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,25,GG-GN
76318,Guacarí,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,25,GO-GV
76318,Guacarí,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,25,GW-HD
76318,Guacarí,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,25,HE-HL
76364,Jamundí,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"se realiza contacto, no se indican afectaciones hasta el momento","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,26,FQ-FX
76364,Jamundí,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,26,FY-GF
76364,Jamundí,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,SIN REPORTE,0,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,26,GG-GN
76364,Jamundí,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,26,GO-GV
76364,Jamundí,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,X,MARCADO,,SIN MARCA,,,SIN SERVICIO E INTERMITENCIAS,0,REPORTADO,OTRA / REVISAR,1,0,0,0,0,0,0,,26,GW-HD
76364,Jamundí,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,,,REPORTADO SIN AFECTACIÓN / SIN MARCA,SIN DATO,0,0,0,0,0,0,0,,26,HE-HL
76377,La Cumbre,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,X,MARCADO,,SIN MARCA,400,800,DISMINUCION EN LA OPERACION DEBIDO A LA FALTA DE FLUIDO ELECTRICO,RESTABLECIMIENTO DEL SERVICIO EN EL MENOR TIEMPO POSIBLE,REPORTADO,OTRA / REVISAR,1,1,0,0,0,0,0,,27,FQ-FX
76377,La Cumbre,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,27,FY-GF
76377,La Cumbre,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,27,GG-GN
76377,La Cumbre,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,27,GO-GV
76377,La Cumbre,ARO Sur - Cali,Energía eléctrica,X,MARCADO,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,CERCA DEL 60% DEL MUNICIPIO SE ENCUENTRA SIN FLUIDO ELECTRICO,ATENCION INMEDIATA DE LA EMPRESA CELSIA,REPORTADO,OTRA / REVISAR,1,1,0,0,0,0,0,,27,GW-HD
76377,La Cumbre,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,,,REPORTADO SIN AFECTACIÓN / SIN MARCA,SIN DATO,0,0,0,0,0,0,0,,27,HE-HL
76400,La Unión,ARO Norte - Cartago,Acueducto,X,MARCADO,,SIN MARCA,,SIN MARCA,X,MARCADO,0,0,Se encuentran con suministro por carrotanques debido a las afectaciones en SARA BRUT,"Hoy 11/08/2026 se abastecio con un Carrotanque algunos barrios de la zona urbana. A las 8:00 p.m. entra en operación la planta que se abastece del pozo profundo para abastecer el hospital del municipio y el 70% de la zona urbana. El 30% se abastecera el dia de mañana 12/08/2026 con un carrotanque. Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",REPORTADO,ALTERNATIVA TEMPORAL,1,0,1,1,0,0,0,,28,FQ-FX
76400,La Unión,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,28,FY-GF
76400,La Unión,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,28,GG-GN
76400,La Unión,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,28,GO-GV
76400,La Unión,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,28,GW-HD
76400,La Unión,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,28,HE-HL
76403,La Victoria,ARO Norte - Cartago,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,X,MARCADO,4100,16400,"Suspensión temporal del acueducto por daños en tubería del SARA BRUT, una vez se reestablezca el fluido eléctrico se iniciará operaciones del acuedu cto con el pozo de La Dominga","Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",REPORTADO,OTRA / REVISAR,1,1,1,0,0,0,1,,29,FQ-FX
76403,La Victoria,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,29,FY-GF
76403,La Victoria,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,29,GG-GN
76403,La Victoria,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,29,GO-GV
76403,La Victoria,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,29,GW-HD
76403,La Victoria,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,29,HE-HL
76497,Obando,ARO Norte - Cartago,Acueducto,X,MARCADO,,SIN MARCA,X,MARCADO,,SIN MARCA,120,250,"Redes de distribucion afectadas, Suspensión temporal del acueducto por daños en el Sara Brut, fuente alterna de la quebrada El Naranjo esta en reparación, por problemas meses atrás con muros","tuberia y materiales

Abastecimiento temporal de agua potable mediante carrotanque en la zona urbana del municipio.

Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",REPORTADO,ALTERNATIVA TEMPORAL,1,0,1,1,0,0,1,,30,FQ-FX
76497,Obando,ARO Norte - Cartago,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,30,FY-GF
76497,Obando,ARO Norte - Cartago,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,30,GG-GN
76497,Obando,ARO Norte - Cartago,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,30,GO-GV
76497,Obando,ARO Norte - Cartago,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,30,GW-HD
76497,Obando,ARO Norte - Cartago,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,30,HE-HL
76520,Palmira,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,31,FQ-FX
76520,Palmira,ARO Sur - Cali,Alcantarillado,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,31,FY-GF
76520,Palmira,ARO Sur - Cali,Saneamiento básico,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,31,GG-GN
76520,Palmira,ARO Sur - Cali,Recolección de basuras,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,31,GO-GV
76520,Palmira,ARO Sur - Cali,Energía eléctrica,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,31,GW-HD
76520,Palmira,ARO Sur - Cali,Gas,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,,,,,SIN DATO,SIN DATO,0,0,0,0,0,0,0,,31,HE-HL
76563,Pradera,ARO Sur - Cali,Acueducto,,SIN MARCA,,SIN MARCA,,SIN MARCA,,SIN MARCA,0,0,"Se realiza contacto, no se tiene información de afectaciones hasta el momento ","Se realiza contacto, no se tiene información de afectaciones hasta el momento ",SIN INFORMACIÓN / EN VERIFICACIÓN,SIN INFORMACIÓN / EN VERIFICACIÓN,0,0,0,0,0,0,0,,32,FQ-FX
