id,codigo,municipio,aro,longitud,latitud,tmax_daily_mean_c,tmax_abs_c
ELNINO_0313,111,FLORIDA,Sur Cali,-76.21097,3.264472,23.01,25.67
ELNINO_0314,117,FLORIDA,Sur Cali,-76.18847,3.310667,23.01,25.67
ELNINO_0309,115,FLORIDA,Sur Cali,-76.21525,3.312944,23.01,25.67
ELNINO_0315,1633,FLORIDA,Sur Cali,-76.21983,3.282778,23.01,25.67
ELNINO_0316,14295,FLORIDA,Sur Cali,-76.20211,3.248806,23.01,25.67
ELNINO_0413,SD,FLORIDA,Sur Cali,-76.19108,3.257806,23.01,25.67
ELNINO_0310,116,FLORIDA,Sur Cali,-76.21744,3.311889,23.01,25.67
ELNINO_0318,43,FLORIDA,Sur Cali,-76.29328,3.311889,25.59,28.66
ELNINO_0319,11159,GINEBRA,Sur Cali,-76.23222,3.754231,20.85,22.96
ELNINO_0320,2876,GINEBRA,Sur Cali,-76.18645,3.765131,20.85,22.96
ELNINO_0321,2880,GINEBRA,Sur Cali,-76.20324,3.763706,20.85,22.96
ELNINO_0322,2881,GINEBRA,Sur Cali,-76.20379,3.765994,20.85,22.96
ELNINO_0323,18314,GINEBRA,Sur Cali,-76.19817,3.784583,20.85,22.96
ELNINO_0324,6844,GINEBRA,Sur Cali,-76.24138,3.729383,23.99,26.26
ELNINO_0325,2874,GINEBRA,Sur Cali,-76.17742,3.733639,20.85,22.96
ELNINO_0326,10438,GINEBRA,Sur Cali,-76.23164,3.752861,20.85,22.96
ELNINO_0327,350,GINEBRA,Sur Cali,-76.17719,3.7467,20.85,22.96
ELNINO_0328,2884,GINEBRA,Sur Cali,-76.20577,3.778761,20.85,22.96
ELNINO_0329,349,GINEBRA,Sur Cali,-76.20719,3.746417,20.85,22.96
ELNINO_0330,3042,GINEBRA,Sur Cali,-76.23744,3.73585,20.85,22.96
ELNINO_0331,6836,GINEBRA,Sur Cali,-76.21821,3.732781,20.85,22.96
ELNINO_0332,2877,GINEBRA,Sur Cali,-76.20067,3.763647,20.85,22.96
ELNINO_0333,19124,GINEBRA,Sur Cali,-76.16402,3.757531,20.85,22.96
ELNINO_0334,2875,GINEBRA,Sur Cali,-76.19239,3.722769,20.85,22.96
ELNINO_0335,352,GINEBRA,Sur Cali,-76.16472,3.773839,20.85,22.96
ELNINO_0336,6523,GINEBRA,Sur Cali,-76.23867,3.722414,20.85,22.96
ELNINO_0337,353,GINEBRA,Sur Cali,-76.17096,3.758731,20.85,22.96
ELNINO_0338,348,GINEBRA,Sur Cali,-76.19916,3.713947,22.71,24.9
ELNINO_0339,6829,GINEBRA,Sur Cali,-76.24111,3.687772,25.03,27.43
ELNINO_0340,347,GINEBRA,Sur Cali,-76.18792,3.6895,22.71,24.9
ELNINO_0341,351,GINEBRA,Sur Cali,-76.13538,3.776097,17.65,19.1
ELNINO_0342,6525,GINEBRA,Sur Cali,-76.23633,3.706281,22.71,24.9
ELNINO_0343,38,GINEBRA,Sur Cali,-76.30033,3.724,23.99,26.26
ELNINO_0344,,GUACARÍ,Sur Cali,-76.21327,3.797458,20.85,22.96
ELNINO_0345,1391,GUACARÍ,Sur Cali,-76.22817,3.786111,20.85,22.96
ELNINO_0346,1393,GUACARÍ,Sur Cali,-76.28214,3.766931,23.99,26.26
ELNINO_0347,14565,GUACARÍ,Sur Cali,-76.23116,3.788542,20.85,22.96
ELNINO_0348,3039,GUACARÍ,Sur Cali,-76.25703,3.841694,23.99,26.26
ELNINO_0349,359,GUACARÍ,Sur Cali,-76.23116,3.788542,20.85,22.96
ELNINO_0350,1392,GUACARÍ,Sur Cali,-76.27735,3.774303,23.99,26.26
ELNINO_0351,39,GUACARÍ,Sur Cali,-76.32672,3.768,23.93,26.08
ELNINO_0352,16562,LA CUMBRE,Sur Cali,-76.59676,3.615006,25.15,27.46
ELNINO_0353,3670,LA CUMBRE,Sur Cali,-76.58258,3.59945,25.15,27.46
ELNINO_0354,110,LA CUMBRE,Sur Cali,-76.57239,3.587417,25.15,27.46
ELNINO_0355,1375,LA CUMBRE,Sur Cali,-76.59947,3.610564,25.15,27.46
ELNINO_0356,107,LA CUMBRE,Sur Cali,-76.58583,3.520278,24.57,27.03
ELNINO_0357,1380,LA CUMBRE,Sur Cali,-76.59375,3.622275,25.15,27.46
ELNINO_0358,104,LA CUMBRE,Sur Cali,-76.55694,3.659722,24.25,26.45
ELNINO_0359,10121,LA CUMBRE,Sur Cali,-76.60561,3.5815,25.15,27.46
ELNINO_0360,3618,LA CUMBRE,Sur Cali,-76.58703,3.5729,25.15,27.46
ELNINO_0361,1372,LA CUMBRE,Sur Cali,-76.59889,3.609167,25.15,27.46
ELNINO_0362,108,LA CUMBRE,Sur Cali,-76.59754,3.68895,24.54,26.57
ELNINO_0259,1378,LA CUMBRE,Sur Cali,-76.58278,3.613664,25.15,27.46
ELNINO_0364,3957,LA CUMBRE,Sur Cali,-76.59156,3.653417,24.54,26.57
ELNINO_0365,1401,DAGUA,Sur Cali,-76.6435,3.688389,24.54,26.57
ELNINO_0367,3666,LA CUMBRE,Sur Cali,-76.59284,3.571744,25.15,27.46
ELNINO_0368,3671,LA CUMBRE,Sur Cali,-76.59056,3.600556,25.15,27.46
ELNINO_0369,105,LA CUMBRE,Sur Cali,-76.57561,3.660306,24.54,26.57
ELNINO_0370,2862,LA CUMBRE,Sur Cali,-76.58896,3.595878,25.15,27.46
ELNINO_0371,21651,LA CUMBRE,Sur Cali,-76.52969,3.6855,24.25,26.45
ELNINO_0372,3668,LA CUMBRE,Sur Cali,-76.57813,3.600639,25.15,27.46
ELNINO_0373,2856,LA CUMBRE,Sur Cali,-76.60965,3.598689,25.15,27.46
ELNINO_0374,2858,LA CUMBRE,Sur Cali,-76.60326,3.605389,25.15,27.46
ELNINO_0375,2857,LA CUMBRE,Sur Cali,-76.60994,3.604725,25.15,27.46
ELNINO_0376,2859,LA CUMBRE,Sur Cali,-76.60196,3.608608,25.15,27.46
ELNINO_0377,2860,LA CUMBRE,Sur Cali,-76.60994,3.604725,25.15,27.46
ELNINO_0378,2861,LA CUMBRE,Sur Cali,-76.60955,3.598681,25.15,27.46
ELNINO_0379,1369,LA CUMBRE,Sur Cali,-76.60955,3.598689,25.15,27.46
ELNINO_0380,109,LA CUMBRE,Sur Cali,-76.57847,3.635333,25.15,27.46
ELNINO_0381,12526,LA CUMBRE,Sur Cali,-76.57847,3.635333,25.15,27.46
ELNINO_0382,50,LA CUMBRE,Sur Cali,-76.57581,3.661361,24.54,26.57
ELNINO_0383,3183,LA UNION,Norte Cartago,-76.04868,4.541931,27.14,30.42
ELNINO_0384,2898,LA UNION,Norte Cartago,-76.10927,4.564881,25.57,28.31
ELNINO_0385,3180,LA UNION,Norte Cartago,-76.07836,4.522675,25.45,28.44
ELNINO_0386,3178,LA UNION,Norte Cartago,-76.16506,4.55355,23.19,25.18
ELNINO_0387,3179,LA UNION,Norte Cartago,-76.11456,4.530139,25.57,28.31
ELNINO_0388,337,LA UNION,Norte Cartago,-76.11253,4.540467,25.57,28.31
ELNINO_0389,2895,LA UNION,Norte Cartago,-76.13314,4.548294,25.57,28.31
ELNINO_0390,2902,LA UNION,Norte Cartago,-76.11379,4.539853,25.57,28.31
ELNINO_0391,19784,LA UNION,Norte Cartago,-76.13006,4.562669,25.57,28.31
ELNINO_0393,2879,LA VICTORIA,Norte Cartago,-75.92362,4.475606,26.43,29.71
ELNINO_0394,9358,LA VICTORIA,Norte Cartago,-75.90613,4.464186,25.8,29.09
ELNINO_0395,2878,LA VICTORIA,Norte Cartago,-75.88481,4.511192,25.8,29.09
ELNINO_0396,2892,LA VICTORIA,Norte Cartago,-75.91049,4.459019,25.8,29.09
ELNINO_0397,2873,LA VICTORIA,Norte Cartago,-75.91081,4.526303,25.8,29.09
ELNINO_0398,331,LA VICTORIA,Norte Cartago,-76.05752,4.5183,26.43,29.71
ELNINO_0400,2629,OBANDO,Norte Cartago,-75.9246,4.556136,27.14,30.42
ELNINO_0401,9361,OBANDO,Norte Cartago,-75.94019,4.563086,27.14,30.42
ELNINO_0170,1911,OBANDO,Norte Cartago,-75.87641,4.592964,25.74,28.95
ELNINO_0403,1902,OBANDO,Norte Cartago,-75.92881,4.646369,27.14,30.42
ELNINO_0404,2625,OBANDO,Norte Cartago,-75.89671,4.570078,25.74,28.95
ELNINO_0302,1919,OBANDO,Norte Cartago,-75.88435,4.615872,25.74,28.95
ELNINO_0406,1922,OBANDO,Norte Cartago,-75.88371,4.614478,25.74,28.95
ELNINO_0407,2617,OBANDO,Norte Cartago,-75.88709,4.548136,25.74,28.95
ELNINO_0408,2620,OBANDO,Norte Cartago,-75.91974,4.645153,27.14,30.42
ELNINO_0410,58,OBANDO,Norte Cartago,-75.9733,4.57565,27.14,30.42
ELNINO_0416,SD,PRADERA,Sur Cali,-76.15393,3.418081,16.09,17.75
ELNINO_0207,119,PRADERA,Sur Cali,-76.20279,3.397861,22.43,24.88
ELNINO_0312,1612,PRADERA,Sur Cali,-76.15339,3.424528,16.09,17.75
ELNINO_0414,125,PRADERA,Sur Cali,-76.18781,3.420019,22.43,24.88
ELNINO_0415,123,PRADERA,Sur Cali,-76.21939,3.408167,22.43,24.88
ELNINO_0317,120,PRADERA,Sur Cali,-76.18978,3.398944,22.43,24.88
ELNINO_0417,122,PRADERA,Sur Cali,-76.19781,3.382806,22.43,24.88
ELNINO_0418,SD,PRADERA,Sur Cali,-76.14453,3.447861,16.09,17.75
ELNINO_0420,SD,PRADERA,Sur Cali,-76.17967,3.401,22.43,24.88
ELNINO_0421,45,PRADERA,Sur Cali,-76.30308,3.399453,25.11,27.98
ELNINO_0438,537,RESTREPO,Centro Tuluá,-76.51399,3.798108,23.19,25.07
ELNINO_0428,3397,RESTREPO,Centro Tuluá,-76.50326,3.828956,23.19,25.07
ELNINO_0443,2064,RESTREPO,Centro Tuluá,-76.47888,3.826744,23.93,26.08
ELNINO_0422,2066,RESTREPO,Centro Tuluá,-76.4739,3.822928,23.93,26.08
ELNINO_0222,2066,RESTREPO,Centro Tuluá,-76.47888,3.826744,23.93,26.08
ELNINO_0453,3034,RESTREPO,Centro Tuluá,-76.50069,3.804875,23.19,25.07
ELNINO_0412,3394,RESTREPO,Centro Tuluá,-76.61907,3.831156,23.22,24.92
ELNINO_0423,2076,RESTREPO,Centro Tuluá,-76.44291,3.4421,25.65,28.59
ELNINO_0424,14230,RESTREPO,Centro Tuluá,-76.62342,3.822083,23.22,24.92
ELNINO_0425,3387,RESTREPO,Centro Tuluá,-76.47804,3.820772,23.93,26.08
ELNINO_0448,4982,RESTREPO,Centro Tuluá,-76.47859,3.808744,23.93,26.08
ELNINO_0430,17528,RESTREPO,Centro Tuluá,-76.54479,3.817861,23.19,25.07
ELNINO_0439,3393,RESTREPO,Centro Tuluá,-76.61842,3.812783,23.22,24.92
ELNINO_0454,14100,RESTREPO,Centro Tuluá,-76.49257,3.822017,23.19,25.07
ELNINO_0444,233,RESTREPO,Centro Tuluá,-76.57649,3.854656,23.22,24.92
ELNINO_0445,547,RESTREPO,Centro Tuluá,-76.55581,3.721028,23.19,25.07
ELNINO_0431,3400,RESTREPO,Centro Tuluá,-76.50113,3.826411,23.19,25.07
ELNINO_0440,2062,RESTREPO,Centro Tuluá,-76.49613,3.814467,23.19,25.07
ELNINO_0426,402,RESTREPO,Centro Tuluá,-76.52223,3.830575,23.19,25.07
ELNINO_0441,2888,RESTREPO,Sur Cali,-76.47919,3.774444,23.93,26.08
ELNINO_0436,503,RESTREPO,Centro Tuluá,-76.54448,3.825875,23.19,25.07
ELNINO_0455,7545,RESTREPO,Centro Tuluá,-76.4739,3.822928,23.93,26.08
ELNINO_0427,502,RESTREPO,Centro Tuluá,-76.521,3.848556,23.19,25.07
ELNINO_0442,2073,RESTREPO,Centro Tuluá,-76.48893,3.811411,23.19,25.07
ELNINO_0437,3304,RESTREPO,Centro Tuluá,-76.60946,3.801128,23.22,24.92
ELNINO_0432,3301,RESTREPO,Centro Tuluá,-76.60946,3.801128,23.22,24.92
ELNINO_0433,3037,RESTREPO,Centro Tuluá,-76.49974,3.804806,23.19,25.07
ELNINO_0434,3299,RESTREPO,Centro Tuluá,-76.59367,3.827764,23.22,24.92
ELNINO_0486,3862,RESTREPO,Centro Tuluá,-76.56303,3.755825,23.19,25.07
ELNINO_0435,13516,RESTREPO,Centro Tuluá,-76.57909,3.771183,23.22,24.92
ELNINO_0456,SD,RESTREPO,Centro Tuluá,-76.54292,3.800833,23.19,25.07
ELNINO_0451,190,RESTREPO,Centro Tuluá,-76.52113,3.82328,23.19,25.07
ELNINO_0452,157,RESTREPO,Centro Tuluá,-76.55223,3.852786,23.19,25.07
ELNINO_0457,6507,RIO FRIO,Centro Tuluá,-76.38447,4.049175,21.14,22.97
ELNINO_0458,22040,RIO FRIO,Centro Tuluá,-76.37058,4.152328,20.53,22.13
ELNINO_0459,13337,RIO FRIO,Centro Tuluá,-76.40058,4.01945,22.03,23.79
ELNINO_0126,15897,RIO FRIO,Centro Tuluá,-76.3875,4.121944,21.14,22.97
ELNINO_0461,6869,RIO FRIO,Centro Tuluá,-76.40027,4.040844,22.03,23.79
ELNINO_0462,9390,RIO FRIO,Centro Tuluá,-76.375,4.131944,20.53,22.13
ELNINO_0463,7303,RIO FRIO,Centro Tuluá,-76.39806,4.030508,22.03,23.79
ELNINO_0464,3703,RIO FRIO,Centro Tuluá,-76.39735,4.117239,21.14,22.97
ELNINO_0300,15486,RIO FRIO,Centro Tuluá,-76.42224,4.123894,20.53,22.13
ELNINO_0082,13515,RIO FRIO,Centro Tuluá,-76.40751,4.017886,22.03,23.79
ELNINO_0468,504,RIO FRIO,Centro Tuluá,-76.28479,4.117169,25.27,28.22
ELNINO_0469,2766,RIO FRIO,Centro Tuluá,-76.40301,4.105297,21.14,22.97
ELNINO_0470,181,RIO FRIO,Centro Tuluá,-76.38801,4.036067,22.03,23.79
ELNINO_0471,2749,RIO FRIO,Centro Tuluá,-76.38352,4.093542,21.14,22.97
ELNINO_0472,3704,RIO FRIO,Centro Tuluá,-76.39933,4.125267,20.53,22.13
ELNINO_0473,510,RIO FRIO,Centro Tuluá,-76.3864,4.076692,21.14,22.97
ELNINO_0474,513,RIO FRIO,Centro Tuluá,-76.25993,4.1802,23.57,26.14
ELNINO_0475,507,RIO FRIO,Centro Tuluá,-76.365,4.051786,21.14,22.97
ELNINO_0476,180,RIO FRIO,Centro Tuluá,-76.37171,4.127136,20.53,22.13
ELNINO_0477,7591,RIO FRIO,Centro Tuluá,-76.37521,4.107797,21.14,22.97
ELNINO_0478,6791,RIO FRIO,Centro Tuluá,-76.40312,4.083111,21.14,22.97
ELNINO_0479,505,RIO FRIO,Centro Tuluá,-76.31501,4.095581,25.27,28.22
ELNINO_0480,9977,RIO FRIO,Centro Tuluá,-76.3978,4.140017,20.53,22.13
ELNINO_0481,2786,RIO FRIO,Centro Tuluá,-76.39841,4.098194,21.14,22.97
ELNINO_0482,13341,RIO FRIO,Centro Tuluá,-76.2456,4.017519,25.54,28.37
ELNINO_0484,518,RIO FRIO,Centro Tuluá,-76.39173,4.047575,21.14,22.97
ELNINO_0485,895,ROLDANILLO,Norte Cartago,-76.0858,4.435006,25.31,28.58
ELNINO_0208,3173,ROLDANILLO,Norte Cartago,-76.20439,4.4335,23.64,26.21
ELNINO_0487,899,ROLDANILLO,Norte Cartago,-76.1661,4.437667,23.64,26.21
ELNINO_0488,3174,ROLDANILLO,Norte Cartago,-76.19664,4.404831,23.64,26.21
ELNINO_0489,3171,ROLDANILLO,Norte Cartago,-76.21154,4.382006,23.64,26.21
ELNINO_0490,13988,ROLDANILLO,Norte Cartago,-76.18919,4.384972,23.64,26.21
ELNINO_0491,1669,ROLDANILLO,Norte Cartago,-76.2153,4.477297,23.16,25.45
ELNINO_0493,3168,ROLDANILLO,Norte Cartago,-76.23439,4.396208,23.64,26.21
ELNINO_0494,1998,ROLDANILLO,Norte Cartago,-76.19656,4.454308,23.16,25.45
ELNINO_0495,340,ROLDANILLO,Norte Cartago,-76.12,4.420511,25.31,28.58
ELNINO_0496,892,ROLDANILLO,Norte Cartago,-76.1986,4.395939,23.64,26.21
ELNINO_0497,53,ROLDANILLO,Norte Cartago,-76.15447,4.416117,25.31,28.58
ELNINO_0498,17740,SAN PEDRO,Centro Tuluá,-76.21686,3.948033,22.2,24.85
ELNINO_0499,18070,SAN PEDRO,Centro Tuluá,-76.19001,3.917678,22.2,24.85
ELNINO_0500,,SAN PEDRO,Centro Tuluá,-76.15982,3.953892,22.2,24.85
ELNINO_0501,905,SAN PEDRO,Centro Tuluá,-76.21437,3.951683,22.2,24.85
ELNINO_0226,16737,SAN PEDRO,Centro Tuluá,-76.17342,3.929822,22.2,24.85
ELNINO_0503,927,SAN PEDRO,Centro Tuluá,-76.2512,4.033892,25.54,28.37
ELNINO_0504,1124,SAN PEDRO,Centro Tuluá,-76.16678,3.966808,24.93,28.27
ELNINO_0505,194,SAN PEDRO,Centro Tuluá,-76.20056,4.018333,24.93,28.27
ELNINO_0506,16655,SAN PEDRO,Centro Tuluá,-76.16773,3.943625,22.2,24.85
ELNINO_0507,,SAN PEDRO,Centro Tuluá,-76.13092,3.944629,19.47,21.58
ELNINO_0509,16853,SAN PEDRO,Centro Tuluá,-76.14278,3.95,19.47,21.58
ELNINO_0510,212,SAN PEDRO,Centro Tuluá,-76.22918,3.995283,24.93,28.27
ELNINO_0511,2162,SEVILLA,Centro Tuluá,-75.91948,4.056972,21.61,24.95
ELNINO_0512,10478,SEVILLA,Centro Tuluá,-75.92515,4.2233,23.56,26.6
ELNINO_0513,6887,SEVILLA,Centro Tuluá,-75.93888,4.264711,23.56,26.6
ELNINO_0514,558,SEVILLA,Centro Tuluá,-75.94798,4.274697,23.56,26.6
ELNINO_0515,20029,SEVILLA,Centro Tuluá,-75.92056,4.239992,23.56,26.6
ELNINO_0516,196,SEVILLA,Centro Tuluá,-75.90244,4.287031,26.2,30.35
ELNINO_0517,2166,SEVILLA,Centro Tuluá,-75.95674,4.198567,23.56,26.6
ELNINO_0518,539,SEVILLA,Centro Tuluá,-75.91891,4.364722,25.18,28.95
ELNINO_0519,540,SEVILLA,Centro Tuluá,-75.91881,4.348069,25.18,28.95
ELNINO_0520,541,SEVILLA,Centro Tuluá,-75.90694,4.314739,26.2,30.35
ELNINO_0521,543,SEVILLA,Centro Tuluá,-75.94613,4.100528,21.61,24.95
ELNINO_0522,3281,SEVILLA,Centro Tuluá,-75.93806,4.241617,23.56,26.6
ELNINO_0523,2082,SEVILLA,Centro Tuluá,-75.95604,4.222825,23.56,26.6
ELNINO_0524,3282,SEVILLA,Centro Tuluá,-75.91706,4.206792,23.56,26.6
ELNINO_0525,14773,SEVILLA,Centro Tuluá,-75.89792,4.409606,25.93,29.54
ELNINO_0526,542,SEVILLA,Centro Tuluá,-75.9028,4.244931,24.36,29.03
ELNINO_0527,2163,SEVILLA,Centro Tuluá,-75.94306,4.207778,23.56,26.6
ELNINO_0528,3284,SEVILLA,Centro Tuluá,-75.95026,4.248975,23.56,26.6
ELNINO_0529,3277,SEVILLA,Centro Tuluá,-75.90798,4.243761,24.36,29.03
ELNINO_0530,3278,SEVILLA,Centro Tuluá,-75.88726,4.249456,24.36,29.03
ELNINO_0531,264,SEVILLA,Centro Tuluá,-75.91666,4.395386,25.9,29.72
ELNINO_0532,2167,SEVILLA,Centro Tuluá,-75.94517,4.222783,23.56,26.6
ELNINO_0533,3259,SEVILLA,Centro Tuluá,-75.83333,4.195325,22.09,24.91
ELNINO_0534,SD,SEVILLA,Centro Tuluá,-75.93902,4.322467,25.18,28.95
ELNINO_0535,13535,SEVILLA,Centro Tuluá,-75.9438,4.308461,25.18,28.95
ELNINO_0536,198,SEVILLA,Centro Tuluá,-75.88249,4.410753,25.93,29.54
ELNINO_0537,224,SEVILLA,Centro Tuluá,-75.91973,4.277522,23.56,26.6
ELNINO_0538,2191,TORO,Norte Cartago,-76.10778,4.625864,25.57,28.31
ELNINO_0539,1896,TORO,Norte Cartago,-76.05848,4.715072,26.59,29.65
ELNINO_0540,2198,TORO,Norte Cartago,-76.0976,4.659247,25.57,28.31
ELNINO_0541,44,TORO,Norte Cartago,-76.03673,4.684794,27.14,30.42
ELNINO_0542,2194,TORO,Norte Cartago,-76.14644,4.590719,25.57,28.31
ELNINO_0543,1898,TORO,Norte Cartago,-76.07257,4.705606,26.59,29.65
ELNINO_0544,1887,TORO,Norte Cartago,-76.04859,4.541906,27.14,30.42
ELNINO_0545,,TORO,Norte Cartago,-76.05892,4.568467,27.14,30.42
ELNINO_0547,59,TORO,Norte Cartago,-76.06,4.596,27.14,30.42
ELNINO_0548,401,TRUJILLO,Centro Tuluá,-76.33509,4.225539,20.53,22.13
ELNINO_0549,,TRUJILLO,Centro Tuluá,-76.38605,4.279269,20.53,22.13
ELNINO_0550,2788,TRUJILLO,Centro Tuluá,-76.37778,4.228611,20.53,22.13
ELNINO_0551,,TRUJILLO,Centro Tuluá,-76.42352,4.205947,20.53,22.13
ELNINO_0552,,TRUJILLO,Centro Tuluá,-76.30389,4.258611,23.57,26.14
ELNINO_0555,SD,TRUJILLO,Centro Tuluá,-76.37628,4.178425,20.53,22.13
ELNINO_0556,397,TRUJILLO,Centro Tuluá,-76.39016,4.193631,20.53,22.13
ELNINO_0557,,TRUJILLO,Centro Tuluá,-76.22877,4.219564,25.39,28.62
ELNINO_0558,9761,TRUJILLO,Centro Tuluá,-76.38188,4.209736,20.53,22.13
ELNINO_0559,10170,TRUJILLO,Centro Tuluá,-76.33807,4.243661,20.53,22.13
ELNINO_0560,11623,TRUJILLO,Centro Tuluá,-76.39081,4.177122,20.53,22.13
ELNINO_0561,184,TRUJILLO,Centro Tuluá,-76.21836,4.265278,25.39,28.62
ELNINO_0562,3549,TRUJILLO,Centro Tuluá,-76.31543,4.217708,23.57,26.14
ELNINO_0563,230,TRUJILLO,Centro Tuluá,-76.27986,4.267697,23.57,26.14
ELNINO_0564,2730,TRUJILLO,Centro Tuluá,-76.3927,4.232539,20.53,22.13
ELNINO_0565,5627,TRUJILLO,Centro Tuluá,-76.24044,4.206817,23.57,26.14
ELNINO_0566,3286,TRUJILLO,Centro Tuluá,-76.38602,4.165678,20.53,22.13
ELNINO_0567,4768,TRUJILLO,Centro Tuluá,-76.25697,4.185236,23.57,26.14
ELNINO_0568,17694,TRUJILLO,Centro Tuluá,-76.31132,4.245994,23.57,26.14
ELNINO_0569,2729,TRUJILLO,Centro Tuluá,-76.38938,4.230769,20.53,22.13
ELNINO_0570,9979,TRUJILLO,Centro Tuluá,-76.35067,4.204181,20.53,22.13
ELNINO_0571,228,TRUJILLO,Centro Tuluá,-76.32194,4.210608,20.53,22.13
ELNINO_0572,3550,TRUJILLO,Centro Tuluá,-76.33157,4.231178,20.53,22.13
ELNINO_0573,3314,TRUJILLO,Centro Tuluá,-76.35812,4.172803,20.53,22.13
ELNINO_0574,400,TRUJILLO,Centro Tuluá,-76.34267,4.193692,20.53,22.13
ELNINO_0575,2789,TRUJILLO,Centro Tuluá,-76.24507,4.245856,23.57,26.14
ELNINO_0576,229,TRUJILLO,Centro Tuluá,-76.2997,4.243206,23.57,26.14
ELNINO_0577,231,TRUJILLO,Centro Tuluá,-76.28283,4.262017,23.57,26.14
ELNINO_0578,399,TRUJILLO,Centro Tuluá,-76.3846,4.198853,20.53,22.13
ELNINO_0579,14211,TRUJILLO,Centro Tuluá,-76.39329,4.212919,20.53,22.13
ELNINO_0083,9783,TRUJILLO,Centro Tuluá,-76.33881,4.206794,20.53,22.13
ELNINO_0581,17684,TRUJILLO,Centro Tuluá,-76.30793,4.251525,23.57,26.14
ELNINO_0582,220,TRUJILLO,Centro Tuluá,-76.31891,4.209464,23.57,26.14
ELNINO_0583,300,ULLOA,Norte Cartago,-75.71158,4.700461,24.6,27.14
ELNINO_0584,2562,ULLOA,Norte Cartago,-75.72276,4.696981,24.6,27.14
ELNINO_0585,309,ULLOA,Norte Cartago,-75.75826,4.707372,24.92,26.98
ELNINO_0586,304,ULLOA,Norte Cartago,-75.75877,4.710658,24.92,26.98
ELNINO_0587,302,ULLOA,Norte Cartago,-75.73897,4.707928,24.6,27.14
ELNINO_0588,68,ULLOA,Norte Cartago,-75.73964,4.701708,24.6,27.14
ELNINO_0589,17260,VERSALLES,Norte Cartago,-76.27922,4.560103,23.34,25.13
ELNINO_0590,1951,VERSALLES,Norte Cartago,-76.13851,4.632014,25.57,28.31
ELNINO_0591,1950,VERSALLES,Norte Cartago,-76.13982,4.630372,25.57,28.31
ELNINO_0592,1953,VERSALLES,Norte Cartago,-76.13819,4.64915,25.57,28.31
ELNINO_0593,1952,VERSALLES,Norte Cartago,-76.22976,4.667053,23.19,25.18
ELNINO_0594,1275,VERSALLES,Norte Cartago,-76.18469,4.619739,23.19,25.18
ELNINO_0446,6266,VERSALLES,Norte Cartago,-76.2731,4.587764,23.34,25.13
ELNINO_0598,1259,VERSALLES,Norte Cartago,-76.15319,4.614989,25.57,28.31
ELNINO_0599,1282,VERSALLES,Norte Cartago,-76.18555,4.546233,23.19,25.18
ELNINO_0600,17263,VERSALLES,Norte Cartago,-76.27513,4.605578,23.34,25.13
ELNINO_0601,1265,VERSALLES,Norte Cartago,-76.17027,4.602061,23.19,25.18
ELNINO_0602,,VERSALLES,Norte Cartago,-76.2223,4.567878,23.19,25.18
ELNINO_0603,10118,VIJES,Sur Cali,-76.47778,3.716389,25.41,27.33
ELNINO_0604,19793,VIJES,Sur Cali,-76.50692,3.733083,23.19,25.07
ELNINO_0605,1382,VIJES,Sur Cali,-76.50692,3.733083,23.19,25.07
ELNINO_0606,1493,VIJES,Sur Cali,-76.41656,3.757361,23.93,26.08
ELNINO_0607,141,VIJES,Sur Cali,-76.45683,3.737139,23.93,26.08
ELNINO_0608,1384,VIJES,Sur Cali,-76.48431,3.747167,23.19,25.07
ELNINO_0609,143,VIJES,Sur Cali,-76.45861,3.753889,23.93,26.08
ELNINO_0610,2848,VIJES,Sur Cali,-76.47747,3.716583,25.41,27.33
ELNINO_0611,21770,VIJES,Sur Cali,-76.4095,3.729525,23.93,26.08
ELNINO_0612,142,VIJES,Sur Cali,-76.46356,3.751778,23.93,26.08
ELNINO_0613,2894,VIJES,Sur Cali,-76.47428,3.764083,23.93,26.08
ELNINO_0614,9172,VIJES,Sur Cali,-76.50686,3.699083,24.25,26.45
ELNINO_0615,140,VIJES,Sur Cali,-76.44778,3.734528,23.93,26.08
ELNINO_0616,144,VIJES,Sur Cali,-76.4735,3.760083,23.93,26.08
ELNINO_0617,355,VIJES,Sur Cali,-76.48492,3.761972,23.19,25.07
ELNINO_0618,1482,VIJES,Sur Cali,-76.47208,3.807917,23.93,26.08
ELNINO_0619,1052,VIJES,Sur Cali,-76.47744,3.785722,23.93,26.08
ELNINO_0620,2885,VIJES,Sur Cali,-76.46828,3.780472,23.93,26.08
ELNINO_0621,1385,VIJES,Sur Cali,-76.49042,3.763639,23.19,25.07
ELNINO_0622,8947,VIJES,Sur Cali,-76.52983,3.750417,23.19,25.07
ELNINO_0623,357,VIJES,Sur Cali,-76.51847,3.718556,24.25,26.45
ELNINO_0624,10115,VIJES,Sur Cali,-76.47297,3.716472,25.41,27.33
ELNINO_0625,354,VIJES,Sur Cali,-76.50926,3.712611,24.25,26.45
ELNINO_0626,42,VIJES,Sur Cali,-76.44264,3.700306,25.41,27.33
ELNINO_0627,6890,YOTOCO,Centro Tuluá,-76.45835,3.851931,23.93,26.08
ELNINO_0628,7358,YOTOCO,Centro Tuluá,-76.43766,3.836889,23.93,26.08
ELNINO_0629,495,YOTOCO,Centro Tuluá,-76.44043,3.909211,23.15,25.08
