ARO,Anio,Tipo_servicio_codigo,Tipo_servicio_nombre,Codigo,Fecha_envio,Fecha_recepcion,Hora_recepcion,Fecha_resultados,Tipo,Entidad_que_remite,Muestras_recibidas,Muestras_rechazadas,Estado,Pagina_manual,Fila_archivo,Muestras_recibidas_num,Muestras_rechazadas_num,Clave_ARO_Codigo,Es_codigo_valido,Fecha_envio_dt,Fecha_recepcion_dt,Fecha_resultados_dt,Es_duplicado_por_codigo
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260420-7814-VIG,20/04/2026,20/04/2026,3:10 PM,02/05/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,100,3,0,Cali|20260420-7814-VIG,True,2026-04-20,2026-04-20,2026-05-02,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250521-2320-VIG,21/05/2025,21/05/2025,3:50 PM,01/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1000,3,0,Cali|20250521-2320-VIG,True,2025-05-21,2025-05-21,2025-06-01,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250521-2330-VIG,21/05/2025,21/05/2025,3:50 PM,01/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1001,3,0,Cali|20250521-2330-VIG,True,2025-05-21,2025-05-21,2025-06-01,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250521-2317-VIG,21/05/2025,21/05/2025,3:50 PM,01/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1002,3,0,Cali|20250521-2317-VIG,True,2025-05-21,2025-05-21,2025-06-01,False
Cali,2025,MR,MAPAS DE RIESGOS,20250520-2270-MR,20/05/2025,20/05/2025,4:30 PM,23/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1003,3,0,Cali|20250520-2270-MR,True,2025-05-20,2025-05-20,2025-06-23,False
Cali,2025,DSAN,DIAGNÓSTICO SANITARIO,20250520-2289-DSAN,20/05/2025,20/05/2025,4:30 PM,30/05/2025,Agua,UESVALLE - ARO CALI,1,0,Finalizada,9,1004,1,0,Cali|20250520-2289-DSAN,True,2025-05-20,2025-05-20,2025-05-30,False
Cali,2025,MR,MAPAS DE RIESGOS,20250520-2280-MR,20/05/2025,20/05/2025,4:30 PM,23/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1005,3,0,Cali|20250520-2280-MR,True,2025-05-20,2025-05-20,2025-06-23,False
Cali,2025,MR,MAPAS DE RIESGOS,20250520-2273-MR,20/05/2025,20/05/2025,4:30 PM,23/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1006,3,0,Cali|20250520-2273-MR,True,2025-05-20,2025-05-20,2025-06-23,False
Cali,2025,MR,MAPAS DE RIESGOS,20250520-2281-MR,20/05/2025,20/05/2025,4:30 PM,09/06/2025,Agua,UESVALLE - ARO CALI,2,0,Finalizada,9,1007,2,0,Cali|20250520-2281-MR,True,2025-05-20,2025-05-20,2025-06-09,False
Cali,2025,MR,MAPAS DE RIESGOS,20250520-2282-MR,20/05/2025,20/05/2025,4:30 PM,09/06/2025,Agua,UESVALLE - ARO CALI,2,0,Finalizada,9,1008,2,0,Cali|20250520-2282-MR,True,2025-05-20,2025-05-20,2025-06-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2201-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1009,3,0,Cali|20250514-2201-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260420-7837-VIG,20/04/2026,20/04/2026,3:10 PM,02/05/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,101,3,0,Cali|20260420-7837-VIG,True,2026-04-20,2026-04-20,2026-05-02,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2202-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1010,3,0,Cali|20250514-2202-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2219-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1011,3,0,Cali|20250514-2219-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2217-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1012,3,0,Cali|20250514-2217-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2220-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1013,3,0,Cali|20250514-2220-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2216-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1014,3,0,Cali|20250514-2216-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2218-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1015,3,0,Cali|20250514-2218-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250514-2203-VIG,14/05/2025,14/05/2025,3:20 PM,26/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1016,3,0,Cali|20250514-2203-VIG,True,2025-05-14,2025-05-14,2025-05-26,False
Cali,2025,MR,MAPAS DE RIESGOS,20250513-2178-MR,13/05/2025,13/05/2025,2:32 PM,23/06/2025,Agua,UESVALLE - ARO CALI,4,0,Finalizada,9,1017,4,0,Cali|20250513-2178-MR,True,2025-05-13,2025-05-13,2025-06-23,False
Cali,2025,MR,MAPAS DE RIESGOS,20250513-2163-MR,13/05/2025,13/05/2025,2:32 PM,23/06/2025,Agua,UESVALLE - ARO CALI,6,0,Finalizada,9,1018,6,0,Cali|20250513-2163-MR,True,2025-05-13,2025-05-13,2025-06-23,False
Cali,2025,MR,MAPAS DE RIESGOS,20250513-2164-MR,13/05/2025,13/05/2025,2:32 PM,18/06/2025,Agua,UESVALLE - ARO CALI,6,0,Finalizada,9,1019,6,0,Cali|20250513-2164-MR,True,2025-05-13,2025-05-13,2025-06-18,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260415-7770-VIG,15/04/2026,15/04/2026,2:50 PM,27/04/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,102,3,0,Cali|20260415-7770-VIG,True,2026-04-15,2026-04-15,2026-04-27,False
Cali,2025,MR,MAPAS DE RIESGOS,20250512-2120-MR,12/05/2025,12/05/2025,4:10 PM,01/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1020,3,0,Cali|20250512-2120-MR,True,2025-05-12,2025-05-12,2025-06-01,False
Cali,2025,MR,MAPAS DE RIESGOS,20250512-2111-MR,12/05/2025,12/05/2025,4:10 PM,01/06/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,9,1021,3,0,Cali|20250512-2111-MR,True,2025-05-12,2025-05-12,2025-06-01,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260415-7731-VIG,15/04/2026,15/04/2026,2:50 PM,27/04/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,103,3,0,Cali|20260415-7731-VIG,True,2026-04-15,2026-04-15,2026-04-27,False
Cali,2025,MR,MAPAS DE RIESGOS,20250512-2122-MR,12/05/2025,12/05/2025,4:10 PM,23/06/2025,Agua,UESVALLE - ARO CALI,6,0,Finalizada,10,1036,6,0,Cali|20250512-2122-MR,True,2025-05-12,2025-05-12,2025-06-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2115-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1037,3,0,Cali|20250512-2115-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2096-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1038,3,0,Cali|20250512-2096-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2113-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1039,3,0,Cali|20250512-2113-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260415-7774-VIG,15/04/2026,15/04/2026,2:50 PM,27/04/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,104,3,0,Cali|20260415-7774-VIG,True,2026-04-15,2026-04-15,2026-04-27,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2116-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1040,3,0,Cali|20250512-2116-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2101-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1041,3,0,Cali|20250512-2101-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2112-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1042,3,0,Cali|20250512-2112-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2114-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1043,3,0,Cali|20250512-2114-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250512-2098-VIG,12/05/2025,12/05/2025,2:35 PM,23/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1044,3,0,Cali|20250512-2098-VIG,True,2025-05-12,2025-05-12,2025-05-23,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2067-VIG,07/05/2025,07/05/2025,3:25 PM,19/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1045,3,0,Cali|20250507-2067-VIG,True,2025-05-07,2025-05-07,2025-05-19,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2070-VIG,07/05/2025,07/05/2025,3:25 PM,18/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1046,3,0,Cali|20250507-2070-VIG,True,2025-05-07,2025-05-07,2025-05-18,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2059-VIG,07/05/2025,07/05/2025,3:25 PM,19/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1047,3,0,Cali|20250507-2059-VIG,True,2025-05-07,2025-05-07,2025-05-19,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2075-VIG,07/05/2025,07/05/2025,3:25 PM,18/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1048,3,0,Cali|20250507-2075-VIG,True,2025-05-07,2025-05-07,2025-05-18,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2061-VIG,07/05/2025,07/05/2025,3:25 PM,18/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1049,3,0,Cali|20250507-2061-VIG,True,2025-05-07,2025-05-07,2025-05-18,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260415-7771-VIG,15/04/2026,15/04/2026,2:50 PM,27/04/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,105,3,0,Cali|20260415-7771-VIG,True,2026-04-15,2026-04-15,2026-04-27,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2074-VIG,07/05/2025,07/05/2025,3:25 PM,19/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1050,3,0,Cali|20250507-2074-VIG,True,2025-05-07,2025-05-07,2025-05-19,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2069-VIG,07/05/2025,07/05/2025,3:25 PM,18/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1051,3,0,Cali|20250507-2069-VIG,True,2025-05-07,2025-05-07,2025-05-18,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2076-VIG,07/05/2025,07/05/2025,3:25 PM,18/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1052,3,0,Cali|20250507-2076-VIG,True,2025-05-07,2025-05-07,2025-05-18,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2065-VIG,07/05/2025,07/05/2025,3:25 PM,18/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1053,3,0,Cali|20250507-2065-VIG,True,2025-05-07,2025-05-07,2025-05-18,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2066-VIG,07/05/2025,07/05/2025,3:25 PM,19/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1054,3,0,Cali|20250507-2066-VIG,True,2025-05-07,2025-05-07,2025-05-19,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2077-VIG,07/05/2025,07/05/2025,3:25 PM,19/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1055,3,0,Cali|20250507-2077-VIG,True,2025-05-07,2025-05-07,2025-05-19,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2060-VIG,07/05/2025,07/05/2025,3:25 PM,19/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1056,3,0,Cali|20250507-2060-VIG,True,2025-05-07,2025-05-07,2025-05-19,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250507-2079-VIG,07/05/2025,07/05/2025,3:25 PM,19/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1057,3,0,Cali|20250507-2079-VIG,True,2025-05-07,2025-05-07,2025-05-19,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250506-2010-VIG,06/05/2025,06/05/2025,2:00 PM,17/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1058,3,0,Cali|20250506-2010-VIG,True,2025-05-06,2025-05-06,2025-05-17,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250506-2013-VIG,06/05/2025,06/05/2025,2:00 PM,17/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1059,3,0,Cali|20250506-2013-VIG,True,2025-05-06,2025-05-06,2025-05-17,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260415-7772-VIG,15/04/2026,15/04/2026,2:50 PM,27/04/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,106,3,0,Cali|20260415-7772-VIG,True,2026-04-15,2026-04-15,2026-04-27,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250506-2004-VIG,06/05/2025,06/05/2025,2:00 PM,17/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1060,3,0,Cali|20250506-2004-VIG,True,2025-05-06,2025-05-06,2025-05-17,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250506-2003-VIG,06/05/2025,06/05/2025,2:00 PM,17/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1061,3,0,Cali|20250506-2003-VIG,True,2025-05-06,2025-05-06,2025-05-17,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250506-2007-VIG,06/05/2025,06/05/2025,2:00 PM,17/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1062,3,0,Cali|20250506-2007-VIG,True,2025-05-06,2025-05-06,2025-05-17,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250506-2006-VIG,06/05/2025,06/05/2025,2:00 PM,16/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1063,3,0,Cali|20250506-2006-VIG,True,2025-05-06,2025-05-06,2025-05-16,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250506-2002-VIG,06/05/2025,06/05/2025,2:00 PM,17/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1064,3,0,Cali|20250506-2002-VIG,True,2025-05-06,2025-05-06,2025-05-17,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250505-1969-VIG,05/05/2025,05/05/2025,2:30 PM,15/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1065,3,0,Cali|20250505-1969-VIG,True,2025-05-05,2025-05-05,2025-05-15,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250505-1974-VIG,05/05/2025,05/05/2025,2:00 PM,15/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1066,3,0,Cali|20250505-1974-VIG,True,2025-05-05,2025-05-05,2025-05-15,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250505-1968-VIG,05/05/2025,05/05/2025,2:00 PM,15/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1067,3,0,Cali|20250505-1968-VIG,True,2025-05-05,2025-05-05,2025-05-15,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250505-1971-VIG,05/05/2025,05/05/2025,2:00 PM,15/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1068,3,0,Cali|20250505-1971-VIG,True,2025-05-05,2025-05-05,2025-05-15,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250505-1973-VIG,05/05/2025,05/05/2025,2:00 PM,15/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1069,3,0,Cali|20250505-1973-VIG,True,2025-05-05,2025-05-05,2025-05-15,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260415-7773-VIG,15/04/2026,15/04/2026,2:50 PM,27/04/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,107,3,0,Cali|20260415-7773-VIG,True,2026-04-15,2026-04-15,2026-04-27,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250505-1972-VIG,05/05/2025,05/05/2025,2:00 PM,15/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1070,3,0,Cali|20250505-1972-VIG,True,2025-05-05,2025-05-05,2025-05-15,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250430-1921-VIG,30/04/2025,30/04/2025,2:40 PM,12/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1071,3,0,Cali|20250430-1921-VIG,True,2025-04-30,2025-04-30,2025-05-12,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250430-1905-VIG,30/04/2025,30/04/2025,2:40 PM,12/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1072,3,0,Cali|20250430-1905-VIG,True,2025-04-30,2025-04-30,2025-05-12,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250430-1885-VIG,30/04/2025,30/04/2025,2:40 PM,12/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1073,3,0,Cali|20250430-1885-VIG,True,2025-04-30,2025-04-30,2025-05-12,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250430-1892-VIG,30/04/2025,30/04/2025,2:40 PM,12/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1074,3,0,Cali|20250430-1892-VIG,True,2025-04-30,2025-04-30,2025-05-12,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250430-1881-VIG,30/04/2025,30/04/2025,2:40 PM,12/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1075,3,0,Cali|20250430-1881-VIG,True,2025-04-30,2025-04-30,2025-05-12,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1879-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1076,3,0,Cali|20250429-1879-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1853-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1077,3,0,Cali|20250429-1853-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1880-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1078,3,0,Cali|20250429-1880-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1866-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1079,3,0,Cali|20250429-1866-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2026,VIG,VIGILANCIA RUTINARIA,20260415-7730-VIG,15/04/2026,15/04/2026,2:50 PM,27/04/2026,Agua,UESVALLE - ARO CALI,3,0,Finalizada,1,108,3,0,Cali|20260415-7730-VIG,True,2026-04-15,2026-04-15,2026-04-27,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1822-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1080,3,0,Cali|20250429-1822-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1837-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1081,3,0,Cali|20250429-1837-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1819-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1082,3,0,Cali|20250429-1819-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1854-VIG,29/04/2025,29/04/2025,3:34 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1083,3,0,Cali|20250429-1854-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1865-VIG,29/04/2025,29/04/2025,2:15 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1084,3,0,Cali|20250429-1865-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1862-VIG,29/04/2025,29/04/2025,2:15 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1085,3,0,Cali|20250429-1862-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1855-VIG,29/04/2025,29/04/2025,2:15 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1086,3,0,Cali|20250429-1855-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1858-VIG,29/04/2025,29/04/2025,2:15 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1087,3,0,Cali|20250429-1858-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250429-1878-VIG,29/04/2025,29/04/2025,2:15 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1088,3,0,Cali|20250429-1878-VIG,True,2025-04-29,2025-04-29,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1816-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1089,3,0,Cali|20250428-1816-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2026,VDM,VIGILANCIA DE MAPAS,20260414-7727-VDM,14/04/2026,14/04/2026,4:15 PM,05/05/2026,Agua,UESVALLE - ARO CALI,4,0,Finalizada,1,109,4,0,Cali|20260414-7727-VDM,True,2026-04-14,2026-04-14,2026-05-05,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1802-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1090,3,0,Cali|20250428-1802-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1817-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1091,3,0,Cali|20250428-1817-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1805-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1092,3,0,Cali|20250428-1805-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1818-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1093,3,0,Cali|20250428-1818-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1794-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1094,3,0,Cali|20250428-1794-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1797-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1095,3,0,Cali|20250428-1797-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1801-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1096,3,0,Cali|20250428-1801-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1792-VIG,28/04/2025,28/04/2025,3:40 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1097,3,0,Cali|20250428-1792-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1813-VIG,28/04/2025,28/04/2025,2:45 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1098,3,0,Cali|20250428-1813-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
Cali,2025,VIG,VIGILANCIA RUTINARIA,20250428-1814-VIG,28/04/2025,28/04/2025,2:45 PM,09/05/2025,Agua,UESVALLE - ARO CALI,3,0,Finalizada,10,1099,3,0,Cali|20250428-1814-VIG,True,2025-04-28,2025-04-28,2025-05-09,False
