id,mun,aro,amb,loc,prest,pob,q,precip_mm,temp_mean,precip_idx,temp_anom,precip_sev,temp_sev,clima_score,P_clima,clasif_fuente
ELNINO_0407,OBANDO,Norte Cartago,Rural,JUNTA ADMINISTRADORA ACUEDU SALEM,JUNTA ADMINISTRADORA ACUEDUCTO SALEM,48,1.0,14.65,21.31,36.5,1.85,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0408,OBANDO,Norte Cartago,Rural,CRUCES,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE CRUCES,340,4.0,12.93,22.51,29.8,1.57,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0410,OBANDO,Norte Cartago,Urbano,"URBANO, EL PLEITO, MOLINA, JUAN DIAZ",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-OBANDO,12860,34.0,15.03,22.92,38.5,1.63,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0416,PRADERA,Sur Cali,Rural,EL NOGAL,ACUEDUCTO EL NOGAL,100,3.0,5.93,19.17,36.0,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0207,PRADERA,Sur Cali,Rural,"EL RECREO ALTO , EL RECREO BAJO.",ACUEDUCTO EL RECREO,600,19.0,6.79,21.78,44.9,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0312,PRADERA,Sur Cali,Rural,LA FERIA,ACUEDUCTO LA FERIA PLANADA,400,5.0,5.93,19.17,36.0,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0414,PRADERA,Sur Cali,Rural,POTRERITO,ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO DOMESTICO CRGT POTRERITO - AGUASALUD POTRERITO,1168,7.0,5.93,19.17,36.0,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0415,PRADERA,Sur Cali,Rural,LOMITAS,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DEL CRGT DE LOMITAS - ACUASALUD LOMITAS,1296,6.0,5.81,22.02,39.3,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0317,PRADERA,Sur Cali,Rural,SAN ISIDRO,JUNTA ADMINISTRADORA ACUEDUCTO COMUNITARIO SAN ISIDRO,280,10.0,6.02,18.4,38.5,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0417,PRADERA,Sur Cali,Rural,BOLIVAR,JUNTA ADMINISTRADORA ACUEDUCTO DEL CORREGIMIENTO DE BOLIVAR - ACUASALUD BOLIVAR,60,1.5,6.02,18.4,38.5,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0418,PRADERA,Sur Cali,Rural,EL RETIRO,JUNTA ADMINISTRADORA ACUEDUCTO EL RETIRO ESP.,184,1.0,7.03,19.17,38.2,1.08,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0420,PRADERA,Sur Cali,Rural,SAN ANTONIO,JUNTA ADMINISTRADORA LOCAL ACUEDUCTO SAN ANTONIO,180,2.0,5.93,19.17,36.0,1.22,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0421,PRADERA,Sur Cali,Urbano,"URBANO, LA GRANJA, LA TUPIA, BOLO ARTONAL, LA FLORESTA",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - PRADERA,51880,146.0,7.08,21.95,46.4,2.0,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0438,RESTREPO,Centro Tuluá,Rural,"BUEN VIVIR (107), TRES PUERTAS (77), COLEGURRE (22), VENTAQUEMADO (17), LA PALMA (120), MONTERREDOND",ACUAPALTRES,1948,7.0,7.59,19.68,25.7,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0428,RESTREPO,Centro Tuluá,Rural,AGUALINDA BAJO,ACUEDUCTO AGUALINDA BAJO,36,1.0,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0443,RESTREPO,Centro Tuluá,Rural,LA ESPERANZA,ACUEDUCTO ALTO DEL OSO - LA ESPERANZA,68,0.5,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0422,RESTREPO,Centro Tuluá,Rural,ALTO DEL OSO LA FLORIDA Y LA CAMELIA,ACUEDUCTO ALTO DEL OSO LA FLORIDA Y LA CAMELIA,84,0.5,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0222,RESTREPO,Centro Tuluá,Rural,ALTO DEL OSO,ACUEDUCTO ALTO EL OSO - LA CAMELIA,100,1.5,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0453,RESTREPO,Centro Tuluá,Rural,BOMBAY,ACUEDUCTO BOMBAY,128,0.2,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0412,RESTREPO,Centro Tuluá,Rural,LA BELMIRA,ACUEDUCTO LA BELMIRA,120,2.0,16.49,20.89,39.5,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0423,RESTREPO,Centro Tuluá,Rural,LA SOLEDAD,ACUEDUCTO LA SOLEDAD,60,1.5,6.04,21.69,42.1,2.01,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0424,RESTREPO,Centro Tuluá,Rural,ALTO ZABALETAS,ACUEDUCTO RURAL ALTO ZABALETAS,80,1.0,16.49,20.89,39.5,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0425,RESTREPO,Centro Tuluá,Rural,SAN MARTIN,ACUEDUCTO SAN MARTIN 2,76,1.0,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0448,RESTREPO,Centro Tuluá,Rural,"LAS BRISAS, PARTE DE ALTA DE VIJES, LA MERCED Y",ASOCIACION ACUEDUCTO COMUNITARIO QUEBRADA CALABAZAS- SAN PABLO - ACOCALABAZAS,492,1.5,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0430,RESTREPO,Centro Tuluá,Rural,ALTO SAN PABLO,ASOCIACION DE ACUEDUCTO VEREDAL ALTO SAN PABLO,120,10.0,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0439,RESTREPO,Centro Tuluá,Rural,LA ALBANIA,ASOCIACION DE SUSCRIPTORES DEL SISTEMA DE SUMINISTRO DE AGUA RURAL COMUNITARIA DE LA VEREDA ALBANIA CORREGIMIENTO DE ZABALETAS MUNICIPIO DE RESTREPO,260,3.0,16.49,20.89,39.5,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0454,RESTREPO,Centro Tuluá,Rural,EL DIAMANTE,ASOCIACION DE USUARIOS ACUEDUCTO EL DIAMANTE,120,1.5,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0444,RESTREPO,Centro Tuluá,Rural,PUERTA NEGRA,ASOCIACION DE USUARIOS DEL ACUEDUCTO ACUA PUERTA NEGRA,204,2.0,18.6,18.65,44.0,0.93,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0445,RESTREPO,Centro Tuluá,Rural,POTRERILLO,ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUACATE-POTERILLO,388,2.0,10.61,19.68,40.3,2.02,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0431,RESTREPO,Centro Tuluá,Rural,AGUALINDA ALTO,ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUALINDA ALTO,36,1.5,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0440,RESTREPO,Centro Tuluá,Rural,ALTO CIELO Y LA TESALIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA CUENCA DEL ALTO CIELO Y LA TESALIA ESP,248,1.5,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0426,RESTREPO,Centro Tuluá,Rural,LA ITALIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA ITALIA - ACUAITALIA,200,1.5,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0441,RESTREPO,Sur Cali,Rural,"PUEBLO NUEVO,CABILDO NIAZA (RESTREPO)",ASOCIACIÓN DE USUARIOS DEL SERVICIO DE AGUA POTABLE PUEBLO NUEVO Y CABILDO NIAZA-ACUANIPU,360,,6.65,19.29,25.1,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0436,RESTREPO,Centro Tuluá,Rural,CALIMITA,ASOCIACION DE USUARIOS DEL SISTEMA Y SUMINISTRO DE AGUA DE LA VEREDA CALIMITA,320,2.0,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0455,RESTREPO,Centro Tuluá,Rural,"LA CAMELIA, INSTITUCION EDUCATIVA, EL JARDIN",ASOCIACION DE USUARIOS LA FLORIDA - ALTO DEL OSO 3,40,1.0,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0427,RESTREPO,Centro Tuluá,Rural,AGUA MONA,ASOCIACION DE USUARIOS VEREDA AGUA MONA,256,3.5,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0442,RESTREPO,Centro Tuluá,Rural,SANTA ROSA,ASOCIACION DE USUARIOS Y/O SUSCRIPTORES DEL SERVICIO DE AGUA POTABLE DE LA VEREDA SANTA ROSA - AVESARO,344,4.5,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0437,RESTREPO,Centro Tuluá,Rural,EL SILENCIO,ASOCIACION USUARIOS COMUNIDAD VDA SAN SALVADOR Y EL SILENCIO - EL SILENCIO,292,2.0,16.49,20.89,39.5,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0432,RESTREPO,Centro Tuluá,Rural,SAN SALVADOR,ASOCIACION USUARIOS COMUNIDAD VDA SAN SALVADOR Y EL SILENCIO - SAN SALVADOR,196,10.0,16.49,20.89,39.5,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0433,RESTREPO,Centro Tuluá,Rural,EL AGRADO,ASOCIACION USUARIOS DEL ACUEDUCTO AGUA DE DIOS,32,0.3,7.0,18.11,25.8,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0434,RESTREPO,Centro Tuluá,Rural,PLAYA RICA,ASOCIACON DE USUARIOS DEL SERVICIO DE AGUA DEL ACEUDUCTO PLAYA RICA - LA GUAIRA,360,4.0,13.16,18.65,37.9,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0486,RESTREPO,Centro Tuluá,Rural,RIO GRANDE,JUNTA ADMINISTRADORA ACUEDUCTO DOS PIEDRAS,140,1.5,11.5,19.68,37.2,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0435,RESTREPO,Centro Tuluá,Rural,ROMAN,JUNTA ADMINISTRADORA ACUEDUCTO ROMAN,92,,11.5,19.68,37.2,1.14,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0456,RESTREPO,Centro Tuluá,Rural,PARCELACION ECOLOGICA VILLA DEL SOL,PARCELACION ECOLOGICA VILLA DEL SOL,208,6.5,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0451,RESTREPO,Centro Tuluá,Urbano,"URBANO, AGUALINDA, EL AGRADO, AGUAMONA, CALIMITA, SAN PABLO, EL MADROÑAL, EL TRANSPORTE",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-RESTREPO,15800,26.0,8.58,18.65,26.2,1.23,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0452,RESTREPO,Centro Tuluá,Rural,TABLEROS,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-TABLEROS,1040,4.0,18.6,18.65,44.0,0.93,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0457,RIO FRIO,Centro Tuluá,Rural,MIRAVALLE ALTO,ACUAMIRAVALLE,128,2.5,10.51,17.61,28.7,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0458,RIO FRIO,Centro Tuluá,Rural,"EL DINDE, LA ARABIA , HOJAS ANCHAS",ACUARABIA,220,1.5,15.07,17.15,32.9,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0459,RIO FRIO,Centro Tuluá,Rural,EL RUBI,ACUEDUCTO DOS QUEBRADAS,104,2.0,13.37,15.35,31.1,0.57,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0126,RIO FRIO,Centro Tuluá,Rural,LAS BRISAS,ACUEDUCTO LAS BRISAS,36,6.5,12.68,17.15,30.0,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0461,RIO FRIO,Centro Tuluá,Rural,MIRAVALLE,ACUEDUCTO MIRAVALLE,108,1.5,10.51,17.61,28.7,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0462,RIO FRIO,Centro Tuluá,Rural,MORROPLANCHO BAJO,ACUEDUCTO MORROPLANCHO BAJO,80,2.0,12.68,17.15,30.0,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0463,RIO FRIO,Centro Tuluá,Rural,COROZAL,ACUEDUCTO RURAL COROZAL,300,2.3,10.51,17.61,28.7,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0464,RIO FRIO,Centro Tuluá,Rural,SAN ALFONSO,ACUEDUCTO RURAL SAN ALFONSO,144,3.0,12.68,17.15,30.0,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0300,RIO FRIO,Centro Tuluá,Rural,EL CARMEN,ACUEDUCTO VEREDA EL CARMEN,132,2.0,14.69,17.47,31.3,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0082,RIO FRIO,Centro Tuluá,Rural,EL RUBI,ACUEDUCTO VEREDA EL RUBI SECTOR LA CANCHA,120,1.0,13.37,15.35,31.1,0.57,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0468,RIO FRIO,Centro Tuluá,Rural,LA SULTANA,AGUA SULTANA,140,,10.14,19.89,28.4,1.31,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0469,RIO FRIO,Centro Tuluá,Rural,LA JUDEA (120407),ASOCIACION DE USUARIOS ACUEDUCTO AGUAS ARRIBA- LA JUDEA,120,,14.69,17.47,31.3,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0470,RIO FRIO,Centro Tuluá,Rural,CALABAZAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA DE CALABAZAS,248,,10.51,17.61,28.7,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0471,RIO FRIO,Centro Tuluá,Rural,LA ZULIA,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL DIAMANTE - LA ZULIA,232,1.5,12.74,17.61,29.5,1.0,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0472,RIO FRIO,Centro Tuluá,Rural,LA CRISTALINA,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL CAMPESINO DE LA VEREDA LA CRISTALINA,100,3.0,12.68,17.15,30.0,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0473,RIO FRIO,Centro Tuluá,Rural,PUERTO FENICIA,FUNDACION DE USUARIOS DEL ACUEDUCTO COREGIMIENTO FENICIA,3100,11.0,12.74,17.61,29.5,1.0,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0474,RIO FRIO,Centro Tuluá,Rural,MADRIGAL,FUNDACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA DE MADRIGAL,292,2.0,12.33,19.89,32.3,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0475,RIO FRIO,Centro Tuluá,Rural,PORTUGAL DE PIEDRAS,FUNDACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE PORTUGAL DE PIEDRAS - ACUEPORT,508,4.0,12.74,17.61,29.5,1.0,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0476,RIO FRIO,Centro Tuluá,Rural,SALÓNICA,"FUNDACION USUARIOS ACUEDUCTO SALONICA ""ACUASALONICA""",3200,12.0,12.68,17.15,30.0,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0477,RIO FRIO,Centro Tuluá,Rural,GUAYABAL,JUNTA ADMINISTRADORA ACUAGUAYABAL,140,2.5,12.68,17.15,30.0,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0478,RIO FRIO,Centro Tuluá,Rural,LA ITALIA,JUNTA ADMINISTRADORA ACUAITALIA,124,4.0,17.39,15.35,35.5,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0479,RIO FRIO,Centro Tuluá,Rural,LOS ESTRECHOS,JUNTA ADMINISTRADORA ACUEDUCTO LOS ESTRECHOS,120,3.0,12.32,17.61,29.4,1.31,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0480,RIO FRIO,Centro Tuluá,Rural,MORROPLANCHO ALTO,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE MORROPLANCHO ALTO,176,3.0,12.68,17.15,30.0,1.0,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0481,RIO FRIO,Centro Tuluá,Rural,LOS ALPES,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE USUARIO DE LA ZULIA ACUAZULIA LOS ALPES,720,5.0,12.74,17.61,29.5,1.0,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0482,RIO FRIO,Centro Tuluá,Rural,LA GUAIRA,JUNTA DE ACUEDUCTO LA GUAIRA,88,2.0,6.74,21.23,24.6,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0484,RIO FRIO,Centro Tuluá,Rural,SAN JOSE DE LA SELVA,VEREDA SAN JOSE DE LA SELVA,48,6.0,10.51,17.61,28.7,0.57,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0485,ROLDANILLO,Norte Cartago,Rural,"ISUGU,EL RINCON,SIMON BOLIVAR, EL","ACUACAMPO: ISUGU EL SILENCIO PUERTO QUINTERO, CANDELARIA, PUEBLO NUEVO, EL RINCON, SIMON BOLIVAR Y REMOLINO",2348,25.0,8.36,21.65,24.4,1.6,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0208,ROLDANILLO,Norte Cartago,Rural,LA ARMENIA ALTA,ACUEDUCTO RURAL LA ARMENIA ALTA,28,1.0,11.86,19.91,33.2,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0487,ROLDANILLO,Norte Cartago,Rural,EL PIE,ACUEDUCTO RURAL VEREDA EL PIE,200,1.0,10.04,19.59,28.3,1.47,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0488,ROLDANILLO,Norte Cartago,Rural,ARMENIA BAJA,ACUEDUCTO RURAL VEREDA LA ARMENIA BAJA,160,1.0,10.04,19.59,28.3,1.47,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0489,ROLDANILLO,Norte Cartago,Rural,LA SOLEDAD,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO LA VEREDA LA SOLEDAD EN LIQUIDACION,360,3.0,11.77,19.13,31.6,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0490,ROLDANILLO,Norte Cartago,Rural,CASCARILLO,ASOCIACION DE USUARIOS ACUEDUCTO VEREDA CASCARILLO ARCAS,424,5.0,13.78,20.11,37.2,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0491,ROLDANILLO,Norte Cartago,Rural,CAJAMARCA,ASOCIACION DE USUARIOS DEL ACUEDUCTO CAJAMARCA-SAN ISIDRO,768,,16.62,19.91,44.7,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0493,ROLDANILLO,Norte Cartago,Rural,EL RETIRO,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO VEREDA EL RETIRO,416,33.0,11.77,19.13,31.6,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0494,ROLDANILLO,Norte Cartago,Rural,LA MONTAÑUELA LIMONES EL CIRUELO EL OREGANO BUENAVISTA HOYO HONDO BELGICA,ASOCIACION DE USUARIOS DEL ACUEDUCTO SANTA CLARA LA MONTAÑUELA,800,7.0,14.95,19.59,40.3,1.4,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0495,ROLDANILLO,Norte Cartago,Rural,"EL GUACHAL, LA CEIBA, REY ALTO, MEDIO Y BAJO",ASOCIACION DE USUARIOS EL REY (ASUACOR),1260,7.0,8.98,19.59,26.6,1.6,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0496,ROLDANILLO,Norte Cartago,Rural,CACERES,ASOCIACION DE USUARIOS VEREDA CACERES,72,3.0,13.78,20.11,37.2,1.47,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0497,ROLDANILLO,Norte Cartago,Urbano,"URBANO,SANTA RITA, TIERRA BLANCA, EL PALMAR GUAYABAL, SAN JOSE DEL HOBO, IRRUPA, HIGUERON, MORELIA",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - ROLDANILLO,45332,90.0,10.04,19.59,28.3,1.47,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
